"","ANO","CODMUNRES","nascidos_vivos_peso_menor_1500","nascidos_vivos_peso_2000_a_2499","nascidos_vivos_peso_1500_a_1999","nascidos_vivos_menos_de_28_semanas","nascidos_vivos_28_a_32_semanas","nascidos_vivos_33_a_34_semanas","nascidos_vivos_35_a_36_semanas","TOTAL_DE_NASCIDOS_VIVOS","NASCIDOS_VIVOS_COM_BAIXO_PESO","NASCIDOS_VIVOS_PREMATUROS","NASCIDOS_VIVOS_TERMO_PRECOCE"
"445","2012","172093","0","0","1","0","1","0","2","29",1,3,7
"446","2012","172097","0","1","1","0","0","2","2","37",2,4,7
"447","2012","172100","48","66","233","25","91","149","359","4713",347,624,1421
"448","2012","172110","2","2","5","1","4","4","7","183",9,16,41
"449","2012","172120","3","9","17","4","5","22","34","420",29,65,97
"450","2012","172125","0","0","0","1","0","0","3","19",0,4,2
"451","2012","172130","0","0","2","0","0","2","4","34",2,6,10
"452","2012","172208","0","0","11","0","1","5","12","134",11,18,37
"453","2012","172210","3","1","13","3","1","10","21","245",17,35,54
"455","2012","210005","17","19","79","7","36","70","141","1934",115,254,487
"456","2012","210010","1","0","7","0","1","3","12","113",8,18,19
"457","2012","210015","1","1","7","1","1","3","10","150",9,15,44
"458","2012","210020","7","3","16","2","10","8","19","283",26,40,70
"459","2012","210030","3","2","22","0","0","0","3","468",27,4,11
"460","2012","210040","1","2","5","0","4","3","4","107",8,12,21
"461","2012","210043","2","4","21","1","6","13","26","428",27,46,73
"462","2012","210047","2","0","28","3","6","6","29","511",30,44,118
"463","2012","210050","0","0","10","0","4","6","12","201",10,22,41
"464","2012","210055","2","0","3","0","1","2","8","103",5,11,22
"465","2012","210060","7","4","22","2","24","16","56","836",33,98,164
"466","2012","210070","1","4","20","1","5","9","22","327",25,37,59
"467","2012","210080","1","3","25","1","6","5","22","342",29,34,93
"468","2012","210083","2","1","14","1","5","4","13","289",17,24,26
"469","2012","210087","2","1","10","0","5","4","11","158",13,20,34
"470","2012","210090","2","1","20","2","6","13","31","553",23,53,125
"471","2012","210095","2","1","23","1","3","16","35","679",26,56,102
"472","2012","210100","5","4","25","3","3","11","32","471",34,49,103
"473","2012","210110","3","1","12","0","2","5","6","189",16,13,25
"474","2012","210120","16","16","79","8","13","29","92","1694",111,142,356
"475","2012","210125","4","2","17","0","3","12","23","241",23,39,49
"476","2012","210130","4","3","15","0","2","9","10","278",22,21,46
"477","2012","210135","0","0","3","0","1","0","1","43",3,3,5
"478","2012","210140","18","19","91","11","16","48","197","1848",128,272,446
"479","2012","210150","1","1","12","0","4","4","15","276",14,23,73
"480","2012","210160","6","12","43","1","14","9","16","1462",61,40,206
"481","2012","210170","17","11","53","9","22","33","62","1139",81,126,218
"482","2012","210173","2","1","8","2","6","14","11","207",11,33,33
"483","2012","210177","2","0","14","1","4","1","9","184",16,15,29
"484","2012","210180","1","1","2","1","2","2","1","57",4,6,11
"485","2012","210190","4","5","13","1","6","6","15","265",22,28,45
"486","2012","210193","0","0","6","0","3","2","7","76",6,12,16
"487","2012","210197","0","1","5","1","1","10","4","126",6,16,25
"488","2012","210200","5","6","27","2","9","16","36","632",38,63,129
"489","2012","210203","3","4","22","8","5","10","30","568",29,53,88
"490","2012","210207","1","0","7","0","2","2","7","171",8,11,37
"491","2012","210210","3","3","20","2","6","12","37","477",26,57,120
"492","2012","210215","0","2","2","0","2","3","3","111",4,8,23
"493","2012","210220","2","6","36","1","13","21","47","618",44,82,106
"494","2012","210230","6","6","11","2","11","4","37","431",23,54,55
"495","2012","210232","8","11","54","4","17","26","79","1310",73,126,234
"496","2012","210235","5","3","12","1","6","10","7","182",20,24,43
"497","2012","210237","3","2","5","1","1","5","14","164",10,21,41
"498","2012","210240","1","1","9","0","1","3","9","131",11,18,20
"499","2012","210250","4","0","22","0","4","10","33","327",26,51,44
"500","2012","210255","3","2","11","0","5","5","16","207",16,26,42
"501","2012","210260","2","0","17","0","3","6","17","301",19,26,81
"502","2012","210270","1","8","14","3","5","10","16","294",23,34,71
"503","2012","210275","1","5","8","1","6","5","4","200",14,16,26
"504","2012","210280","3","7","22","0","6","12","24","415",32,42,103
"505","2012","210290","0","4","28","1","5","13","26","407",32,45,93
"506","2012","210300","15","35","158","1","5","12","37","2720",208,55,109
"507","2012","210310","1","0","11","0","1","4","6","137",12,11,18
"508","2012","210312","0","4","7","1","3","3","7","174",11,14,27
"509","2012","210315","1","3","7","2","0","9","18","237",11,29,42
"510","2012","210317","0","3","12","2","8","4","16","281",15,31,44
"511","2012","210320","8","13","72","5","27","52","92","1616",93,176,355
"512","2012","210325","0","4","8","0","5","10","11","159",12,26,38
"513","2012","210330","13","29","135","2","30","74","149","2374",177,255,528
"514","2012","210340","9","14","45","5","17","24","62","967",68,110,207
"515","2012","210350","3","10","35","0","4","8","45","737",48,57,164
"516","2012","210355","4","3","17","2","4","11","23","304",24,40,39
"517","2012","210360","6","17","62","3","18","38","75","1165",85,134,229
"518","2012","210370","1","5","20","1","3","5","13","476",26,23,78
"519","2012","210375","1","5","8","0","2","8","15","204",14,25,44
"520","2012","210380","1","2","8","1","5","18","35","329",11,60,84
"521","2012","210390","3","1","3","0","2","2","4","202",7,8,13
"522","2012","210400","3","2","4","1","6","7","15","328",9,29,77
"523","2012","210405","3","6","28","0","15","20","49","600",37,84,151
"524","2012","210407","0","1","2","0","1","2","5","102",3,8,14
"525","2012","210408","0","4","5","0","1","0","1","158",9,2,10
"526","2012","210409","3","0","13","0","5","6","18","256",16,29,53
"527","2012","210410","1","2","6","0","2","5","19","195",9,26,53
"528","2012","210420","0","1","20","0","2","9","16","327",21,27,56
"529","2012","210430","7","2","9","1","7","1","8","155",18,17,25
"530","2012","210440","3","5","5","0","3","6","16","286",13,25,69
"531","2012","210450","2","3","8","0","5","7","6","158",13,18,49
"532","2012","210455","7","5","12","3","8","8","20","276",24,39,67
"533","2012","210460","1","5","16","0","3","6","14","295",22,24,42
"534","2012","210462","1","1","3","0","0","6","7","99",5,13,27
"535","2012","210465","0","0","18","1","6","13","12","179",18,32,41
"536","2012","210467","1","2","21","2","5","15","41","553",24,63,104
"537","2012","210470","0","0","3","0","2","1","7","90",3,10,17
"538","2012","210480","23","16","59","4","20","45","73","1646",98,142,276
"539","2012","210490","0","2","7","0","3","6","13","148",9,22,17
"540","2012","210500","5","11","27","0","5","12","33","557",43,50,74
"541","2012","210510","2","6","17","3","10","17","37","430",25,68,86
"542","2012","210515","1","2","14","0","7","10","17","301",17,34,54
"543","2012","210520","3","5","3","0","2","7","7","179",11,16,49
"544","2012","210530","33","76","227","26","88","138","331","4774",336,583,1407
"545","2012","210535","2","1","8","0","1","8","21","223",11,30,51
"546","2012","210540","11","8","60","5","10","33","64","1273",79,112,257
"547","2012","210542","5","2","10","1","7","6","26","378",17,40,86
"548","2012","210545","0","0","9","0","0","2","7","123",9,9,29
"549","2012","210547","3","1","13","1","3","1","2","297",17,7,31
"550","2012","210550","3","2","23","0","11","12","40","412",28,63,107
"551","2012","210560","0","3","9","0","3","6","7","240",12,16,48
"552","2012","210565","0","0","2","0","1","1","8","113",2,10,19
"553","2012","210570","6","11","35","1","9","21","49","831",52,80,169
"554","2012","210580","1","1","5","0","3","6","14","135",7,23,24
"555","2012","210590","0","1","13","1","1","8","14","316",14,24,50
"556","2012","210592","0","2","4","0","0","0","4","133",6,4,17
"557","2012","210594","0","1","6","6","0","4","7","148",7,17,34
"558","2012","210596","1","1","5","2","1","1","11","187",7,15,29
"559","2012","210598","0","3","6","1","4","5","5","116",9,15,27
"560","2012","210600","4","3","8","2","4","6","14","213",15,26,47
"561","2012","210610","1","0","7","1","4","5","17","189",8,27,40
"562","2012","210620","1","0","3","1","0","3","8","109",4,12,20
"563","2012","210630","3","1","6","1","4","4","10","234",10,23,50
"564","2012","210632","2","4","10","1","6","5","18","371",16,30,71
"565","2012","210635","6","0","2","1","4","2","8","110",8,15,22
"566","2012","210637","0","2","7","0","1","1","13","198",9,16,37
"567","2012","210640","1","8","18","2","2","12","30","329",27,46,69
"568","2012","210650","6","2","25","2","12","18","29","400",33,61,85
"569","2012","210660","6","7","40","1","9","17","29","534",53,59,92
"570","2012","210663","0","3","8","0","3","5","11","120",11,19,26
"571","2012","210667","0","1","2","0","1","1","9","101",3,11,30
"572","2012","210670","2","2","14","1","4","4","38","364",18,47,70
"573","2012","210675","1","6","17","4","6","9","14","313",24,33,81
"574","2012","210680","2","4","16","2","0","6","8","206",22,16,32
"575","2012","210690","3","8","23","1","8","18","37","525",34,64,100
"576","2012","210700","1","0","5","1","1","6","11","132",6,19,24
"577","2012","210710","3","5","14","0","5","7","14","354",22,26,45
"578","2012","210720","3","2","8","1","5","5","11","187",13,22,28
"579","2012","210725","0","1","2","0","2","1","6","65",3,9,10
"580","2012","210730","1","1","1","1","0","0","5","58",3,6,14
"581","2012","210735","9","2","18","2","13","8","26","375",29,49,68
"582","2012","210740","6","2","12","2","1","6","18","232",20,27,45
"583","2012","210745","2","4","12","3","3","8","9","182",18,23,40
"584","2012","210750","25","25","85","8","24","44","92","1549",135,168,311
"585","2012","210760","4","3","21","0","4","6","21","262",28,31,52
"586","2012","210770","0","3","14","0","2","2","17","284",17,21,66
"587","2012","210780","3","9","33","1","6","9","27","584",45,46,103
"588","2012","210790","1","4","13","0","2","2","6","340",18,10,46
"589","2012","210800","3","5","14","1","3","5","17","325",22,26,57
"590","2012","210805","4","4","6","0","1","7","20","340",14,28,66
"591","2012","210810","3","3","11","2","9","7","18","380",17,36,67
"592","2012","210820","4","5","25","2","8","23","40","680",34,74,187
"593","2012","210825","1","8","23","0","8","11","20","372",32,40,37
"594","2012","210830","13","10","39","2","14","19","49","637",62,85,110
"595","2012","210840","2","2","5","0","1","6","12","144",9,19,27
"596","2012","210845","3","4","11","1","8","4","30","373",18,44,60
"597","2012","210850","3","3","21","1","3","14","23","578",27,42,114
"598","2012","210860","17","23","68","12","43","62","94","1430",108,211,295
"599","2012","210870","2","7","34","1","6","14","36","467",43,57,103
"600","2012","210880","3","9","17","1","10","10","27","309",29,48,51
"601","2012","210890","0","4","11","0","5","5","21","259",15,31,61
"602","2012","210900","6","5","22","2","5","13","34","441",33,54,127
"603","2012","210905","1","0","0","0","0","1","1","65",1,2,6
"604","2012","210910","5","12","23","4","8","6","18","717",40,38,86
"605","2012","210920","0","2","11","0","4","6","17","197",13,27,41
"606","2012","210923","0","2","2","0","3","4","4","119",4,11,24
"607","2012","210927","2","1","16","2","7","19","19","321",19,47,63
"608","2012","210930","2","3","13","0","5","7","14","193",18,26,36
"609","2012","210940","1","1","8","0","0","7","14","202",10,21,39
"610","2012","210945","3","7","29","3","13","16","35","490",39,67,94
"611","2012","210950","6","4","13","1","6","15","21","336",23,43,68
"612","2012","210955","1","5","3","1","4","3","11","143",9,19,31
"613","2012","210960","9","6","34","4","16","25","40","653",49,85,121
"614","2012","210970","0","1","1","1","1","0","1","29",2,3,3
"615","2012","210975","0","0","5","0","3","0","2","95",5,5,19
"616","2012","210980","2","7","33","1","21","14","53","606",42,89,133
"617","2012","210990","24","8","60","5","13","26","64","1606",92,108,334
"618","2012","211000","4","16","61","0","12","24","69","1326",81,106,226
"619","2012","211003","0","5","19","1","6","12","27","429",24,46,90
"620","2012","211010","0","2","18","1","4","9","27","469",20,41,98
"621","2012","211020","4","14","33","2","10","18","44","602",51,74,135
"622","2012","211023","1","0","7","1","2","2","6","123",8,11,23
"623","2012","211027","3","1","5","0","3","7","11","132",9,23,21
"624","2012","211030","2","1","8","0","1","4","3","239",11,8,12
"625","2012","211040","2","4","17","3","3","10","26","383",23,42,70
"626","2012","211050","6","8","15","0","12","11","29","423",29,52,98
"627","2012","211060","5","4","17","3","7","15","25","499",26,50,119
"628","2012","211065","0","0","7","0","0","4","3","92",7,7,15
"629","2012","211070","2","4","27","3","6","15","47","593",33,71,131
"630","2012","211080","0","0","2","0","0","0","1","47",2,4,6
"631","2012","211085","3","2","8","0","7","5","9","119",13,21,25
"632","2012","211090","1","0","11","1","2","3","10","163",12,17,40
"633","2012","211100","2","1","12","0","4","5","8","259",15,58,10
"634","2012","211102","0","1","6","0","3","4","6","131",7,13,20
"635","2012","211105","1","3","7","0","7","3","11","168",11,21,41
"636","2012","211107","2","3","16","0","0","2","3","273",21,7,5
"637","2012","211110","3","3","23","1","9","10","29","404",29,49,84
"638","2012","211120","31","27","127","10","38","59","166","2757",185,274,560
"639","2012","211125","0","0","2","0","0","2","5","119",2,7,23
"640","2012","211130","367","328","1014","116","314","486","1238","18059",1709,2154,4177
"641","2012","211140","2","5","24","2","8","13","18","420",31,41,82
"642","2012","211150","5","14","35","2","8","13","52","730",54,75,158
"643","2012","211153","5","2","9","4","6","7","18","171",16,36,39
"644","2012","211157","1","0","8","0","1","0","2","62",9,3,10
"645","2012","211160","4","3","7","2","5","0","21","305",14,28,47
"646","2012","211163","0","1","2","0","0","1","8","81",3,10,14
"647","2012","211167","0","1","1","0","1","0","5","85",2,7,17
"648","2012","211170","0","1","17","0","5","5","16","306",18,27,46
"649","2012","211172","1","2","9","0","2","2","9","143",12,13,40
"650","2012","211174","0","2","11","1","1","5","14","190",13,21,27
"651","2012","211176","3","4","20","1","7","10","31","345",27,49,86
"652","2012","211178","3","2","6","1","2","4","0","175",11,10,8
"653","2012","211180","2","2","8","1","2","5","15","288",12,26,29
"654","2012","211190","2","4","6","0","1","4","16","147",12,21,30
"655","2012","211195","0","1","4","0","1","2","5","80",5,8,18
"656","2012","211200","3","0","4","2","1","4","13","138",7,20,23
"657","2012","211210","6","8","31","2","10","15","39","477",45,66,83
"658","2012","211220","33","47","144","15","53","62","148","2658",224,297,522
"659","2012","211223","2","3","13","2","2","7","19","290",18,31,77
"660","2012","211227","0","0","3","0","0","1","4","114",3,6,20
"661","2012","211230","5","7","25","3","9","13","23","642",37,48,128
"662","2012","211240","8","12","44","1","5","23","71","803",64,100,125
"663","2012","211245","1","4","27","3","3","4","22","345",32,35,62
"664","2012","211250","2","4","47","8","14","48","91","1005",53,161,237
"665","2012","211260","4","8","38","1","10","21","74","749",50,106,160
"666","2012","211270","7","16","75","4","22","30","71","930",98,127,189
"667","2012","211280","8","11","57","5","15","46","61","981",76,128,180
"668","2012","211285","1","3","6","0","3","4","10","145",10,17,25
"669","2012","211290","3","6","38","1","8","13","36","572",47,58,111
