"codmunres","ano","faixa_de_peso","evitaveis_neonatal_outros","evitaveis_neonatal_recem_nascido","evitaveis_neonatal_mulher_gestacao","evitaveis_neonatal_parto","evitaveis_neonatal_tratamento","evitaveis_neonatal_saude","evitaveis_neonatal_mal_definidas","evitaveis_neonatal_imunoprevencao","obitos_neonatais_totais"
"220554",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220554",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220555",2023,"> 1500 g",3,0,0,0,0,0,0,0,3
"220555",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220556",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220556",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220557",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220557",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220558",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220558",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220559",2022,"outros",0,0,0,1,0,0,0,0,1
"220559",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"220560",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"220560",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"220570",2022,"> 1000 g",0,0,2,0,0,0,0,0,2
"220570",2022,"outros",0,0,1,0,0,0,0,0,1
"220570",2023,"outros",0,0,1,0,0,0,0,0,1
"220570",2023,"> 1500 g",0,4,0,0,0,0,0,0,4
"220580",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"220580",2023,"> 1500 g",0,1,1,2,0,0,0,0,4
"220580",2023,"> 1000 g",0,1,0,0,0,0,0,0,1
"220585",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220585",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220590",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220590",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220595",2022,"> 1500 g",0,0,0,1,0,0,0,0,1
"220595",2022,"outros",0,0,0,0,0,1,0,0,1
"220595",2023,"> 1500 g",0,0,0,0,0,0,1,0,1
"220600",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220600",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220605",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220605",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220610",2022,"outros",0,0,2,0,0,0,0,0,2
"220610",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"220620",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"220620",2022,"> 1500 g",0,2,1,0,0,0,0,0,3
"220620",2023,"> 1500 g",1,1,2,0,0,0,0,0,4
"220620",2023,"outros",0,0,1,0,0,0,0,0,1
"220630",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220630",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220635",2022,"outros",0,0,0,1,0,0,0,0,1
"220635",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"220635",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220640",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"220640",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"220650",2022,"> 1500 g",0,0,0,1,0,0,0,0,1
"220650",2023,"outros",0,0,1,0,0,0,0,0,1
"220650",2023,"> 1500 g",0,0,0,1,0,0,0,0,1
"220660",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"220660",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220665",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"220665",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220667",2023,"outros",0,0,1,0,0,0,0,0,1
"220667",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220669",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220669",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220670",2023,"> 1000 g",0,0,1,0,0,0,0,0,1
"220670",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220672",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220672",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220675",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220675",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220680",2023,"outros",0,0,0,1,0,0,0,0,1
"220680",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220690",2022,"outros",0,0,0,1,0,0,0,0,1
"220690",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220695",2022,"> 1500 g",0,0,1,0,0,0,0,0,1
"220695",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220700",2022,"> 1000 g",1,0,0,0,0,0,0,0,1
"220700",2022,"> 1500 g",3,1,0,1,0,0,0,0,5
"220700",2023,"outros",0,0,2,0,0,0,0,0,2
"220710",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220710",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220720",2023,"> 1500 g",0,0,1,0,0,0,0,0,1
"220720",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220730",2022,"> 1500 g",0,0,1,0,0,0,0,0,1
"220730",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220735",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220735",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220740",2022,"> 1000 g",1,0,0,0,0,0,0,0,1
"220740",2022,"outros",0,0,0,1,0,0,0,0,1
"220740",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220750",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"220750",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"220750",2023,"> 1500 g",0,0,2,0,0,0,0,0,2
"220755",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220755",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220760",2023,"> 1000 g",1,0,0,0,0,0,0,0,1
"220760",2023,"outros",0,0,0,1,0,0,0,0,1
"220760",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220770",2022,"> 1500 g",3,2,1,3,0,0,0,0,9
"220770",2022,"outros",1,2,11,1,0,0,0,0,15
"220770",2022,"> 1000 g",0,2,0,0,0,0,0,0,2
"220770",2023,"outros",1,0,1,1,0,0,0,0,3
"220770",2023,"> 1000 g",1,1,0,0,0,0,0,0,2
"220770",2023,"> 1500 g",3,1,0,2,0,0,0,0,6
"220775",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220775",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220777",2022,"outros",0,0,1,0,0,0,0,0,1
"220777",2023,"outros",0,0,1,0,0,0,0,0,1
"220779",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220779",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220780",2022,"> 1500 g",0,0,0,1,0,0,1,0,2
"220780",2022,"outros",0,0,1,0,0,0,1,0,2
"220780",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"220780",2023,"> 1000 g",0,0,1,0,0,0,0,0,1
"220780",2023,"> 1500 g",1,0,0,1,0,0,0,0,2
"220785",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220785",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220790",2022,"outros",0,0,2,1,0,0,0,0,3
"220790",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"220790",2023,"> 1500 g",1,1,0,1,0,0,0,0,3
"220790",2023,"outros",1,0,0,0,0,0,0,0,1
"220793",2022,"> 1500 g",0,0,1,0,0,0,0,0,1
"220793",2023,"> 1000 g",1,0,0,0,0,0,0,0,1
"220795",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220795",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220800",2022,"outros",0,0,4,0,0,0,0,0,4
"220800",2022,"> 1500 g",3,1,0,0,0,0,0,0,4
"220800",2022,"> 1000 g",0,0,0,1,0,0,0,0,1
"220800",2023,"outros",0,1,1,1,0,0,0,0,3
"220800",2023,"> 1500 g",1,2,0,1,0,0,0,0,4
"220800",2023,"> 1000 g",0,1,0,0,0,0,0,0,1
"220810",2022,"> 1500 g",1,0,0,1,0,0,0,0,2
"220810",2023,"> 1000 g",1,0,0,0,0,0,0,0,1
"220820",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"220820",2022,"outros",0,0,0,2,0,0,0,0,2
"220820",2023,"> 1000 g",0,0,1,0,0,0,0,0,1
"220820",2023,"outros",0,0,1,0,0,0,0,0,1
"220820",2023,"> 1500 g",0,1,0,0,0,0,0,0,1
"220830",2022,"outros",0,0,1,0,0,0,0,0,1
"220830",2022,"> 1500 g",0,2,0,1,0,0,0,0,3
"220830",2022,"> 1000 g",0,1,0,0,0,0,0,0,1
"220830",2023,"> 1500 g",0,1,1,0,0,0,0,0,2
"220830",2023,"outros",0,1,1,0,0,0,0,0,2
"220840",2022,"> 1500 g",1,0,2,1,0,0,0,0,4
"220840",2022,"outros",0,0,2,1,0,0,0,0,3
"220840",2022,"> 1000 g",0,0,0,1,0,0,0,0,1
"220840",2023,"> 1000 g",1,0,1,0,0,0,0,0,2
"220840",2023,"> 1500 g",2,0,2,0,0,0,0,0,4
"220840",2023,"outros",1,0,1,0,0,0,0,0,2
"220850",2022,"outros",0,1,0,0,0,0,0,0,1
"220850",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220855",2022,"outros",0,0,1,0,0,0,0,0,1
"220855",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"220855",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220860",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220860",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220865",2022,"outros",0,1,0,0,0,0,0,0,1
"220865",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220870",2022,"> 1000 g",0,0,0,1,0,0,0,0,1
"220870",2022,"> 1500 g",0,0,0,1,0,0,0,0,1
"220870",2023,"outros",0,0,1,0,0,0,0,0,1
"220870",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"220880",2023,"> 1000 g",0,0,1,0,0,0,0,0,1
"220880",2023,"outros",0,2,0,1,0,0,0,0,3
"220880",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220885",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220885",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220887",2023,"> 1500 g",0,1,0,0,0,0,0,0,1
"220887",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220890",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"220890",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220900",2022,"outros",0,0,1,0,0,0,0,0,1
"220900",2022,"> 1000 g",2,0,0,0,0,0,0,0,2
"220900",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220910",2022,"> 1500 g",0,0,1,0,0,0,0,0,1
"220910",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220915",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220915",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220920",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220920",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220930",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"220930",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220935",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220935",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220937",2022,"outros",0,0,1,0,0,0,0,0,1
"220937",2023,"outros",0,1,0,0,0,0,0,0,1
"220937",2023,"> 1500 g",0,0,0,0,1,0,0,0,1
"220940",2022,"> 1500 g",0,0,0,1,0,0,0,0,1
"220940",2023,"> 1500 g",2,0,0,0,0,0,0,0,2
"220945",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220945",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220950",2022,"> 1500 g",0,0,0,1,0,0,0,0,1
"220950",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220955",2023,"> 1500 g",0,0,1,0,0,0,0,0,1
"220955",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220960",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220960",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220965",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220965",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220970",2022,"outros",0,0,1,0,0,0,0,0,1
"220970",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220975",2022,"> 1500 g",0,0,0,1,0,0,0,0,1
"220975",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220980",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220980",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220985",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220985",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220987",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220987",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220990",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220990",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220995",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"220995",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"220997",2022,"outros",0,0,1,0,0,0,0,0,1
"220997",2022,"> 1500 g",0,2,0,0,0,0,0,0,2
"220997",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"221000",2022,"outros",1,0,1,0,0,0,0,0,2
"221000",2022,"> 1500 g",1,0,0,2,0,0,0,0,3
"221000",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"221000",2023,"outros",0,1,0,2,0,0,0,0,3
"221005",2023,"> 1000 g",0,0,1,0,0,0,0,0,1
"221005",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"221010",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"221010",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"221020",2022,"> 1000 g",0,1,0,0,0,0,0,0,1
"221020",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"221020",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"221030",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"221030",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"221035",2022,"outros",0,2,0,0,0,0,0,0,2
"221035",2023,"outros",0,0,1,0,0,0,0,0,1
"221037",2022,"> 1000 g",1,0,0,0,0,0,0,0,1
"221037",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"221037",2023,"outros",0,0,1,0,0,0,0,0,1
"221038",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"221038",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"221039",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"221039",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"221040",2022,"> 1000 g",0,0,0,1,0,0,0,0,1
"221040",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"221040",2023,"outros",0,1,0,0,0,0,0,0,1
"221050",2022,"outros",0,0,1,0,0,0,0,0,1
"221050",2023,"outros",0,0,1,0,0,0,0,0,1
"221050",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"221060",2022,"outros",0,0,2,0,0,0,0,0,2
"221060",2022,"> 1500 g",2,0,0,0,0,0,0,0,2
"221060",2023,"> 1500 g",2,0,1,0,0,0,0,0,3
"221060",2023,"outros",0,0,1,0,0,0,0,0,1
"221062",2023,"> 1000 g",0,0,0,0,0,0,1,0,1
"221062",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"221063",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"221063",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"221065",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"221065",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"221070",2022,"outros",0,0,1,0,0,0,0,0,1
"221070",2022,"> 1500 g",0,2,0,1,0,0,0,0,3
"221070",2023,"outros",0,0,1,0,0,0,0,0,1
"221070",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"221080",2023,"outros",1,0,0,0,0,0,0,0,1
"221080",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"221090",2022,"> 1000 g",0,0,0,0,0,0,1,0,1
"221090",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"221093",2022,"> 1500 g",0,0,0,1,0,0,0,0,1
"221093",2023,"outros",0,0,3,0,0,0,0,0,3
"221095",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"221095",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"221097",2023,"> 1500 g",0,0,1,0,0,0,0,0,1
"221097",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"221100",2022,"> 1000 g",4,0,8,2,0,0,0,0,14
"221100",2022,"> 1500 g",13,3,12,10,0,3,0,0,41
"221100",2022,"outros",7,2,39,8,0,2,0,0,58
"221100",2023,"> 1000 g",3,2,13,1,0,0,0,0,19
"221100",2023,"> 1500 g",12,4,11,6,0,0,0,0,33
"221100",2023,"outros",3,2,28,3,0,0,0,0,36
"221110",2022,"> 1500 g",0,1,2,2,0,0,0,0,5
"221110",2022,"> 1000 g",1,0,0,0,0,0,0,0,1
"221110",2022,"outros",1,3,0,3,0,0,0,0,7
"221110",2023,"> 1500 g",2,0,1,0,0,0,0,0,3
"221120",2022,"> 1500 g",1,1,1,0,0,0,0,0,3
"221120",2022,"outros",0,0,1,0,0,0,0,0,1
"221120",2023,"> 1500 g",1,0,1,0,0,0,0,0,2
"221120",2023,"outros",0,2,1,0,0,0,0,0,3
"221130",2022,"> 1500 g",0,1,1,0,0,0,0,0,2
"221130",2022,"outros",0,0,1,1,0,0,0,0,2
"221130",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"221135",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"221135",2022,"outros",0,0,1,0,0,0,0,0,1
"221135",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"221140",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"221140",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"221150",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"221150",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"221160",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"221160",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"221170",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"221170",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"230010",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"230010",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"230015",2022,"outros",0,0,0,1,0,0,0,0,1
"230015",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"230020",2022,"> 1500 g",0,0,0,2,0,0,0,0,2
"230020",2023,"outros",0,0,1,0,0,0,0,0,1
"230020",2023,"> 1000 g",1,0,0,0,0,0,0,0,1
"230020",2023,"> 1500 g",2,1,0,0,0,0,0,0,3
"230030",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"230030",2022,"outros",0,0,1,0,0,0,0,0,1
"230030",2022,"> 1500 g",0,3,0,0,0,1,0,0,4
"230030",2023,"> 1500 g",0,1,0,0,0,0,0,0,1
"230040",2022,"> 1500 g",1,0,1,0,0,0,0,0,2
"230040",2022,"outros",0,0,1,0,0,0,0,0,1
"230040",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"230050",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"230050",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"230060",2022,"> 1500 g",0,1,0,1,0,0,0,0,2
"230060",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"230070",2022,"> 1500 g",0,0,0,1,0,0,0,0,1
"230070",2023,"outros",1,0,0,0,0,0,0,0,1
"230070",2023,"> 1500 g",0,0,0,1,0,0,0,0,1
"230075",2022,"> 1500 g",0,0,2,0,0,0,0,0,2
"230075",2022,"outros",1,0,1,0,0,0,0,0,2
"230075",2023,"outros",0,0,3,0,0,0,0,0,3
"230075",2023,"> 1500 g",3,0,0,0,0,0,0,0,3
"230080",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"230080",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"230090",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"230090",2022,"outros",1,0,0,0,0,0,0,0,1
"230090",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"230100",2022,"outros",0,0,4,0,0,1,0,0,5
"230100",2022,"> 1500 g",2,1,0,0,0,0,0,0,3
"230100",2022,"> 1000 g",0,1,0,1,0,0,0,0,2
"230100",2023,"> 1000 g",0,0,1,0,0,0,0,0,1
"230100",2023,"outros",0,3,3,0,0,0,0,0,6
"230100",2023,"> 1500 g",1,0,0,1,0,0,0,0,2
"230110",2022,"outros",1,0,2,1,0,0,0,0,4
"230110",2022,"> 1500 g",2,0,0,0,0,1,0,0,3
"230110",2023,"outros",0,0,1,0,0,0,0,0,1
"230110",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"230120",2022,"> 1500 g",1,1,0,1,0,0,0,0,3
"230120",2023,"> 1000 g",0,0,1,0,0,0,0,0,1
"230125",2022,"outros",0,0,1,0,0,0,0,0,1
"230125",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"230125",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"230130",2022,"outros",1,0,1,0,0,0,0,0,2
"230130",2023,"outros",0,0,1,0,0,0,0,0,1
"230130",2023,"> 1500 g",0,1,0,0,0,0,0,0,1
"230140",2022,"> 1500 g",0,0,1,0,0,0,0,0,1
"230140",2023,"outros",0,0,0,1,0,0,0,0,1
"230150",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"230150",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"230160",2022,"outros",0,0,1,0,0,0,0,0,1
"230160",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"230160",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"230170",2022,"outros",0,1,2,0,0,0,1,0,4
"230170",2023,"> 1500 g",1,1,0,0,0,0,0,0,2
"230180",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"230180",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"230185",2023,"outros",0,1,1,0,0,0,0,0,2
"230185",2023,"> 1000 g",0,1,0,0,0,0,0,0,1
"230185",2023,"> 1500 g",0,1,0,0,0,0,0,0,1
"230185",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"230190",2022,"outros",0,2,5,0,0,0,0,0,7
"230190",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"230190",2023,"> 1000 g",1,0,0,1,0,0,0,0,2
"230190",2023,"> 1500 g",0,1,0,0,0,0,0,0,1
"230190",2023,"outros",0,1,0,0,0,0,0,0,1
"230195",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"230195",2023,"> 1000 g",0,0,1,0,0,0,0,0,1
"230195",2023,"outros",0,0,0,1,0,0,0,0,1
"230200",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"230200",2022,"outros",0,1,0,0,0,0,0,0,1
"230200",2023,"outros",0,0,1,0,0,0,0,0,1
"230205",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"230205",2023,"outros",0,0,2,0,0,0,0,0,2
"230210",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"230210",2022,"outros",0,0,1,0,0,0,0,0,1
"230210",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"230210",2023,"> 1500 g",2,0,1,0,0,0,1,0,4
"230220",2022,"outros",1,0,2,0,0,0,0,0,3
"230220",2022,"> 1500 g",2,0,0,1,0,0,0,0,3
"230220",2023,"outros",0,0,1,0,0,0,1,0,2
"230220",2023,"> 1000 g",0,1,0,0,0,0,0,0,1
"230220",2023,"> 1500 g",0,1,0,0,0,0,0,0,1
"230230",2022,"outros",0,0,1,0,0,0,0,0,1
"230230",2022,"> 1500 g",3,0,0,0,0,0,0,0,3
"230230",2023,"> 1000 g",0,1,1,0,0,0,0,0,2
"230230",2023,"> 1500 g",1,1,1,0,0,0,0,0,3
"230230",2023,"outros",0,1,1,0,0,0,0,0,2
"230240",2022,"> 1000 g",0,0,0,1,0,0,0,0,1
"230240",2022,"outros",0,0,0,1,0,0,0,0,1
"230240",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"230240",2023,"> 1500 g",1,0,0,0,0,0,1,0,2
"230240",2023,"> 1000 g",0,0,1,0,0,0,0,0,1
"230240",2023,"outros",0,0,1,0,0,1,0,0,2
"230250",2022,"outros",2,0,1,0,0,0,0,0,3
"230250",2023,"> 1000 g",0,0,1,0,0,0,0,0,1
"230250",2023,"> 1500 g",1,1,0,0,0,0,0,0,2
"230250",2023,"outros",0,1,0,0,0,0,0,0,1
"230260",2022,"outros",0,1,1,0,0,0,2,0,4
"230260",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"230260",2023,"outros",0,0,3,1,0,0,0,0,4
"230260",2023,"> 1500 g",1,0,0,1,0,0,0,0,2
"230270",2022,"outros",0,0,1,0,0,0,0,0,1
"230270",2022,"> 1500 g",1,0,0,0,1,0,0,0,2
"230270",2023,"> 1000 g",0,0,1,0,0,0,0,0,1
"230270",2023,"> 1500 g",0,0,1,0,0,0,0,0,1
"230280",2022,"outros",0,1,1,0,0,0,0,0,2
"230280",2022,"> 1500 g",0,1,0,2,0,0,0,0,3
"230280",2023,"outros",1,0,1,1,0,0,0,0,3
"230280",2023,"> 1500 g",2,2,0,0,0,0,0,0,4
"230290",2022,"outros",1,0,1,0,0,0,1,0,3
"230290",2022,"> 1000 g",0,1,0,0,0,0,0,0,1
"230290",2023,"outros",0,0,0,1,0,0,0,0,1
"230300",2022,"outros",0,0,1,0,0,0,0,0,1
"230300",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"230300",2023,"outros",0,0,1,0,0,0,0,0,1
"230300",2023,"> 1500 g",1,1,0,0,0,0,0,0,2
"230310",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"230310",2023,"outros",0,0,1,0,0,0,0,0,1
"230310",2023,"> 1500 g",0,1,0,0,0,0,0,0,1
"230320",2022,"> 1500 g",0,0,1,0,0,0,0,0,1
"230320",2022,"outros",0,0,1,0,0,0,0,0,1
"230320",2023,"> 1000 g",1,0,1,0,0,0,0,0,2
"230320",2023,"> 1500 g",2,1,1,0,0,0,0,0,4
"230330",2023,"> 1500 g",0,1,1,0,0,0,0,0,2
"230330",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"230340",2022,"> 1500 g",0,2,0,0,0,0,0,0,2
"230340",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"230350",2022,"outros",1,1,4,3,0,0,0,0,9
"230350",2022,"> 1500 g",1,0,0,1,0,0,0,0,2
"230350",2023,"outros",0,1,2,2,0,0,0,0,5
"230350",2023,"> 1500 g",1,1,0,0,0,0,0,0,2
"230350",2023,"> 1000 g",0,0,0,1,0,0,0,0,1
"230360",2022,"> 1000 g",0,1,0,0,0,0,0,0,1
"230360",2022,"outros",0,1,0,0,0,0,0,0,1
"230360",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"230365",2023,"outros",0,0,1,0,0,0,0,0,1
"230365",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"230370",2022,"> 1000 g",1,1,1,0,0,0,0,0,3
"230370",2022,"> 1500 g",3,1,4,2,0,0,0,0,10
"230370",2022,"outros",1,6,14,0,0,0,0,0,21
"230370",2023,"> 1000 g",1,0,1,0,0,0,0,0,2
"230370",2023,"> 1500 g",5,4,3,4,0,0,0,0,16
"230370",2023,"outros",1,8,19,0,0,0,0,0,28
"230380",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
