"codmunres","ano","faixa_de_peso","evitaveis_neonatal_outros","evitaveis_neonatal_recem_nascido","evitaveis_neonatal_mulher_gestacao","evitaveis_neonatal_parto","evitaveis_neonatal_tratamento","evitaveis_neonatal_saude","evitaveis_neonatal_mal_definidas","evitaveis_neonatal_imunoprevencao","obitos_neonatais_totais"
"510140",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"510140",2022,"outros",0,2,0,0,0,0,0,0,2
"510140",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"510160",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510160",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"510170",2022,"outros",0,1,1,0,0,0,1,0,3
"510170",2022,"> 1500 g",0,0,0,1,0,0,0,0,1
"510170",2022,"> 1000 g",0,1,0,0,0,0,0,0,1
"510170",2023,"outros",0,0,2,0,0,0,0,0,2
"510170",2023,"> 1500 g",0,1,0,0,0,0,0,0,1
"510180",2022,"> 1500 g",1,1,2,0,0,0,0,0,4
"510180",2022,"outros",1,0,2,0,0,0,0,0,3
"510180",2022,"> 1000 g",0,2,0,0,0,0,0,0,2
"510180",2023,"> 1000 g",0,2,1,0,0,0,0,0,3
"510180",2023,"> 1500 g",1,1,1,2,0,0,0,0,5
"510180",2023,"outros",0,0,1,1,0,0,0,0,2
"510185",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"510185",2023,"outros",0,1,0,0,0,0,1,0,2
"510190",2022,"outros",0,0,1,0,0,0,0,0,1
"510190",2022,"> 1500 g",1,1,0,2,0,0,0,0,4
"510190",2023,"> 1000 g",0,1,0,0,0,0,0,0,1
"510250",2022,"> 1000 g",1,0,2,0,0,0,0,0,3
"510250",2022,"> 1500 g",3,1,1,2,0,0,0,0,7
"510250",2022,"outros",1,2,3,2,0,0,0,0,8
"510250",2023,"> 1000 g",2,1,2,0,0,0,0,0,5
"510250",2023,"> 1500 g",4,2,3,1,0,1,0,0,11
"510250",2023,"outros",0,2,2,0,0,0,0,0,4
"510260",2022,"> 1500 g",2,0,0,3,0,0,3,0,8
"510260",2022,"> 1000 g",1,0,0,0,0,0,0,0,1
"510260",2022,"outros",0,4,0,1,0,0,0,0,5
"510260",2023,"outros",0,1,1,0,0,0,0,0,2
"510260",2023,"> 1500 g",1,1,0,1,0,0,0,0,3
"510260",2023,"> 1000 g",0,1,0,0,0,0,0,0,1
"510263",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"510263",2022,"> 1500 g",1,0,1,0,0,0,0,0,2
"510263",2022,"outros",0,0,1,1,0,0,0,0,2
"510263",2023,"> 1500 g",1,0,1,0,0,0,0,0,2
"510263",2023,"outros",0,0,2,0,0,0,0,0,2
"510267",2023,"> 1500 g",1,0,0,1,0,0,0,0,2
"510267",2023,"outros",0,0,0,3,0,0,0,0,3
"510267",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510268",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"510268",2022,"> 1500 g",1,0,1,0,0,0,0,0,2
"510268",2022,"outros",0,0,1,0,0,0,0,0,1
"510268",2023,"> 1500 g",0,0,0,1,0,0,0,0,1
"510269",2022,"outros",0,0,0,0,0,1,0,0,1
"510269",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"510270",2022,"> 1500 g",0,0,1,0,0,0,0,0,1
"510270",2022,"outros",0,1,2,0,0,0,0,0,3
"510270",2023,"outros",0,1,1,0,1,0,0,0,3
"510270",2023,"> 1500 g",0,1,0,1,0,0,0,0,2
"510270",2023,"> 1000 g",0,1,0,0,0,0,0,0,1
"510279",2022,"> 1500 g",1,0,0,1,0,0,0,0,2
"510279",2023,"> 1500 g",1,0,0,1,0,0,0,0,2
"510279",2023,"> 1000 g",0,0,0,1,0,0,0,0,1
"510279",2023,"outros",0,1,0,0,0,0,0,0,1
"510285",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510285",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"510300",2022,"outros",0,0,1,0,0,0,0,0,1
"510300",2022,"> 1500 g",2,0,0,0,0,0,0,0,2
"510300",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"510305",2022,"> 1500 g",0,0,0,1,0,0,0,0,1
"510305",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"510310",2023,"> 1000 g",0,1,0,0,0,0,0,0,1
"510310",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510320",2022,"> 1500 g",0,1,1,0,0,0,0,0,2
"510320",2022,"outros",0,2,1,0,0,0,0,0,3
"510320",2022,"> 1000 g",1,0,0,0,0,0,0,0,1
"510320",2023,"> 1500 g",1,3,0,0,0,0,0,0,4
"510320",2023,"outros",0,2,0,0,0,0,0,0,2
"510325",2022,"outros",0,0,1,0,0,0,0,0,1
"510325",2022,"> 1500 g",1,0,0,2,0,0,0,0,3
"510325",2022,"> 1000 g",0,1,0,0,0,0,0,0,1
"510325",2023,"> 1500 g",0,3,1,0,0,0,0,0,4
"510330",2022,"outros",1,0,1,1,0,0,0,0,3
"510330",2023,"> 1500 g",1,0,2,2,0,0,0,0,5
"510330",2023,"outros",0,0,2,0,0,0,0,0,2
"510330",2023,"> 1000 g",1,0,0,0,0,0,0,0,1
"510335",2022,"> 1500 g",1,0,1,1,0,0,0,0,3
"510335",2022,"outros",0,0,3,0,0,0,0,0,3
"510335",2022,"> 1000 g",0,1,0,0,0,0,0,0,1
"510335",2023,"> 1000 g",0,0,2,0,0,0,0,0,2
"510335",2023,"> 1500 g",1,1,1,0,0,0,0,0,3
"510335",2023,"outros",0,0,1,0,0,0,0,0,1
"510336",2022,"outros",0,0,1,0,0,0,0,0,1
"510336",2023,"> 1500 g",0,0,0,1,0,0,0,0,1
"510337",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510337",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"510340",2022,"outros",2,11,19,2,0,0,1,0,35
"510340",2022,"> 1000 g",2,0,6,0,0,0,0,0,8
"510340",2022,"> 1500 g",29,4,8,2,0,0,0,0,43
"510340",2023,"> 1500 g",14,7,3,2,0,1,1,0,28
"510340",2023,"outros",1,8,15,0,0,0,3,0,27
"510340",2023,"> 1000 g",2,5,1,0,0,0,0,0,8
"510343",2022,"> 1000 g",0,1,0,0,0,0,0,0,1
"510343",2023,"outros",0,1,0,0,0,0,0,0,1
"510345",2022,"outros",0,0,1,0,0,0,0,0,1
"510345",2022,"> 1500 g",0,0,0,1,0,0,0,0,1
"510345",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"510350",2022,"outros",1,0,1,0,0,0,0,0,2
"510350",2023,"> 1500 g",0,0,1,0,0,0,0,0,1
"510350",2023,"outros",0,1,0,0,0,0,0,0,1
"510360",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510360",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"510370",2023,"> 1500 g",2,0,0,0,0,0,0,0,2
"510370",2023,"outros",0,1,0,0,0,0,0,0,1
"510370",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510380",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510380",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"510385",2022,"> 1500 g",0,0,0,1,0,0,0,0,1
"510385",2023,"> 1500 g",0,1,0,0,0,1,0,0,2
"510390",2022,"> 1500 g",0,1,1,0,0,0,0,0,2
"510390",2022,"> 1000 g",0,0,0,1,0,0,0,0,1
"510390",2023,"> 1500 g",2,0,0,0,0,0,0,0,2
"510390",2023,"outros",0,1,0,0,0,0,0,0,1
"510395",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510395",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"510410",2022,"> 1500 g",0,0,0,0,0,0,1,0,1
"510410",2022,"outros",0,0,1,0,0,0,1,0,2
"510410",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"510410",2023,"outros",0,1,1,0,0,0,0,0,2
"510410",2023,"> 1500 g",2,0,0,0,1,0,0,0,3
"510420",2023,"> 1500 g",0,0,1,0,0,0,0,0,1
"510420",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510450",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510450",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"510452",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510452",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"510454",2022,"outros",1,0,1,0,0,0,0,0,2
"510454",2022,"> 1000 g",0,0,0,1,0,0,0,0,1
"510454",2023,"outros",1,0,0,0,0,0,0,0,1
"510455",2022,"outros",0,1,0,0,0,0,0,0,1
"510455",2023,"> 1500 g",1,1,0,0,0,0,0,0,2
"510460",2022,"> 1500 g",1,0,1,0,0,0,0,0,2
"510460",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"510480",2023,"> 1000 g",1,0,1,0,0,0,0,0,2
"510480",2023,"outros",0,1,1,0,0,0,0,0,2
"510480",2023,"> 1500 g",0,2,0,0,0,0,0,0,2
"510480",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510490",2023,"> 1500 g",0,0,1,0,0,0,0,0,1
"510490",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510500",2023,"outros",0,0,1,0,0,0,0,0,1
"510500",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"510500",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510510",2022,"outros",1,1,1,1,0,0,0,0,4
"510510",2022,"> 1500 g",1,0,0,1,0,0,0,0,2
"510510",2022,"> 1000 g",0,1,0,0,0,0,0,0,1
"510510",2023,"> 1000 g",0,0,1,0,0,0,0,0,1
"510510",2023,"> 1500 g",0,0,1,0,0,0,0,0,1
"510510",2023,"outros",0,1,0,0,0,0,0,0,1
"510515",2022,"> 1500 g",3,0,2,0,0,0,0,0,5
"510515",2022,"outros",0,3,4,0,0,0,0,0,7
"510515",2023,"> 1500 g",1,0,0,1,0,0,0,0,2
"510515",2023,"outros",1,0,0,0,0,0,0,0,1
"510517",2023,"> 1500 g",0,0,1,0,0,0,0,0,1
"510517",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510520",2022,"outros",1,0,0,0,0,0,0,0,1
"510520",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"510523",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"510523",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"510523",2023,"outros",1,0,0,0,0,0,0,0,1
"510525",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"510525",2022,"> 1500 g",3,1,2,1,0,0,0,0,7
"510525",2022,"outros",1,3,4,0,0,0,0,0,8
"510525",2023,"outros",0,1,1,0,0,0,0,0,2
"510525",2023,"> 1000 g",1,2,0,1,0,0,0,0,4
"510525",2023,"> 1500 g",4,1,0,0,0,0,0,0,5
"510530",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510530",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"510550",2022,"> 1500 g",0,0,0,1,0,0,0,0,1
"510550",2022,"outros",0,0,0,0,1,0,0,0,1
"510550",2023,"outros",0,0,1,0,0,0,0,0,1
"510550",2023,"> 1500 g",1,1,0,2,0,0,0,0,4
"510550",2023,"> 1000 g",0,0,0,1,0,0,0,0,1
"510558",2022,"outros",0,1,0,0,0,0,0,0,1
"510558",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"510560",2022,"> 1000 g",1,0,0,0,0,0,0,0,1
"510560",2022,"> 1500 g",3,0,0,1,0,0,0,0,4
"510560",2022,"outros",0,1,0,0,0,0,0,0,1
"510560",2023,"outros",0,0,3,0,0,0,0,0,3
"510560",2023,"> 1000 g",1,0,0,0,0,0,0,0,1
"510560",2023,"> 1500 g",2,0,0,0,0,0,0,0,2
"510562",2022,"outros",0,0,1,0,0,0,0,0,1
"510562",2022,"> 1000 g",0,1,0,0,0,0,0,0,1
"510562",2023,"> 1000 g",0,1,1,0,0,0,0,0,2
"510562",2023,"outros",0,2,1,0,0,0,0,0,3
"510590",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510590",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"510600",2022,"outros",0,1,0,0,0,0,0,0,1
"510600",2023,"outros",1,0,0,0,0,0,0,0,1
"510600",2023,"> 1500 g",0,0,0,0,0,1,0,0,1
"510610",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"510610",2023,"> 1500 g",0,0,1,0,0,0,0,0,1
"510615",2023,"> 1500 g",1,0,1,0,0,0,0,0,2
"510615",2023,"outros",0,1,0,0,0,0,0,0,1
"510615",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510617",2022,"> 1500 g",0,0,1,2,0,0,0,0,3
"510617",2022,"outros",0,1,0,0,0,0,0,0,1
"510617",2023,"outros",0,1,0,0,0,0,1,0,2
"510618",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"510618",2023,"> 1500 g",0,1,0,0,0,0,0,0,1
"510619",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510619",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"510620",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"510620",2023,"outros",0,0,0,1,0,0,0,0,1
"510620",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510621",2023,"> 1500 g",0,2,1,0,0,0,0,0,3
"510621",2023,"outros",0,1,0,0,0,0,0,0,1
"510621",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510622",2022,"> 1500 g",2,0,2,0,0,0,1,0,5
"510622",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"510622",2022,"outros",0,1,4,0,0,0,0,0,5
"510622",2023,"> 1000 g",0,0,1,0,0,0,0,0,1
"510622",2023,"> 1500 g",0,1,2,2,0,0,0,0,5
"510622",2023,"outros",0,1,3,0,0,0,0,0,4
"510623",2022,"> 1500 g",1,0,1,0,0,0,0,0,2
"510623",2022,"> 1000 g",0,1,0,0,0,0,0,0,1
"510623",2023,"> 1500 g",2,1,0,0,0,0,0,0,3
"510623",2023,"> 1000 g",0,1,0,0,0,0,0,0,1
"510624",2022,"outros",1,0,1,0,0,0,0,0,2
"510624",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"510625",2022,"outros",0,0,1,0,0,0,0,0,1
"510625",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"510625",2023,"outros",0,0,1,0,0,0,0,0,1
"510625",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"510626",2022,"outros",0,0,0,0,0,1,0,0,1
"510626",2023,"> 1500 g",0,1,0,0,0,0,0,0,1
"510627",2023,"outros",1,0,1,0,0,0,0,0,2
"510627",2023,"> 1500 g",0,1,0,0,0,0,0,0,1
"510627",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510628",2022,"outros",0,0,0,1,0,0,0,0,1
"510628",2023,"> 1000 g",0,2,0,0,0,0,0,0,2
"510629",2022,"outros",0,0,1,0,0,0,0,0,1
"510629",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"510629",2023,"> 1500 g",1,1,0,1,0,0,0,0,3
"510630",2022,"> 1500 g",0,2,2,0,0,0,1,0,5
"510630",2022,"outros",0,1,4,0,0,0,0,0,5
"510630",2022,"> 1000 g",0,1,0,0,0,0,0,0,1
"510630",2023,"outros",1,0,2,0,0,0,0,0,3
"510630",2023,"> 1500 g",0,1,0,0,0,0,0,0,1
"510631",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510631",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"510637",2022,"outros",0,2,1,0,0,0,0,0,3
"510637",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"510637",2023,"> 1000 g",0,0,1,0,0,0,0,0,1
"510637",2023,"outros",0,1,1,0,0,0,0,0,2
"510637",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"510642",2022,"> 1000 g",0,1,2,0,0,0,0,0,3
"510642",2022,"outros",0,1,1,1,0,0,0,0,3
"510642",2022,"> 1500 g",0,1,0,2,0,0,0,0,3
"510642",2023,"> 1000 g",0,1,1,0,0,0,0,0,2
"510642",2023,"> 1500 g",0,0,2,0,0,1,0,0,3
"510642",2023,"outros",0,1,0,1,0,0,0,0,2
"510645",2023,"> 1000 g",0,0,1,0,0,0,0,0,1
"510645",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510650",2022,"> 1500 g",0,0,0,0,0,0,1,0,1
"510650",2022,"outros",0,0,1,0,0,0,0,0,1
"510650",2022,"> 1000 g",0,1,0,0,0,0,0,0,1
"510650",2023,"outros",1,0,4,0,0,0,1,0,6
"510650",2023,"> 1500 g",1,3,0,0,0,0,0,0,4
"510665",2023,"outros",0,0,1,0,0,0,0,0,1
"510665",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510670",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510670",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"510675",2022,"outros",1,0,5,0,0,0,0,0,6
"510675",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"510675",2023,"> 1000 g",0,0,2,0,0,0,0,0,2
"510675",2023,"> 1500 g",1,0,4,1,0,0,0,0,6
"510677",2022,"> 1000 g",2,0,0,1,0,0,0,0,3
"510677",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"510677",2023,"> 1500 g",0,0,1,0,0,0,0,0,1
"510680",2023,"> 1500 g",0,0,0,1,0,0,0,0,1
"510680",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510682",2022,"> 1000 g",0,1,0,0,0,0,0,0,1
"510682",2022,"outros",0,1,0,0,0,0,0,0,1
"510682",2023,"outros",0,1,0,0,0,0,0,0,1
"510685",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510685",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"510700",2022,"outros",0,1,0,0,0,0,0,0,1
"510700",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"510704",2022,"> 1000 g",0,0,2,0,0,0,0,0,2
"510704",2022,"> 1500 g",6,1,0,0,0,1,0,0,8
"510704",2023,"> 1500 g",6,0,2,0,0,0,0,0,8
"510704",2023,"outros",0,1,0,0,0,0,0,0,1
"510706",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"510706",2022,"> 1500 g",0,1,1,2,0,0,0,0,4
"510706",2023,"> 1000 g",0,0,1,0,0,0,0,0,1
"510706",2023,"outros",0,0,3,0,0,0,0,0,3
"510706",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"510710",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"510710",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"510710",2022,"outros",0,0,0,1,0,0,0,0,1
"510710",2023,"outros",0,0,1,0,0,0,0,0,1
"510715",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510715",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"510718",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510718",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"510719",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"510719",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"510720",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"510720",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"510724",2023,"outros",1,0,1,0,0,0,0,0,2
"510724",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"510724",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510726",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510726",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"510729",2022,"> 1500 g",0,0,1,0,0,0,0,0,1
"510729",2023,"> 1500 g",0,2,0,0,0,0,0,0,2
"510730",2022,"> 1000 g",1,0,0,0,0,0,0,0,1
"510730",2023,"outros",0,0,1,0,0,0,0,0,1
"510730",2023,"> 1000 g",0,1,0,0,0,0,0,0,1
"510735",2022,"outros",0,0,1,1,0,0,0,0,2
"510735",2023,"outros",0,0,1,0,0,0,0,0,1
"510740",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510740",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"510757",2022,"outros",1,0,0,0,0,0,0,0,1
"510757",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"510760",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"510760",2022,"> 1500 g",4,2,1,2,0,0,0,0,9
"510760",2022,"outros",2,4,4,2,0,0,0,0,12
"510760",2023,"> 1500 g",2,2,1,1,0,0,1,0,7
"510760",2023,"outros",2,4,13,1,0,0,0,0,20
"510760",2023,"> 1000 g",1,0,0,0,0,0,0,0,1
"510770",2023,"> 1500 g",0,1,0,0,0,0,0,0,1
"510770",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510774",2023,"outros",0,0,0,1,0,0,0,0,1
"510774",2023,"> 1500 g",0,1,0,0,0,0,0,0,1
"510774",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510775",2023,"> 1500 g",0,0,0,1,0,0,0,0,1
"510775",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510776",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510776",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"510777",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"510777",2023,"> 1500 g",0,0,1,0,0,0,0,0,1
"510779",2023,"> 1500 g",0,1,0,1,0,0,0,0,2
"510779",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510780",2023,"outros",0,0,0,1,0,0,0,0,1
"510780",2023,"> 1500 g",0,1,0,0,0,0,0,0,1
"510780",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510785",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"510785",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"510787",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"510787",2022,"> 1500 g",2,4,0,2,0,0,0,0,8
"510787",2023,"> 1500 g",1,0,1,0,0,0,0,0,2
"510787",2023,"outros",0,0,1,0,0,0,0,0,1
"510787",2023,"> 1000 g",0,0,0,1,0,0,0,0,1
"510788",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510788",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"510790",2022,"> 1500 g",7,1,1,3,0,1,0,0,13
"510790",2022,"outros",5,1,6,1,0,0,0,0,13
"510790",2022,"> 1000 g",0,3,0,0,0,0,0,0,3
"510790",2023,"> 1000 g",2,0,1,0,0,0,0,0,3
"510790",2023,"> 1500 g",7,5,1,3,0,0,0,0,16
"510790",2023,"outros",0,0,5,0,0,0,0,0,5
"510792",2022,"> 1000 g",0,2,1,1,0,0,0,0,4
"510792",2022,"outros",0,2,1,0,0,0,0,0,3
"510792",2022,"> 1500 g",3,2,0,1,0,0,0,0,6
"510792",2023,"> 1000 g",1,0,1,0,0,0,0,0,2
"510792",2023,"> 1500 g",1,0,1,1,0,0,0,0,3
"510792",2023,"outros",0,1,7,2,0,0,0,0,10
"510794",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"510794",2022,"outros",1,0,0,0,0,0,0,0,1
"510794",2023,"> 1500 g",0,1,0,0,0,0,0,0,1
"510794",2023,"outros",0,1,0,0,0,0,0,0,1
"510795",2022,"> 1000 g",2,1,1,0,0,0,0,0,4
"510795",2022,"> 1500 g",5,5,3,1,0,0,0,0,14
"510795",2022,"outros",2,3,4,0,0,0,0,0,9
"510795",2023,"> 1500 g",3,0,1,1,0,0,0,0,5
"510795",2023,"outros",1,2,2,0,0,0,0,0,5
"510795",2023,"> 1000 g",0,2,0,0,0,0,0,0,2
"510800",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"510800",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"510805",2022,"outros",0,0,0,0,0,0,1,0,1
"510805",2023,"> 1000 g",0,0,0,1,0,0,0,0,1
"510805",2023,"> 1500 g",0,1,0,0,0,0,0,0,1
"510810",2022,"outros",0,0,1,0,0,0,0,0,1
"510810",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"510820",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510820",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"510830",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510830",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"510835",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510835",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"510840",2022,"outros",2,5,11,1,0,0,1,0,20
"510840",2022,"> 1000 g",1,3,2,0,0,0,0,0,6
"510840",2022,"> 1500 g",9,6,3,4,0,0,0,0,22
"510840",2023,"> 1000 g",1,3,2,1,0,0,0,0,7
"510840",2023,"> 1500 g",6,1,2,6,0,3,0,0,18
"510840",2023,"outros",4,7,14,0,0,0,0,0,25
"510850",2022,"outros",0,0,1,0,0,0,0,0,1
"510850",2023,"> 1000 g",0,0,0,1,0,0,0,0,1
"510850",2023,"> 1500 g",0,0,0,1,0,0,0,0,1
"510860",2022,"> 1500 g",1,1,1,0,0,0,0,0,3
"510860",2022,"outros",0,0,0,0,1,0,0,0,1
"510860",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"510880",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510880",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"510885",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"510885",2023,"> 1500 g",0,1,0,0,0,0,0,0,1
"510890",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"510890",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"510895",2022,"> 1000 g",1,0,0,0,0,0,0,0,1
"510895",2023,"> 1500 g",2,0,0,0,0,0,0,0,2
"520005",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"520005",2023,"> 1500 g",0,0,1,1,0,0,0,0,2
"520005",2023,"> 1000 g",1,0,0,0,0,0,0,0,1
"520010",2023,"outros",0,0,1,0,0,0,0,0,1
"520010",2023,"> 1500 g",2,0,0,0,0,0,0,0,2
"520010",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"520013",2022,"outros",0,0,1,1,0,0,0,0,2
"520013",2022,"> 1000 g",0,1,0,0,0,0,0,0,1
"520013",2023,"> 1500 g",0,1,0,0,0,0,0,0,1
"520015",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"520015",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"520017",2022,"outros",0,0,1,0,0,0,0,0,1
"520017",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"520020",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"520020",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"520025",2022,"> 1500 g",2,2,1,2,0,0,1,0,8
"520025",2022,"> 1000 g",0,1,1,0,0,0,0,0,2
"520025",2022,"outros",1,5,8,0,0,1,0,0,15
"520025",2023,"> 1500 g",4,5,1,0,0,0,1,0,11
"520025",2023,"outros",2,1,5,0,0,0,1,0,9
"520025",2023,"> 1000 g",0,1,1,0,0,0,0,0,2
"520030",2022,"> 1500 g",0,1,1,0,0,0,0,0,2
"520030",2022,"outros",0,0,3,0,0,0,0,0,3
"520030",2023,"> 1000 g",0,0,0,0,0,0,1,0,1
"520030",2023,"outros",0,1,0,0,0,0,0,0,1
"520050",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"520050",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"520055",2022,"> 1500 g",0,1,0,1,0,0,0,0,2
"520055",2023,"outros",0,0,1,0,0,0,0,0,1
"520055",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"520060",2022,"> 1500 g",0,0,0,0,0,0,1,0,1
"520060",2022,"outros",0,1,0,0,0,0,0,0,1
"520060",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"520080",2022,"> 1500 g",0,0,1,0,0,0,0,0,1
