"codmunres","ano","total_de_nascidos_vivos","nascidos_vivos_com_baixo_peso","nascidos_vivos_prematuros","nascidos_vivos_termo_precoce","nascidos_vivos_peso_menor_1500","nascidos_vivos_peso_1500_a_1999","nascidos_vivos_peso_2000_a_2499","nascidos_vivos_menos_de_28_semanas","nascidos_vivos_28_a_32_semanas","nascidos_vivos_33_a_34_semanas","nascidos_vivos_35_a_36_semanas","nascidos_condicoes_ameacadoras"
"412265",2018,80,4,6,33,3,0,1,0,2,0,4,3
"412265",2019,66,7,8,31,0,1,6,0,2,1,5,1
"412265",2020,69,2,3,23,0,1,1,0,0,1,2,0
"412265",2021,54,4,5,25,0,2,2,0,1,1,3,1
"412265",2022,58,6,8,27,3,1,2,1,3,0,4,3
"412270",2012,77,10,16,35,1,1,8,1,1,2,12,2
"412270",2013,79,6,11,37,0,0,6,0,2,3,6,1
"412270",2014,93,8,15,44,1,2,5,0,0,5,10,1
"412270",2015,101,8,9,46,2,1,5,0,2,4,3,2
"412270",2016,115,5,10,43,1,0,4,1,0,2,7,4
"412270",2017,97,8,13,38,1,3,4,1,1,4,7,1
"412270",2018,109,5,7,57,0,2,3,0,0,2,5,2
"412270",2019,108,7,11,41,1,1,5,0,1,2,8,1
"412270",2020,106,8,12,42,0,1,7,0,0,2,10,0
"412270",2021,128,11,16,55,1,6,4,1,4,3,8,5
"412270",2022,112,14,17,47,2,4,8,1,1,6,9,2
"412280",2012,46,4,4,16,0,0,4,0,0,2,2,1
"412280",2013,65,6,10,19,2,1,3,0,5,0,5,4
"412280",2014,56,7,5,24,4,0,3,0,4,0,1,6
"412280",2015,48,2,4,16,0,0,2,0,1,0,3,1
"412280",2016,60,1,5,20,0,0,1,0,0,1,4,0
"412280",2017,65,0,1,20,0,0,0,0,0,0,1,0
"412280",2018,51,5,4,21,1,1,3,0,0,3,1,2
"412280",2019,50,5,7,15,2,2,1,0,3,2,2,2
"412280",2020,48,2,4,14,0,1,1,0,0,2,2,0
"412280",2021,57,5,5,18,1,0,4,0,1,3,1,2
"412280",2022,53,2,3,22,1,0,1,1,0,1,1,1
"412290",2012,56,2,9,10,0,0,2,0,0,3,6,0
"412290",2013,49,1,7,18,1,0,0,1,0,1,5,2
"412290",2014,56,4,6,15,1,0,3,0,0,3,3,2
"412290",2015,59,6,11,12,1,1,4,1,1,4,5,2
"412290",2016,51,4,9,16,0,2,2,1,1,2,5,1
"412290",2017,34,3,2,8,0,0,3,0,0,1,1,0
"412290",2018,66,7,8,18,3,1,3,1,5,0,2,5
"412290",2019,71,8,7,19,0,3,5,0,2,4,1,2
"412290",2020,58,2,3,17,0,0,2,0,1,1,1,1
"412290",2021,59,4,8,23,0,1,3,0,0,4,4,0
"412290",2022,49,4,2,18,0,1,3,0,0,1,1,0
"412300",2012,162,13,17,58,2,3,8,0,2,4,11,4
"412300",2013,203,12,19,70,1,1,10,0,4,4,11,3
"412300",2014,198,14,32,85,1,3,10,1,3,7,21,4
"412300",2015,174,14,32,85,3,2,9,2,3,9,18,6
"412300",2016,167,8,28,81,2,0,6,0,4,2,22,4
"412300",2017,211,17,13,41,2,3,12,0,3,4,6,5
"412300",2018,188,27,30,80,4,1,22,0,2,7,21,5
"412300",2019,188,12,22,80,0,2,10,0,2,5,15,3
"412300",2020,188,12,21,65,2,1,9,0,3,2,16,3
"412300",2021,187,21,26,55,2,6,13,2,4,5,15,6
"412300",2022,171,17,12,65,0,3,14,0,3,3,6,1
"412310",2012,60,2,4,24,0,1,1,0,0,2,2,1
"412310",2013,51,4,6,14,1,0,3,0,2,1,3,4
"412310",2014,56,5,4,20,1,1,3,0,3,0,1,2
"412310",2015,46,2,3,13,0,0,2,0,1,0,2,0
"412310",2016,44,4,5,11,1,1,2,0,1,2,2,2
"412310",2017,46,5,4,18,1,0,4,0,1,1,2,1
"412310",2018,61,3,6,19,1,0,2,0,2,1,3,3
"412310",2019,36,3,4,11,0,0,3,0,0,1,3,0
"412310",2020,38,0,2,16,0,0,0,0,0,0,2,0
"412310",2021,50,4,6,14,1,1,2,0,1,2,3,1
"412310",2022,39,7,4,14,3,1,3,0,2,2,0,3
"412320",2012,52,5,13,13,1,0,4,0,2,1,10,2
"412320",2013,49,3,10,12,1,1,1,0,3,1,6,2
"412320",2014,46,4,4,9,0,0,4,0,0,0,4,0
"412320",2015,50,13,10,15,0,5,8,0,3,4,3,2
"412320",2016,44,6,6,15,3,0,3,2,2,0,2,4
"412320",2017,63,4,4,19,0,1,3,0,2,0,2,1
"412320",2018,49,6,2,22,0,0,6,0,0,0,2,0
"412320",2019,46,8,7,21,2,0,6,0,2,4,1,2
"412320",2020,34,3,6,17,2,0,1,0,2,1,3,2
"412320",2021,46,5,4,17,1,0,4,1,0,0,3,1
"412320",2022,53,3,4,27,0,0,3,0,0,0,4,0
"412330",2012,97,7,9,37,0,1,6,0,0,2,7,1
"412330",2013,104,8,4,38,0,1,7,0,0,1,3,0
"412330",2014,124,9,7,49,0,3,6,0,0,1,6,0
"412330",2015,123,10,10,38,0,2,8,0,1,5,4,1
"412330",2016,107,10,6,45,1,2,7,1,1,1,3,1
"412330",2017,141,14,18,53,2,3,9,0,3,4,11,5
"412330",2018,120,8,7,39,3,2,3,1,1,1,4,3
"412330",2019,123,10,9,43,1,1,8,0,0,2,7,2
"412330",2020,96,8,6,38,3,1,4,1,1,1,3,4
"412330",2021,109,6,9,14,2,0,4,2,0,1,6,3
"412330",2022,99,6,11,50,1,0,5,1,0,2,8,1
"412340",2012,120,8,12,41,2,2,4,0,3,3,6,4
"412340",2013,120,9,17,41,2,2,5,1,4,2,10,8
"412340",2014,140,11,22,45,3,2,6,2,3,5,12,5
"412340",2015,138,9,12,51,1,0,8,0,1,0,11,3
"412340",2016,137,12,12,42,3,0,9,1,2,2,7,3
"412340",2017,116,12,11,43,0,3,9,0,2,1,8,1
"412340",2018,132,14,19,38,1,3,10,0,3,6,10,3
"412340",2019,132,10,14,44,3,0,7,1,3,3,7,7
"412340",2020,124,13,19,38,2,4,7,0,3,7,9,4
"412340",2021,139,13,12,40,3,1,9,1,1,3,7,4
"412340",2022,108,6,12,42,2,1,3,0,3,1,8,3
"412350",2012,325,17,55,140,4,4,9,0,7,6,42,8
"412350",2013,326,29,61,135,2,10,17,0,11,18,32,8
"412350",2014,340,31,48,124,10,4,17,3,7,10,28,17
"412350",2015,303,18,29,90,2,5,11,0,1,10,18,3
"412350",2016,328,24,36,73,3,6,15,1,3,6,26,7
"412350",2017,376,24,32,108,5,6,13,1,6,8,17,10
"412350",2018,388,30,40,137,5,4,21,1,8,9,22,9
"412350",2019,343,29,43,102,6,4,19,1,7,10,25,11
"412350",2020,342,27,39,117,6,5,16,3,5,8,23,9
"412350",2021,313,33,51,103,2,7,24,3,7,14,27,8
"412350",2022,355,29,49,140,5,5,19,2,8,5,34,5
"412360",2012,16,1,2,8,0,0,1,0,0,0,2,0
"412360",2013,26,1,4,7,1,0,0,0,1,1,2,1
"412360",2014,23,3,4,8,0,1,2,0,1,1,2,1
"412360",2015,22,2,2,10,1,1,0,1,0,0,1,1
"412360",2016,25,2,2,8,2,0,0,2,0,0,0,2
"412360",2017,20,0,1,2,0,0,0,0,0,1,0,0
"412360",2018,19,1,3,6,0,0,1,0,0,1,2,0
"412360",2019,21,1,3,5,0,0,1,0,0,1,2,0
"412360",2020,22,6,5,8,0,1,5,0,1,1,3,1
"412360",2021,23,2,2,10,0,2,0,0,0,0,2,0
"412360",2022,25,3,4,8,0,1,2,0,0,3,1,1
"412370",2012,103,6,12,26,2,0,4,1,1,5,5,3
"412370",2013,118,4,19,39,1,0,3,1,2,4,12,3
"412370",2014,126,10,23,35,1,1,8,0,3,10,10,2
"412370",2015,106,10,18,30,0,1,9,1,0,3,14,3
"412370",2016,121,5,15,39,0,1,4,0,0,5,10,1
"412370",2017,98,12,13,42,6,1,5,2,2,2,7,6
"412370",2018,106,7,9,30,3,0,4,0,2,1,6,3
"412370",2019,97,8,17,30,1,0,7,0,2,4,11,1
"412370",2020,101,9,15,30,4,1,4,3,3,3,6,5
"412370",2021,88,6,13,14,1,4,1,0,3,0,10,2
"412370",2022,94,11,12,45,1,1,9,1,0,3,8,1
"412380",2012,135,9,10,48,2,2,5,1,3,0,6,4
"412380",2013,138,8,14,50,2,3,3,0,3,3,8,2
"412380",2014,165,13,14,47,1,6,6,0,3,3,8,4
"412380",2015,172,7,9,58,0,4,3,0,1,1,7,1
"412380",2016,166,11,14,64,2,1,8,1,0,1,12,2
"412380",2017,160,16,18,46,1,6,9,0,1,3,14,2
"412380",2018,140,13,12,57,0,4,9,0,0,4,8,0
"412380",2019,160,14,18,63,3,2,9,1,4,0,13,6
"412380",2020,164,12,14,76,4,1,7,0,2,2,10,4
"412380",2021,170,16,19,68,3,3,10,2,3,2,12,6
"412380",2022,142,11,17,70,1,1,9,0,1,1,15,2
"412382",2012,52,3,6,12,0,0,3,0,0,1,5,0
"412382",2013,43,2,4,8,0,2,0,0,1,1,2,1
"412382",2014,41,1,4,13,0,0,1,0,0,0,4,0
"412382",2015,46,1,2,18,0,1,0,0,0,0,2,0
"412382",2016,53,5,4,12,0,3,2,0,2,1,1,2
"412382",2017,45,4,5,11,0,0,4,0,0,1,4,0
"412382",2018,41,1,3,18,0,0,1,0,0,1,2,1
"412382",2019,48,3,3,13,0,2,1,0,0,3,0,0
"412382",2020,42,1,3,18,0,0,1,0,0,0,3,0
"412382",2021,56,3,6,18,1,1,1,0,1,1,4,1
"412382",2022,57,5,3,26,1,1,3,0,0,2,1,1
"412385",2012,153,15,18,42,2,3,10,1,5,3,9,3
"412385",2013,145,7,10,53,0,0,7,0,0,2,8,0
"412385",2014,153,11,19,38,1,5,5,0,3,3,13,4
"412385",2015,150,8,14,36,2,1,5,3,2,4,5,6
"412385",2016,138,11,15,38,0,1,10,1,2,3,9,3
"412385",2017,145,5,13,46,2,1,2,0,3,1,9,4
"412385",2018,138,6,5,48,0,0,6,0,1,2,2,3
"412385",2019,140,11,10,45,2,1,8,1,0,3,6,3
"412385",2020,106,10,12,40,1,4,5,1,2,2,7,4
"412385",2021,151,17,18,48,4,4,9,3,1,8,6,5
"412385",2022,138,16,14,57,1,3,12,1,3,2,8,2
"412390",2012,111,8,9,47,1,0,7,0,1,3,5,2
"412390",2013,120,9,15,36,4,1,4,3,1,2,9,5
"412390",2014,144,14,21,50,2,2,10,1,4,5,11,4
"412390",2015,158,12,13,50,0,2,10,0,0,2,11,2
"412390",2016,132,14,14,51,0,1,13,0,0,8,6,0
"412390",2017,136,13,10,57,0,3,10,0,1,2,7,1
"412390",2018,143,15,12,56,3,3,9,1,2,1,8,4
"412390",2019,149,20,20,59,3,5,12,1,3,4,12,4
"412390",2020,131,9,14,58,2,3,4,3,1,1,9,5
"412390",2021,138,15,15,63,2,2,11,0,4,0,11,4
"412390",2022,139,14,13,69,1,3,10,0,2,3,8,2
"412395",2012,44,1,3,14,0,0,1,0,0,0,3,1
"412395",2013,55,2,9,8,1,0,1,0,1,1,7,2
"412395",2014,50,5,8,12,1,3,1,0,3,2,3,2
"412395",2015,42,4,5,11,0,3,1,0,2,2,1,4
"412395",2016,55,1,6,18,0,1,0,0,1,1,4,0
"412395",2017,56,4,7,17,1,1,2,1,0,3,3,2
"412395",2018,57,3,7,16,0,0,3,0,1,2,4,0
"412395",2019,52,4,10,14,2,0,2,2,0,2,6,3
"412395",2020,39,2,1,12,0,0,2,0,0,0,1,1
"412395",2021,38,4,4,9,0,1,3,0,0,1,3,0
"412395",2022,35,2,8,9,1,0,1,1,1,2,4,2
"412400",2012,66,6,9,14,1,1,4,0,1,1,7,1
"412400",2013,45,3,4,11,1,1,1,1,0,1,2,1
"412400",2014,51,1,5,16,0,0,1,0,0,0,5,2
"412400",2015,46,1,0,13,0,1,0,0,0,0,0,1
"412400",2016,58,2,7,13,0,0,2,0,0,3,4,2
"412400",2017,62,5,7,20,1,1,3,1,2,2,2,3
"412400",2018,59,6,10,13,0,1,5,0,1,3,6,0
"412400",2019,82,8,9,17,1,2,5,0,3,2,4,2
"412400",2020,60,4,5,18,0,2,2,0,2,0,3,1
"412400",2021,50,2,2,13,1,0,1,0,1,0,1,1
"412400",2022,47,4,9,15,0,4,0,0,1,5,3,2
"412402",2012,165,18,20,52,4,2,12,3,1,4,12,5
"412402",2013,156,13,18,47,3,2,8,4,0,3,11,5
"412402",2014,183,19,18,58,7,1,11,3,6,1,8,8
"412402",2015,199,13,19,59,4,1,8,3,1,2,13,6
"412402",2016,192,11,20,63,2,1,8,0,1,6,13,4
"412402",2017,200,12,22,59,4,4,4,0,4,6,12,5
"412402",2018,203,15,25,53,4,4,7,2,5,5,13,6
"412402",2019,180,22,26,49,3,7,12,2,3,5,16,4
"412402",2020,219,17,21,78,2,7,8,1,2,6,12,3
"412402",2021,180,14,15,66,2,0,12,3,1,3,8,7
"412402",2022,198,19,19,77,0,4,15,0,1,3,15,4
"412405",2012,296,15,28,97,1,2,12,0,3,4,21,5
"412405",2013,298,17,38,107,1,4,12,2,5,5,26,3
"412405",2014,311,28,38,103,4,5,19,3,5,5,25,6
"412405",2015,315,24,30,109,5,5,14,2,2,5,21,8
"412405",2016,302,26,27,90,8,5,13,4,5,8,10,10
"412405",2017,382,19,37,118,3,1,15,0,2,8,27,4
"412405",2018,298,20,25,103,0,6,14,0,2,5,18,3
"412405",2019,343,23,31,117,7,2,14,2,4,6,19,11
"412405",2020,319,37,53,92,11,8,18,6,9,15,23,15
"412405",2021,342,36,43,116,6,6,24,3,3,6,31,12
"412405",2022,277,26,35,80,6,4,16,3,7,6,19,11
"412410",2012,631,52,71,179,4,11,37,0,10,20,41,12
"412410",2013,569,36,62,177,3,9,24,1,6,16,38,9
"412410",2014,587,53,86,203,4,16,33,2,11,23,50,15
"412410",2015,610,41,68,175,2,8,31,1,10,13,44,4
"412410",2016,673,57,98,225,11,8,38,6,11,26,55,23
"412410",2017,678,66,94,195,12,8,46,4,23,21,46,33
"412410",2018,623,67,100,195,8,17,42,5,17,24,54,21
"412410",2019,604,46,96,199,11,6,29,3,15,22,56,22
"412410",2020,595,57,81,215,6,8,43,4,11,15,51,16
"412410",2021,580,46,65,234,8,6,32,3,8,7,47,14
"412410",2022,571,50,61,262,7,9,34,4,10,13,34,14
"412420",2012,24,6,7,4,1,1,4,1,3,0,3,1
"412420",2013,30,1,3,3,0,1,0,0,0,1,2,0
"412420",2014,38,1,1,11,0,0,1,0,0,0,1,0
"412420",2015,23,3,4,5,1,0,2,0,1,0,3,1
"412420",2016,31,0,2,11,0,0,0,0,0,0,2,1
"412420",2017,20,0,0,3,0,0,0,0,0,0,0,0
"412420",2018,33,6,6,9,1,3,2,0,0,3,3,1
"412420",2019,32,2,1,11,0,0,2,0,0,0,1,0
"412420",2020,30,7,4,12,1,1,5,0,2,0,2,2
"412420",2021,25,3,5,6,0,0,3,0,0,1,4,0
"412420",2022,28,0,2,13,0,0,0,0,0,0,2,0
"412430",2012,25,1,1,12,0,0,1,0,0,0,1,0
"412430",2013,33,2,3,11,0,0,2,0,0,2,1,1
"412430",2014,21,3,4,6,0,1,2,0,0,2,2,1
"412430",2015,17,4,3,4,1,0,3,1,0,0,2,1
"412430",2016,21,1,4,7,1,0,0,0,3,0,1,3
"412430",2017,22,2,3,5,0,1,1,0,1,1,1,1
"412430",2018,25,2,3,11,0,0,2,0,0,2,1,0
"412430",2019,20,2,5,7,0,1,1,0,0,1,4,0
"412430",2020,18,2,4,2,0,0,2,0,0,2,2,0
"412430",2021,17,4,2,8,0,0,4,0,0,0,2,0
"412430",2022,26,3,1,6,1,1,1,0,0,0,1,1
"412440",2012,238,18,21,63,1,4,13,0,0,6,15,4
"412440",2013,233,20,25,58,3,1,16,1,2,9,13,3
"412440",2014,262,17,15,69,3,2,12,1,1,4,9,3
"412440",2015,293,26,22,91,2,6,18,0,4,8,10,5
"412440",2016,271,20,38,68,3,3,14,2,4,8,24,6
"412440",2017,306,18,38,88,0,6,12,2,5,10,21,6
"412440",2018,265,16,28,77,1,3,12,1,0,8,19,1
"412440",2019,274,17,31,83,3,3,11,1,6,11,13,10
"412440",2020,258,17,35,90,2,2,13,0,8,8,19,6
"412440",2021,244,22,45,71,2,6,14,3,6,8,28,8
"412440",2022,267,20,33,93,4,1,15,1,8,4,20,10
"412450",2012,78,7,10,19,1,0,6,0,2,3,5,1
"412450",2013,103,15,18,45,3,6,6,0,4,5,8,7
"412450",2014,79,6,5,32,0,0,6,0,0,0,5,0
"412450",2015,72,6,8,22,1,2,3,0,1,2,5,1
"412450",2016,96,10,8,26,1,1,8,0,1,4,3,3
"412450",2017,108,8,14,29,3,1,4,0,2,3,9,4
"412450",2018,78,2,6,19,0,1,1,0,2,0,4,3
"412450",2019,89,7,13,31,1,2,4,0,2,1,10,2
"412450",2020,90,2,8,32,0,0,2,0,0,3,5,0
"412450",2021,101,7,7,29,1,2,4,0,3,2,2,3
"412450",2022,91,8,7,29,4,3,1,0,3,2,2,4
"412460",2012,86,6,10,26,1,2,3,1,2,4,3,2
"412460",2013,91,10,10,40,1,2,7,0,0,7,3,1
"412460",2014,96,6,10,29,0,2,4,0,2,3,5,3
"412460",2015,98,5,14,43,2,1,2,0,2,2,10,2
"412460",2016,91,8,12,35,1,1,6,0,4,0,8,3
"412460",2017,84,9,12,26,2,2,5,1,3,1,7,4
"412460",2018,79,9,10,34,1,2,6,0,1,1,8,1
"412460",2019,100,8,6,44,1,1,6,0,2,1,3,2
"412460",2020,84,5,6,22,0,0,5,0,0,1,5,0
"412460",2021,79,5,5,31,1,1,3,0,1,1,3,1
"412460",2022,74,9,10,29,1,2,6,1,1,5,3,1
"412470",2012,165,10,26,49,2,1,7,0,3,6,17,7
"412470",2013,174,18,17,63,0,4,14,0,2,3,12,4
"412470",2014,151,5,10,54,1,2,2,0,2,2,6,3
"412470",2015,153,8,11,51,1,2,5,0,2,0,9,4
"412470",2016,130,13,15,58,0,4,9,0,1,5,9,1
"412470",2017,129,12,14,46,2,1,9,2,1,7,4,3
"412470",2018,149,11,17,43,1,1,9,0,2,5,10,3
"412470",2019,144,9,17,56,2,0,7,1,1,4,11,3
"412470",2020,116,12,19,45,0,1,11,0,1,4,14,1
"412470",2021,152,15,14,63,4,5,6,2,2,3,7,6
"412470",2022,127,6,16,37,1,0,5,0,2,4,10,3
"412480",2012,123,18,22,48,0,4,14,0,0,5,17,2
"412480",2013,133,15,21,54,1,3,11,0,3,3,15,3
"412480",2014,137,13,20,54,1,1,11,0,2,3,15,5
"412480",2015,135,5,10,51,0,1,4,0,0,1,9,3
"412480",2016,142,11,14,53,2,1,8,1,3,2,8,4
"412480",2017,146,9,16,44,4,2,3,2,2,3,9,6
"412480",2018,133,7,11,52,0,2,5,0,1,4,6,3
"412480",2019,154,23,23,61,2,1,20,0,0,7,16,3
"412480",2020,160,12,16,65,2,4,6,1,3,2,10,3
"412480",2021,134,9,16,59,1,2,6,0,1,4,11,3
"412480",2022,143,10,12,60,1,1,8,0,1,5,6,2
"412490",2012,80,11,11,19,1,3,7,0,4,2,5,4
"412490",2013,69,7,9,14,1,1,5,1,0,2,6,1
"412490",2014,79,8,4,23,0,5,3,0,0,1,3,0
"412490",2015,76,5,5,29,0,1,4,0,0,1,4,1
"412490",2016,89,10,6,27,3,1,6,1,2,2,1,3
"412490",2017,83,4,4,26,0,1,3,0,1,0,3,2
"412490",2018,87,8,12,23,2,2,4,0,0,6,6,3
"412490",2019,71,9,8,22,2,1,6,1,1,4,2,3
"412490",2020,73,7,8,26,1,2,4,1,0,3,4,1
"412490",2021,92,7,9,32,2,2,3,0,3,0,6,5
"412490",2022,54,5,5,19,0,1,4,0,0,1,4,0
"412500",2012,121,12,21,37,0,5,7,0,2,10,9,1
"412500",2013,141,10,17,38,0,2,8,0,0,3,14,0
"412500",2014,134,7,8,37,1,1,5,1,0,2,5,1
"412500",2015,147,12,21,39,2,4,6,1,1,2,17,2
"412500",2016,141,14,10,46,0,0,14,0,0,2,8,1
"412500",2017,145,21,22,42,7,0,14,5,0,3,14,7
"412500",2018,134,18,14,50,1,4,13,0,3,4,7,3
"412500",2019,111,7,6,38,1,0,6,0,1,1,4,1
"412500",2020,114,7,7,44,1,0,6,1,0,0,6,2
"412500",2021,117,10,8,50,2,2,6,0,2,3,3,4
"412500",2022,120,6,14,41,0,2,4,0,2,3,9,1
"412510",2012,144,15,20,46,3,5,7,1,8,3,8,8
"412510",2013,159,15,16,44,2,2,11,0,1,4,11,4
"412510",2014,166,14,23,46,2,1,11,2,5,2,14,7
"412510",2015,169,10,18,57,1,1,8,0,4,4,10,3
"412510",2016,177,16,21,58,2,3,11,0,2,3,16,2
"412510",2017,163,19,24,48,6,2,11,4,5,2,13,10
"412510",2018,174,13,25,66,1,4,8,0,6,8,11,4
"412510",2019,197,14,26,68,1,4,9,1,1,6,18,4
"412510",2020,203,14,20,79,2,0,12,1,3,2,14,4
"412510",2021,173,9,17,53,0,5,4,0,6,1,10,8
"412510",2022,155,14,14,43,3,4,7,1,6,4,3,5
"412520",2012,107,6,14,40,1,0,5,0,2,0,12,2
"412520",2013,108,5,11,38,1,1,3,0,2,2,7,2
"412520",2014,140,7,16,44,1,0,6,0,3,3,10,2
"412520",2015,124,5,19,46,1,2,2,1,1,3,14,3
"412520",2016,131,11,16,39,3,4,4,0,4,5,7,4
"412520",2017,112,6,8,33,2,2,2,0,2,4,2,4
"412520",2018,122,5,11,48,0,0,5,0,0,3,8,0
"412520",2019,126,8,23,36,0,0,8,0,0,4,19,1
"412520",2020,96,4,12,28,0,1,3,0,0,4,8,1
"412520",2021,119,9,13,46,2,1,6,0,3,2,8,2
"412520",2022,130,11,14,43,4,0,7,2,3,3,6,4
"412530",2012,64,6,9,38,0,1,5,0,1,0,8,0
"412530",2013,47,2,6,21,0,0,2,0,0,2,4,0
"412530",2014,56,3,6,14,0,2,1,0,0,3,3,1
"412530",2015,52,3,8,15,0,1,2,0,0,1,7,0
"412530",2016,50,7,10,16,4,1,2,2,0,4,4,4
"412530",2017,49,7,9,15,0,3,4,0,2,1,6,3
"412530",2018,62,9,12,20,3,3,3,1,4,3,4,5
"412530",2019,41,2,4,20,1,1,0,0,1,1,2,1
"412530",2020,50,6,8,22,2,1,3,0,2,0,6,3
"412530",2021,45,4,3,17,1,1,2,0,1,0,2,2
"412530",2022,42,3,4,12,0,1,2,0,0,3,1,1
"412535",2012,83,7,7,21,0,2,5,0,2,1,4,2
"412535",2013,76,6,10,21,1,1,4,0,1,2,7,1
"412535",2014,87,7,8,25,0,0,7,0,0,3,5,0
"412535",2015,79,2,5,26,0,1,1,0,1,2,2,0
"412535",2016,77,4,4,31,2,1,1,0,2,0,2,2
"412535",2017,88,7,16,33,0,2,5,0,0,6,10,0
"412535",2018,77,7,10,34,1,2,4,1,0,2,7,1
"412535",2019,83,8,11,24,1,2,5,0,1,2,8,2
"412535",2020,88,9,12,39,1,3,5,1,1,2,8,2
"412535",2021,94,3,8,45,0,1,2,0,0,2,6,0
"412535",2022,67,4,8,31,0,0,4,0,1,1,6,0
"412540",2012,62,4,10,19,0,1,3,0,1,1,8,2
"412540",2013,61,6,8,23,0,0,6,0,1,1,6,2
"412540",2014,65,1,7,14,0,0,1,0,1,0,6,0
"412540",2015,60,8,7,20,0,1,7,0,2,0,5,0
"412540",2016,66,6,10,26,1,1,4,0,0,4,6,1
"412540",2017,75,9,13,26,1,2,6,0,2,4,7,2
"412540",2018,75,8,11,21,0,3,5,0,0,3,8,2
"412540",2019,78,3,9,31,0,0,3,0,1,3,5,0
"412540",2020,65,2,8,20,1,0,1,0,3,0,5,2
"412540",2021,60,2,5,16,0,0,2,0,1,1,3,1
"412540",2022,66,5,7,19,2,1,2,2,0,1,4,3
"412545",2012,53,9,12,12,1,2,6,0,2,4,6,1
"412545",2013,54,3,12,15,1,0,2,0,1,2,9,1
"412545",2014,61,5,6,26,0,1,4,0,0,2,4,0
"412545",2015,59,5,6,19,0,0,5,0,1,2,3,1
"412545",2016,52,3,9,16,0,0,3,0,0,2,7,0
"412545",2017,74,8,9,25,2,2,4,0,3,3,3,3
"412545",2018,41,8,6,14,1,2,5,0,1,1,4,1
"412545",2019,60,4,6,16,1,1,2,0,1,1,4,1
"412545",2020,56,5,7,16,0,1,4,0,1,0,6,0
"412545",2021,37,1,6,5,0,0,1,0,0,1,5,0
"412545",2022,54,5,8,11,1,2,2,1,3,1,3,5
"412550",2012,4752,414,573,1567,59,71,284,25,90,134,324,144
"412550",2013,5011,427,600,1632,61,94,272,37,112,142,309,174
"412550",2014,5157,464,665,1513,89,75,300,38,123,187,317,170
"412550",2015,5078,423,564,1524,75,91,257,26,100,134,304,188
"412550",2016,4875,429,551,1492,72,83,274,22,93,136,300,188
"412550",2017,4669,394,544,1371,66,61,267,29,79,120,316,143
"412550",2018,4616,383,418,1287,72,75,236,25,65,90,238,122
"412550",2019,4551,434,489,1374,75,58,301,34,57,91,307,129
"412550",2020,4570,385,434,1388,68,85,232,19,52,99,264,112
"412550",2021,4315,429,500,1565,71,68,290,24,65,98,313,122
"412550",2022,4260,405,500,1579,58,77,270,18,51,109,322,100
"412555",2012,31,0,1,13,0,0,0,0,0,0,1,1
"412555",2013,20,0,0,9,0,0,0,0,0,0,0,0
"412555",2014,20,3,1,7,0,1,2,0,0,0,1,0
"412555",2015,20,4,2,9,2,1,1,1,1,0,0,2
"412555",2016,26,2,6,7,1,0,1,0,0,0,6,1
"412555",2017,24,5,2,4,1,2,2,1,0,0,1,1
"412555",2018,26,2,3,8,0,1,1,0,0,0,3,0
"412555",2019,20,2,1,7,1,0,1,0,1,0,0,1
"412555",2020,22,2,2,7,1,0,1,0,2,0,0,1
"412555",2021,28,3,4,15,1,1,1,0,2,1,1,2
"412555",2022,25,1,3,10,0,0,1,0,0,1,2,1
"412560",2012,590,47,48,156,5,6,36,0,8,12,28,10
"412560",2013,600,38,52,155,9,4,25,5,6,11,30,13
"412560",2014,638,43,48,167,3,4,36,2,3,8,35,8
"412560",2015,618,49,54,172,11,5,33,5,8,11,30,19
"412560",2016,575,42,56,124,8,11,23,2,11,12,31,13
"412560",2017,648,53,58,173,8,13,32,3,8,14,33,13
"412560",2018,569,26,55,154,3,6,17,0,8,10,37,7
"412560",2019,579,52,57,147,4,7,41,1,9,10,37,14
"412560",2020,590,35,65,160,4,5,26,6,10,19,30,17
"412560",2021,590,35,70,154,7,4,24,5,18,10,37,23
"412560",2022,520,33,64,136,7,5,21,4,11,14,35,17
"412570",2012,376,22,38,124,4,2,16,0,8,10,20,6
"412570",2013,382,31,48,136,4,10,17,2,9,15,22,11
"412570",2014,428,27,53,159,4,5,18,3,6,14,30,6
"412570",2015,433,29,51,132,3,4,22,2,5,9,35,6
"412570",2016,437,27,48,160,4,5,18,0,5,9,34,6
"412570",2017,412,26,49,145,4,4,18,5,9,8,27,12
"412570",2018,431,30,58,145,6,5,19,6,10,11,31,16
"412570",2019,430,26,60,137,6,4,16,8,8,11,33,20
"412570",2020,432,28,66,169,3,3,22,4,7,13,42,13
"412570",2021,394,29,63,126,3,4,22,2,8,13,40,10
"412570",2022,400,36,53,147,7,11,18,2,9,19,23,16
"412575",2012,77,8,6,23,2,1,5,1,2,1,2,3
"412575",2013,78,9,13,23,2,1,6,3,1,1,8,5
"412575",2014,75,9,9,28,2,1,6,1,1,0,7,2
"412575",2015,60,3,4,22,0,1,2,0,1,1,2,1
"412575",2016,78,8,10,22,1,3,4,0,2,3,5,2
"412575",2017,76,7,9,23,2,1,4,0,2,3,4,2
"412575",2018,89,11,9,32,3,2,6,0,1,4,4,3
"412575",2019,90,6,5,20,1,1,4,0,0,2,3,1
"412575",2020,88,10,11,33,5,1,4,1,3,3,4,5
