"codmunres","ano","total_de_nascidos_vivos","nascidos_vivos_com_baixo_peso","nascidos_vivos_prematuros","nascidos_vivos_termo_precoce","nascidos_vivos_peso_menor_1500","nascidos_vivos_peso_1500_a_1999","nascidos_vivos_peso_2000_a_2499","nascidos_vivos_menos_de_28_semanas","nascidos_vivos_28_a_32_semanas","nascidos_vivos_33_a_34_semanas","nascidos_vivos_35_a_36_semanas","nascidos_condicoes_ameacadoras"
"311230",2017,591,48,55,130,7,9,32,1,10,13,31,15
"311230",2018,637,59,61,148,15,7,37,4,13,15,29,20
"311230",2019,586,60,52,163,10,11,39,3,13,14,22,21
"311230",2020,571,37,60,168,8,6,23,0,11,13,36,17
"311230",2021,589,55,50,148,10,9,36,4,6,11,29,16
"311230",2022,520,46,54,137,4,11,31,3,10,11,30,18
"311240",2012,71,9,14,17,3,2,4,2,2,3,7,6
"311240",2013,79,9,9,14,3,4,2,1,1,3,4,7
"311240",2014,80,9,15,25,2,3,4,1,2,4,8,5
"311240",2015,87,7,8,26,3,1,3,0,3,4,1,3
"311240",2016,70,9,10,17,0,0,9,0,2,2,6,0
"311240",2017,61,4,8,22,1,0,3,0,2,0,6,3
"311240",2018,75,12,13,27,0,3,9,0,3,4,6,1
"311240",2019,74,13,13,22,4,4,5,4,2,3,4,8
"311240",2020,67,6,5,28,0,0,6,0,1,1,3,3
"311240",2021,76,8,6,30,2,1,5,1,2,1,2,3
"311240",2022,96,8,10,39,2,1,5,2,1,1,6,5
"311250",2012,107,10,14,35,3,1,6,0,4,4,6,4
"311250",2013,114,11,7,35,1,3,7,0,3,0,4,2
"311250",2014,116,9,10,36,1,2,6,0,1,3,6,1
"311250",2015,134,16,10,43,2,1,13,2,0,2,6,3
"311250",2016,129,14,14,38,4,2,8,1,3,2,8,5
"311250",2017,123,12,10,49,1,3,8,1,1,2,6,3
"311250",2018,134,14,14,38,2,4,8,0,2,5,7,3
"311250",2019,111,12,8,43,4,0,8,2,1,0,5,4
"311250",2020,98,10,13,41,4,2,4,3,2,2,6,6
"311250",2021,105,10,7,63,2,0,8,1,0,2,4,2
"311250",2022,96,9,10,38,2,2,5,0,2,2,6,4
"311260",2012,165,7,14,40,0,2,5,0,0,4,9,1
"311260",2013,170,9,12,54,1,2,6,1,2,1,8,2
"311260",2014,141,9,15,48,2,3,4,1,2,2,10,4
"311260",2015,154,16,16,52,1,4,11,1,4,2,9,3
"311260",2016,150,15,14,48,4,1,10,3,2,1,8,6
"311260",2017,167,19,22,76,4,2,13,2,4,3,13,6
"311260",2018,176,18,26,103,2,5,11,2,3,4,17,4
"311260",2019,155,12,11,75,0,2,10,0,0,3,8,1
"311260",2020,158,13,11,76,4,3,6,2,2,2,5,4
"311260",2021,164,18,12,84,6,2,10,3,2,1,6,7
"311260",2022,151,23,17,84,8,5,10,2,3,1,11,12
"311265",2012,57,4,7,21,1,0,3,0,1,3,3,1
"311265",2013,56,2,5,16,0,1,1,0,1,2,2,0
"311265",2014,72,8,10,17,2,4,2,0,4,3,3,6
"311265",2015,57,5,2,17,0,3,2,0,1,0,1,2
"311265",2016,58,3,13,9,0,0,3,0,1,1,11,1
"311265",2017,68,7,6,22,1,1,5,1,1,1,3,1
"311265",2018,57,3,2,19,0,0,3,0,0,0,2,0
"311265",2019,54,5,8,17,0,1,4,0,0,1,7,0
"311265",2020,52,5,6,22,0,1,4,0,0,2,4,0
"311265",2021,50,2,5,17,0,0,2,0,0,2,3,0
"311265",2022,50,6,6,18,0,3,3,0,0,1,5,1
"311270",2012,175,12,17,47,2,2,8,1,1,3,12,4
"311270",2013,190,23,24,34,3,7,13,3,1,10,10,6
"311270",2014,196,18,21,46,1,3,14,1,5,4,11,10
"311270",2015,185,14,19,39,4,3,7,0,4,5,10,7
"311270",2016,168,11,18,47,3,1,7,1,1,5,10,4
"311270",2017,186,20,26,44,5,5,10,3,5,5,12,8
"311270",2018,231,27,31,63,4,5,18,2,4,8,17,9
"311270",2019,194,17,22,48,4,3,10,3,2,8,9,4
"311270",2020,214,16,20,64,2,1,13,1,2,4,13,6
"311270",2021,210,27,27,57,8,8,11,1,8,7,11,10
"311270",2022,205,18,21,61,1,6,11,1,3,3,14,5
"311280",2012,65,5,3,23,1,0,4,0,1,0,2,1
"311280",2013,85,6,7,24,0,1,5,1,2,2,2,1
"311280",2014,81,7,6,30,2,1,4,0,2,2,2,2
"311280",2015,88,5,12,21,0,0,5,0,2,1,9,2
"311280",2016,98,4,5,26,2,0,2,2,0,0,3,2
"311280",2017,101,8,11,42,3,0,5,1,2,2,6,4
"311280",2018,87,8,8,27,3,3,2,1,3,3,1,5
"311280",2019,104,12,11,40,3,1,8,2,2,2,5,5
"311280",2020,128,8,8,60,0,1,7,0,0,2,6,0
"311280",2021,131,10,10,40,0,1,9,0,2,3,5,3
"311280",2022,130,13,15,49,0,3,10,0,2,2,11,4
"311290",2012,109,8,16,38,1,4,3,1,2,5,8,3
"311290",2013,115,6,13,30,2,2,2,1,3,0,9,2
"311290",2014,119,11,12,35,2,3,6,0,0,5,7,2
"311290",2015,123,8,9,31,1,1,6,0,1,2,6,1
"311290",2016,137,3,16,45,0,1,2,0,1,2,13,2
"311290",2017,125,5,9,40,0,0,5,0,1,0,8,0
"311290",2018,116,12,10,38,1,1,10,0,2,2,6,1
"311290",2019,110,6,9,33,1,1,4,0,1,1,7,2
"311290",2020,102,9,12,34,1,2,6,1,4,2,5,4
"311290",2021,130,11,10,43,0,1,10,0,2,2,6,2
"311290",2022,114,9,10,47,0,1,8,0,1,1,8,1
"311300",2012,265,22,33,50,3,6,13,1,8,8,16,8
"311300",2013,272,13,23,54,2,0,11,3,4,2,14,7
"311300",2014,266,22,44,55,6,2,14,2,5,13,24,13
"311300",2015,257,24,33,59,5,4,15,4,5,8,16,11
"311300",2016,258,30,33,64,3,6,21,1,7,6,19,11
"311300",2017,276,24,31,74,3,3,18,2,3,6,20,7
"311300",2018,268,29,28,62,7,5,17,2,9,3,14,11
"311300",2019,257,20,26,73,5,2,13,2,8,6,10,11
"311300",2020,238,17,22,59,1,5,11,2,3,3,14,5
"311300",2021,255,22,29,50,3,7,12,1,4,5,19,6
"311300",2022,211,14,16,60,1,4,9,0,2,5,9,3
"311310",2012,30,4,3,12,1,0,3,1,0,1,1,1
"311310",2013,23,2,2,8,0,0,2,0,0,1,1,0
"311310",2014,25,3,1,11,0,1,2,0,1,0,0,1
"311310",2015,25,3,3,9,0,1,2,0,1,1,1,1
"311310",2016,22,1,0,5,0,0,1,0,0,0,0,0
"311310",2017,25,3,2,7,1,2,0,0,0,1,1,2
"311310",2018,28,1,3,11,0,0,1,1,0,0,2,1
"311310",2019,33,8,6,11,4,0,4,4,0,0,2,4
"311310",2020,23,1,0,12,0,0,1,0,0,0,0,0
"311310",2021,30,1,1,12,0,0,1,0,0,0,1,0
"311310",2022,20,3,4,8,0,2,1,0,0,1,3,0
"311320",2012,224,16,24,82,2,4,10,1,4,3,16,4
"311320",2013,311,36,34,140,6,6,24,1,5,9,19,8
"311320",2014,278,26,38,102,5,5,16,0,11,9,18,10
"311320",2015,315,36,40,139,8,5,23,2,9,7,22,11
"311320",2016,303,31,31,131,0,11,20,0,8,7,16,8
"311320",2017,300,33,38,106,10,4,19,7,7,6,18,14
"311320",2018,273,22,20,104,3,2,17,2,1,6,11,7
"311320",2019,291,24,20,115,1,3,20,0,5,3,12,4
"311320",2020,290,32,24,129,2,7,23,1,2,9,12,3
"311320",2021,255,28,18,109,4,5,19,2,0,6,10,5
"311320",2022,245,21,20,110,6,1,14,1,4,5,10,8
"311330",2012,435,53,62,148,6,9,38,5,10,9,38,12
"311330",2013,411,44,61,122,5,9,30,1,8,22,30,11
"311330",2014,433,44,61,126,7,11,26,1,8,14,38,12
"311330",2015,425,53,58,129,8,8,37,1,11,17,29,11
"311330",2016,398,31,42,104,6,7,18,2,8,6,26,8
"311330",2017,415,43,50,97,12,4,27,4,9,5,32,17
"311330",2018,451,50,48,106,4,16,30,2,8,15,23,8
"311330",2019,392,36,36,107,7,6,23,3,3,8,22,7
"311330",2020,371,34,35,110,5,6,23,1,5,7,22,6
"311330",2021,417,46,44,140,9,5,32,1,4,8,31,9
"311330",2022,357,32,65,118,5,8,19,2,9,14,40,8
"311340",2012,1098,112,165,521,14,12,86,5,16,26,118,34
"311340",2013,1034,109,139,419,13,13,83,5,18,30,86,30
"311340",2014,1227,102,173,483,12,22,68,3,16,43,111,21
"311340",2015,1170,99,150,496,15,16,68,6,21,29,94,29
"311340",2016,1138,88,138,479,10,20,58,4,17,20,97,21
"311340",2017,1141,98,126,443,14,22,62,7,15,32,72,24
"311340",2018,1210,84,130,509,14,18,52,5,13,30,82,24
"311340",2019,1152,119,127,478,19,18,82,9,15,26,77,31
"311340",2020,1175,103,163,483,22,15,66,7,14,32,110,30
"311340",2021,1137,88,119,483,12,14,62,3,12,27,77,21
"311340",2022,1119,93,137,433,12,19,62,11,13,20,93,21
"311350",2012,99,5,15,26,0,2,3,1,1,5,8,2
"311350",2013,94,7,11,23,0,1,6,0,1,1,9,1
"311350",2014,76,15,12,25,1,1,13,0,1,2,9,2
"311350",2015,93,9,13,17,1,3,5,0,3,3,7,3
"311350",2016,98,11,11,29,3,2,6,0,2,2,7,4
"311350",2017,90,3,12,14,0,0,3,1,0,5,6,2
"311350",2018,81,12,12,21,0,3,9,0,2,4,6,3
"311350",2019,90,14,17,21,0,5,9,0,1,8,8,1
"311350",2020,85,9,10,21,2,2,5,0,1,6,3,3
"311350",2021,91,9,13,24,2,2,5,3,1,2,7,5
"311350",2022,86,9,12,27,2,3,4,1,4,2,5,4
"311360",2012,76,10,16,22,1,2,7,0,3,1,12,3
"311360",2013,103,9,15,38,0,2,7,0,6,3,6,4
"311360",2014,78,9,14,16,0,4,5,0,1,2,11,1
"311360",2015,73,5,8,28,1,2,2,0,3,2,3,2
"311360",2016,71,8,9,28,2,0,6,1,2,0,6,2
"311360",2017,68,5,9,23,1,0,4,0,2,2,5,2
"311360",2018,82,3,6,24,0,0,3,0,0,0,6,0
"311360",2019,72,9,10,26,0,1,8,0,0,4,6,1
"311360",2020,60,5,4,20,2,1,2,1,0,1,2,2
"311360",2021,67,6,4,17,2,1,3,0,0,2,2,2
"311360",2022,61,5,8,24,0,0,5,0,0,2,6,0
"311370",2012,236,23,35,57,7,4,12,5,3,14,13,11
"311370",2013,223,10,25,67,1,2,7,0,2,3,20,2
"311370",2014,247,13,20,78,4,0,9,1,2,3,14,8
"311370",2015,240,12,25,55,2,2,8,0,6,5,14,7
"311370",2016,226,19,34,58,6,2,11,2,5,3,24,8
"311370",2017,213,16,27,48,3,3,10,1,6,5,15,8
"311370",2018,244,22,28,71,4,1,17,1,6,5,16,7
"311370",2019,227,11,17,66,0,3,8,0,3,2,12,4
"311370",2020,208,11,24,64,4,2,5,2,7,3,12,10
"311370",2021,230,23,31,72,1,6,16,0,4,8,19,3
"311370",2022,223,26,24,60,3,3,20,0,6,5,13,11
"311380",2012,34,4,5,9,0,0,4,0,0,0,5,0
"311380",2013,27,7,7,8,3,1,3,2,1,1,3,6
"311380",2014,36,3,5,9,0,1,2,0,0,2,3,0
"311380",2015,39,3,5,13,0,2,1,0,0,0,5,1
"311380",2016,38,6,6,13,1,1,4,0,1,0,5,1
"311380",2017,30,2,1,7,1,0,1,0,0,0,1,1
"311380",2018,36,4,4,9,2,0,2,0,2,1,1,3
"311380",2019,28,0,1,8,0,0,0,0,0,0,1,1
"311380",2020,33,7,3,9,0,0,7,0,1,0,2,1
"311380",2021,34,2,2,5,0,0,2,0,0,1,1,0
"311380",2022,39,1,2,13,0,0,1,0,0,0,2,0
"311390",2012,149,14,21,49,1,3,10,1,4,3,13,3
"311390",2013,133,17,14,29,2,6,9,1,1,6,6,5
"311390",2014,114,6,13,23,1,1,4,1,1,2,9,3
"311390",2015,129,20,20,22,2,4,14,1,4,3,12,7
"311390",2016,119,24,26,27,6,4,14,1,6,8,11,8
"311390",2017,134,11,17,24,3,0,8,2,0,4,11,3
"311390",2018,127,10,13,38,3,2,5,1,2,6,4,5
"311390",2019,142,9,14,27,1,3,5,0,4,3,7,4
"311390",2020,135,14,17,36,1,2,11,1,0,3,13,1
"311390",2021,125,16,15,39,2,7,7,2,3,1,9,6
"311390",2022,142,16,17,46,2,1,13,1,3,4,9,4
"311400",2012,93,7,14,30,0,3,4,0,1,4,9,0
"311400",2013,92,5,10,22,1,1,3,0,1,1,8,2
"311400",2014,103,8,5,28,1,0,7,1,0,2,2,1
"311400",2015,88,7,11,19,1,0,6,2,2,2,5,3
"311400",2016,84,11,15,26,4,0,7,1,3,5,6,4
"311400",2017,94,10,14,32,2,5,3,0,6,3,5,4
"311400",2018,99,3,4,33,0,1,2,0,0,2,2,0
"311400",2019,94,13,14,28,2,4,7,0,5,4,5,5
"311400",2020,106,8,12,35,2,2,4,1,2,1,8,3
"311400",2021,90,8,11,24,1,2,5,0,2,3,6,2
"311400",2022,102,9,6,43,0,2,7,0,1,1,4,1
"311410",2012,128,10,7,39,2,0,8,1,0,0,6,2
"311410",2013,157,12,12,46,0,3,9,0,0,5,7,0
"311410",2014,153,18,21,43,4,5,9,4,0,6,11,8
"311410",2015,158,13,21,37,4,2,7,1,4,2,14,4
"311410",2016,156,18,27,40,2,5,11,1,3,11,12,4
"311410",2017,157,24,22,45,1,5,18,0,2,6,14,1
"311410",2018,163,14,19,48,2,2,10,1,4,2,12,5
"311410",2019,136,13,14,44,0,4,9,0,3,3,8,2
"311410",2020,152,12,20,54,1,5,6,0,3,7,10,4
"311410",2021,136,13,17,33,1,6,6,1,3,6,7,2
"311410",2022,153,14,23,36,4,3,7,3,2,5,13,7
"311420",2012,260,24,33,105,6,3,15,3,4,9,17,11
"311420",2013,268,32,28,103,2,3,27,2,1,8,17,7
"311420",2014,279,21,34,93,2,5,14,0,4,5,25,4
"311420",2015,287,28,32,102,2,6,20,0,4,5,23,4
"311420",2016,252,27,26,96,2,6,19,1,3,4,18,4
"311420",2017,262,22,28,87,4,4,14,1,7,6,14,8
"311420",2018,296,32,38,95,6,5,21,0,7,9,22,7
"311420",2019,285,30,44,93,8,5,17,3,7,13,21,9
"311420",2020,283,17,33,100,4,3,10,0,6,10,17,10
"311420",2021,272,29,41,93,2,7,20,0,7,9,25,5
"311420",2022,281,35,37,104,6,6,23,3,4,6,24,8
"311430",2012,366,37,50,142,3,11,23,2,4,15,29,7
"311430",2013,347,38,49,119,6,4,28,6,2,11,30,9
"311430",2014,349,32,39,142,1,6,25,0,2,8,29,3
"311430",2015,380,29,43,144,2,3,24,1,5,8,29,5
"311430",2016,366,39,44,149,2,7,30,1,6,13,24,5
"311430",2017,343,30,42,95,3,5,22,2,2,16,22,3
"311430",2018,345,31,42,117,4,7,20,1,8,9,24,9
"311430",2019,360,37,40,119,6,7,24,2,11,7,20,10
"311430",2020,318,27,35,116,6,3,18,2,4,4,25,8
"311430",2021,278,25,31,80,5,3,17,1,4,7,19,5
"311430",2022,263,28,34,101,8,3,17,0,6,7,21,8
"311440",2012,232,24,33,91,5,5,14,3,7,4,19,13
"311440",2013,200,17,30,71,2,0,15,0,2,3,25,6
"311440",2014,220,17,17,76,1,2,14,1,3,1,12,1
"311440",2015,226,16,21,21,5,2,9,3,2,2,14,8
"311440",2016,193,22,29,78,4,5,13,1,2,10,16,8
"311440",2017,196,12,22,81,3,3,6,2,3,4,13,3
"311440",2018,218,18,27,101,5,3,10,3,4,4,16,11
"311440",2019,225,18,35,109,1,3,14,2,3,11,19,7
"311440",2020,193,17,28,106,3,2,12,2,0,5,21,4
"311440",2021,215,24,23,111,2,3,19,0,2,4,17,3
"311440",2022,186,20,30,97,5,3,12,1,6,3,20,7
"311450",2012,198,22,26,89,0,4,18,0,3,5,18,2
"311450",2013,195,25,19,72,2,3,20,1,3,3,11,3
"311450",2014,215,20,12,10,2,4,14,0,2,4,6,4
"311450",2015,247,26,23,66,1,8,17,1,1,7,14,2
"311450",2016,211,20,24,95,0,3,17,0,2,7,15,2
"311450",2017,236,20,15,104,0,2,18,0,1,4,10,2
"311450",2018,196,12,16,92,2,1,9,0,2,3,11,2
"311450",2019,216,13,21,106,0,2,11,0,3,6,12,3
"311450",2020,206,21,24,104,0,2,19,0,4,3,17,1
"311450",2021,216,17,22,96,3,5,9,2,2,5,13,3
"311450",2022,226,17,21,82,0,1,16,0,1,2,18,1
"311455",2012,108,7,5,51,1,0,6,1,1,3,0,1
"311455",2013,94,11,5,63,0,2,9,0,0,2,3,0
"311455",2014,117,6,8,72,1,2,3,0,0,4,4,2
"311455",2015,121,10,13,79,3,1,6,2,1,1,9,5
"311455",2016,102,8,7,74,1,2,5,0,2,2,3,1
"311455",2017,104,5,9,57,0,0,5,0,0,2,7,0
"311455",2018,118,15,12,69,2,2,11,1,0,5,6,2
"311455",2019,99,10,9,50,0,3,7,0,0,6,3,2
"311455",2020,86,7,7,62,1,1,5,0,0,0,7,1
"311455",2021,82,11,7,58,0,5,6,0,0,2,5,2
"311455",2022,72,7,4,57,0,2,5,0,2,0,2,3
"311460",2012,36,4,2,9,0,0,4,0,0,1,1,0
"311460",2013,48,8,3,12,1,0,7,0,0,0,3,1
"311460",2014,45,6,2,13,0,1,5,0,0,1,1,0
"311460",2015,35,3,6,8,0,1,2,0,1,1,4,0
"311460",2016,46,5,7,8,0,0,5,0,1,1,5,0
"311460",2017,63,10,7,17,2,2,6,1,1,2,3,2
"311460",2018,39,4,1,13,1,0,3,0,0,0,1,1
"311460",2019,47,7,3,13,2,3,2,1,1,0,1,2
"311460",2020,47,4,3,23,1,0,3,0,0,2,1,1
"311460",2021,56,7,9,19,1,1,5,0,2,1,6,2
"311460",2022,43,12,11,14,2,5,5,1,0,6,4,2
"311470",2012,34,0,1,11,0,0,0,0,0,0,1,0
"311470",2013,47,7,8,14,2,1,4,0,4,2,2,3
"311470",2014,48,7,5,18,0,2,5,0,1,2,2,1
"311470",2015,37,3,3,9,0,0,3,0,0,0,3,0
"311470",2016,39,1,4,14,0,0,1,0,0,0,4,0
"311470",2017,34,2,3,11,0,0,2,0,0,0,3,0
"311470",2018,45,0,3,18,0,0,0,0,0,0,3,0
"311470",2019,38,1,1,12,0,0,1,0,0,0,1,0
"311470",2020,37,6,6,12,0,2,4,0,0,3,3,1
"311470",2021,25,2,2,15,0,1,1,0,0,0,2,0
"311470",2022,30,1,3,10,0,0,1,0,0,1,2,0
"311480",2012,45,9,5,21,0,2,7,0,1,2,2,1
"311480",2013,44,5,2,21,1,1,3,0,1,0,1,2
"311480",2014,36,3,9,9,1,1,1,1,0,2,6,1
"311480",2015,37,5,5,15,2,1,2,0,2,0,3,2
"311480",2016,40,3,2,13,0,0,3,0,1,0,1,2
"311480",2017,50,3,5,18,0,0,3,0,0,1,4,0
"311480",2018,33,4,7,13,0,1,3,0,1,2,4,0
"311480",2019,43,4,4,18,0,1,3,0,1,0,3,1
"311480",2020,40,1,2,18,0,0,1,0,0,0,2,0
"311480",2021,42,4,3,15,1,0,3,1,0,0,2,1
"311480",2022,22,1,2,11,0,0,1,0,0,0,2,0
"311490",2012,17,0,1,5,0,0,0,0,0,0,1,0
"311490",2013,19,3,0,5,0,0,3,0,0,0,0,0
"311490",2014,21,0,1,8,0,0,0,0,0,0,1,0
"311490",2015,30,2,1,13,0,0,2,0,0,0,1,0
"311490",2016,20,4,4,6,1,1,2,0,1,2,1,1
"311490",2017,20,2,2,5,0,0,2,0,0,0,2,0
"311490",2018,24,0,0,9,0,0,0,0,0,0,0,0
"311490",2019,18,0,3,6,0,0,0,0,0,0,3,0
"311490",2020,21,1,2,8,0,1,0,0,0,1,1,0
"311490",2021,22,3,3,7,0,1,2,0,0,1,2,0
"311490",2022,27,4,3,10,1,1,2,0,2,0,1,2
"311500",2012,23,3,3,9,1,1,1,0,0,1,2,1
"311500",2013,26,3,4,7,0,2,1,0,0,1,3,0
"311500",2014,35,1,0,22,0,0,1,0,0,0,0,0
"311500",2015,24,1,3,16,1,0,0,0,1,0,2,1
"311500",2016,34,1,2,16,1,0,0,0,1,0,1,1
"311500",2017,32,3,3,15,0,1,2,0,0,1,2,0
"311500",2018,36,2,3,19,0,0,2,0,0,0,3,0
"311500",2019,36,4,1,19,0,0,4,0,0,0,1,0
"311500",2020,30,7,9,11,1,0,6,1,1,3,4,1
"311500",2021,35,4,2,16,0,0,4,0,0,0,2,0
"311500",2022,20,1,2,7,0,0,1,0,0,0,2,0
"311510",2012,230,22,29,69,2,3,17,1,7,5,16,8
"311510",2013,217,23,23,40,2,2,19,1,3,4,15,13
"311510",2014,216,16,22,57,2,1,13,1,2,5,14,12
"311510",2015,229,20,15,65,1,0,19,1,0,1,13,6
"311510",2016,229,23,29,76,5,4,14,2,6,5,16,12
"311510",2017,212,19,31,76,2,6,11,1,3,11,16,3
"311510",2018,218,22,32,70,1,5,16,0,4,8,20,7
"311510",2019,212,19,26,71,3,4,12,0,5,7,14,11
"311510",2020,220,26,33,80,5,5,16,0,6,9,18,12
"311510",2021,212,21,28,73,0,8,13,0,3,11,14,4
"311510",2022,207,25,25,81,7,4,14,1,6,6,12,12
"311520",2012,29,3,2,11,0,1,2,0,0,1,1,0
"311520",2013,28,1,2,10,0,0,1,0,0,0,2,0
"311520",2014,31,5,5,7,0,1,4,0,0,1,4,0
"311520",2015,29,2,3,16,0,0,2,0,0,0,3,0
"311520",2016,22,3,4,8,0,1,2,0,0,1,3,0
"311520",2017,29,2,4,13,0,1,1,0,1,0,3,0
"311520",2018,28,3,3,11,0,0,3,0,0,0,3,0
"311520",2019,33,0,1,19,0,0,0,0,0,0,1,0
"311520",2020,28,2,3,12,1,0,1,0,1,1,1,1
"311520",2021,30,2,1,16,0,0,2,0,0,1,0,0
"311520",2022,27,0,2,13,0,0,0,0,0,0,2,0
"311530",2012,836,60,90,322,7,13,40,4,12,19,55,21
"311530",2013,741,59,75,289,7,8,44,3,7,12,53,22
"311530",2014,825,69,87,273,9,16,44,5,14,11,57,30
"311530",2015,779,60,92,263,8,11,41,1,14,15,62,28
"311530",2016,791,67,80,313,17,10,40,7,9,18,46,31
"311530",2017,826,72,85,278,15,9,48,5,13,15,52,30
"311530",2018,806,58,74,270,13,12,33,5,9,12,48,30
"311530",2019,749,64,61,264,8,12,44,4,11,11,35,23
"311530",2020,670,63,67,260,12,12,39,7,7,19,34,16
"311530",2021,651,42,62,252,2,11,29,0,5,13,44,8
"311530",2022,627,53,83,217,13,11,29,8,9,14,52,21
"311535",2012,70,10,14,19,3,4,3,1,3,1,9,6
"311535",2013,66,5,8,27,1,1,3,0,1,0,7,3
"311535",2014,64,3,2,22,0,1,2,0,0,1,1,1
"311535",2015,61,5,7,22,0,0,5,0,0,1,6,0
"311535",2016,50,8,10,22,4,1,3,0,5,0,5,5
"311535",2017,62,6,7,18,0,1,5,0,1,2,4,1
"311535",2018,76,7,3,33,0,1,6,0,0,1,2,0
"311535",2019,81,8,11,22,3,2,3,0,1,5,5,4
"311535",2020,59,3,5,23,1,0,2,0,0,1,4,1
"311535",2021,69,3,12,19,1,1,1,1,0,3,8,3
"311535",2022,54,4,5,19,0,1,3,0,0,2,3,0
"311540",2012,34,4,4,12,3,0,1,0,2,0,2,3
"311540",2013,27,4,5,9,0,0,4,0,1,0,4,1
"311540",2014,36,1,4,9,0,0,1,0,0,2,2,0
"311540",2015,31,1,4,12,0,0,1,0,0,2,2,0
"311540",2016,33,3,4,7,2,0,1,0,1,3,0,3
"311540",2017,27,2,3,9,1,0,1,1,0,1,1,1
"311540",2018,37,6,4,17,1,0,5,0,1,1,2,2
"311540",2019,35,1,0,10,0,0,1,0,0,0,0,0
"311540",2020,38,5,4,16,1,1,3,1,0,0,3,2
"311540",2021,35,7,4,16,0,2,5,0,1,2,1,1
"311540",2022,36,4,5,12,0,3,1,0,1,2,2,1
"311545",2012,120,14,16,24,4,4,6,0,5,3,8,8
"311545",2013,131,12,19,28,0,2,10,0,6,6,7,8
"311545",2014,151,7,18,33,2,2,3,2,3,3,10,8
"311545",2015,144,12,14,34,2,2,8,3,1,2,8,4
"311545",2016,128,13,12,32,2,3,8,1,3,1,7,5
"311545",2017,139,17,17,33,2,3,12,2,2,5,8,3
"311545",2018,138,4,9,32,1,0,3,1,0,1,7,2
"311545",2019,132,16,20,30,1,2,13,1,0,10,9,1
"311545",2020,107,5,14,23,2,1,2,1,3,2,8,3
"311545",2021,123,7,8,25,1,0,6,0,2,0,6,2
"311545",2022,105,8,8,33,2,1,5,1,1,1,5,2
"311547",2012,73,9,8,21,1,3,5,1,2,1,4,4
"311547",2013,66,6,4,18,0,0,6,0,2,1,1,4
"311547",2014,48,6,12,13,1,2,3,1,1,1,9,2
"311547",2015,45,5,7,19,1,1,3,0,0,3,4,1
"311547",2016,53,8,9,15,3,3,2,1,3,2,3,4
"311547",2017,68,7,6,19,2,1,4,1,0,3,2,2
"311547",2018,46,9,7,18,2,2,5,0,2,2,3,2
"311547",2019,50,11,7,13,2,4,5,1,2,1,3,2
"311547",2020,48,2,5,11,0,0,2,0,1,2,2,1
"311547",2021,48,8,7,12,0,1,7,1,0,2,4,2
"311547",2022,60,9,8,19,2,3,4,1,1,2,4,2
"311550",2012,254,21,30,107,2,0,19,0,6,3,21,2
"311550",2013,241,26,31,105,7,5,14,2,7,8,14,10
"311550",2014,257,22,37,107,4,6,12,1,5,6,25,6
"311550",2015,276,25,28,108,2,2,21,2,5,5,16,3
"311550",2016,213,21,35,99,3,3,15,0,2,6,27,5
"311550",2017,230,25,41,95,6,4,15,2,8,7,24,12
"311550",2018,236,14,30,105,0,4,10,0,1,8,21,2
"311550",2019,232,18,34,95,2,4,12,0,6,6,22,6
"311550",2020,239,20,43,84,2,3,15,0,4,12,27,5
"311550",2021,211,23,29,76,1,6,16,0,5,8,16,3
"311550",2022,210,18,27,77,2,2,14,0,3,9,15,4
"311560",2012,14,0,2,4,0,0,0,0,0,0,2,0
"311560",2013,12,0,1,7,0,0,0,0,0,0,1,0
"311560",2014,8,1,0,3,0,0,1,0,0,0,0,0
"311560",2015,14,2,1,10,0,0,2,0,0,0,1,0
"311560",2016,10,1,2,2,0,0,1,0,1,0,1,0
"311560",2017,6,0,1,2,0,0,0,0,0,0,1,0
"311560",2018,7,0,0,2,0,0,0,0,0,0,0,0
"311560",2019,2,0,0,1,0,0,0,0,0,0,0,0
"311560",2020,10,2,4,3,1,0,1,0,2,0,2,1
"311560",2021,6,0,1,4,0,0,0,0,0,0,1,0
"311560",2022,11,0,0,5,0,0,0,0,0,0,0,0
"311570",2012,47,2,3,7,0,1,1,0,1,0,2,1
"311570",2013,82,4,12,21,1,1,2,0,1,3,8,1
"311570",2014,61,2,6,23,0,0,2,0,0,0,6,1
"311570",2015,96,9,11,21,0,5,4,0,1,6,4,1
"311570",2016,80,9,4,30,2,1,6,0,2,0,2,2
"311570",2017,79,5,4,23,0,1,4,0,0,1,3,0
"311570",2018,110,6,10,27,0,3,3,0,0,2,8,1
"311570",2019,74,8,10,25,1,4,3,0,0,4,6,1
"311570",2020,80,6,7,14,1,0,5,1,0,1,5,1
"311570",2021,80,9,4,20,2,1,6,0,1,0,3,3
"311570",2022,84,13,11,21,2,2,9,1,3,2,5,2
"311580",2012,90,5,10,24,0,1,4,0,3,2,5,3
"311580",2013,82,4,3,30,0,0,4,0,0,2,1,0
"311580",2014,116,9,13,38,2,2,5,1,1,4,7,2
"311580",2015,107,11,7,34,0,2,9,0,0,2,5,0
"311580",2016,106,3,6,28,0,0,3,0,0,0,6,1
"311580",2017,102,7,7,30,2,1,4,2,0,3,2,3
"311580",2018,119,13,14,33,2,4,7,0,1,3,10,2
"311580",2019,80,8,9,27,0,2,6,0,1,2,6,1
"311580",2020,98,9,11,28,3,1,5,1,3,2,5,4
