"ano","codmunres","total_de_nascidos_vivos","nvm_menor_que_20","pop_feminina_10_a_19","mulheres_com_mais_de_tres_partos_anteriores","pop_fem_10_49","abortos_sus_30_a_39","abortos_sus_40_a_49","abortos_sus_menor_30","abortos_ans_30_a_39","abortos_ans_40_a_49","abortos_ans_menor_30","pop_fem_ans_10_49","pop_fem_sus_10_49","total_de_nascidos_vivos_ans","total_de_nascidos_vivos_sus"
2018,110080,421,108,2319,23,8340,7,1,1,0,0,0,208,8132,11,410
2019,110080,337,70,2312,27,8552,3,0,8,1,0,1,188,8364,7,330
2020,110080,344,86,2305,23,8756,2,1,7,0,0,0,175,8581,7,337
2021,110080,353,71,2289,19,8947,1,0,2,0,0,0,179,8768,7,346
2022,110080,334,72,NA,20,NA,1,0,2,1,0,1,NA,NA,NA,NA
2012,110090,53,16,352,2,1111,0,0,0,0,0,0,18,1093,1,52
2013,110090,36,10,335,0,1094,0,0,0,0,0,0,21,1073,1,35
2014,110090,46,9,309,0,1070,0,0,0,0,0,0,22,1048,1,45
2015,110090,52,13,288,0,1045,0,0,0,0,0,0,29,1016,1,51
2016,110090,55,11,274,1,1023,1,0,1,0,0,0,28,995,1,54
2017,110090,39,4,256,1,996,0,0,0,0,0,0,24,972,1,38
2018,110090,56,9,237,3,967,0,0,0,0,0,0,19,948,1,55
2019,110090,32,3,220,1,943,0,0,0,0,0,0,16,927,1,31
2020,110090,37,4,203,0,913,0,0,0,0,0,0,22,891,1,36
2021,110090,37,4,191,0,880,0,0,1,0,0,0,23,857,1,36
2022,110090,29,3,NA,0,NA,0,0,1,0,0,0,NA,NA,NA,NA
2012,110092,118,31,891,7,2938,0,0,0,0,0,0,56,2882,2,116
2013,110092,158,30,911,12,3046,0,0,0,0,0,0,55,2991,3,155
2014,110092,158,44,929,10,3149,0,0,0,0,0,0,60,3089,3,155
2015,110092,154,41,947,11,3252,2,0,3,0,0,0,81,3171,4,150
2016,110092,153,31,953,9,3358,1,0,2,0,0,0,81,3277,4,149
2017,110092,169,38,957,6,3460,2,0,5,0,0,0,73,3387,4,165
2018,110092,181,41,960,11,3558,3,1,2,0,0,0,68,3490,3,178
2019,110092,162,36,963,6,3655,4,0,3,0,0,0,66,3589,3,159
2020,110092,162,36,966,4,3748,1,0,4,1,1,0,71,3677,3,159
2021,110092,152,24,961,5,3828,1,2,4,0,0,0,61,3767,2,150
2022,110092,162,29,NA,8,NA,4,0,4,1,0,0,NA,NA,NA,NA
2012,110094,161,48,1915,13,5848,0,0,0,0,0,0,88,5760,2,159
2013,110094,203,65,2017,9,6216,0,0,0,0,0,0,87,6129,3,200
2014,110094,240,62,2116,14,6579,0,0,0,0,0,0,86,6493,3,237
2015,110094,274,73,2216,16,6943,1,0,3,0,0,0,90,6853,4,270
2016,110094,241,69,2259,12,7284,1,0,5,0,0,0,87,7197,3,238
2017,110094,209,49,2297,9,7616,0,0,11,1,0,0,76,7540,2,207
2018,110094,229,50,2339,7,7947,2,3,7,0,0,0,72,7875,2,227
2019,110094,205,41,2371,9,8262,3,1,2,0,0,0,66,8196,2,203
2020,110094,246,54,2401,10,8567,1,0,10,0,0,0,60,8507,2,244
2021,110094,243,52,2400,14,8865,4,0,8,0,0,0,62,8803,2,241
2022,110094,208,41,NA,16,NA,1,0,5,0,0,0,NA,NA,NA,NA
2012,110100,133,18,986,5,3143,0,0,0,0,0,0,38,3105,2,131
2013,110100,116,25,923,4,3053,0,0,0,0,0,0,43,3010,2,114
2014,110100,124,20,861,8,2958,0,0,0,0,0,0,35,2923,1,123
2015,110100,132,25,796,2,2858,1,0,6,0,0,0,37,2821,2,130
2016,110100,112,24,743,3,2744,1,0,4,0,0,0,36,2708,1,111
2017,110100,109,20,689,1,2630,1,0,5,0,0,0,37,2593,2,107
2018,110100,133,19,635,4,2503,3,0,3,0,0,0,35,2468,2,131
2019,110100,112,26,581,1,2393,0,0,0,0,0,0,31,2362,1,111
2020,110100,86,12,526,4,2270,2,0,3,0,0,0,30,2240,1,85
2021,110100,105,18,482,3,2157,1,0,1,0,0,0,28,2129,1,104
2022,110100,86,11,NA,2,NA,0,0,0,0,0,0,NA,NA,NA,NA
2012,110110,114,36,893,7,2801,0,0,0,0,0,0,134,2667,5,109
2013,110110,123,39,885,9,2858,0,0,0,0,0,0,137,2721,6,117
2014,110110,97,23,875,9,2911,0,0,0,0,0,0,160,2751,5,92
2015,110110,112,36,865,5,2964,1,0,3,0,0,0,145,2819,5,107
2016,110110,129,35,845,8,3011,0,0,3,1,0,0,129,2882,6,123
2017,110110,95,32,823,2,3057,0,0,2,0,0,0,128,2929,4,91
2018,110110,92,18,800,5,3095,0,0,0,0,0,0,142,2953,4,88
2019,110110,109,23,777,7,3135,1,0,1,1,0,0,150,2985,5,104
2020,110110,119,28,754,5,3172,0,2,2,0,0,0,155,3017,6,113
2021,110110,120,21,749,6,3210,1,0,0,1,0,0,180,3030,7,113
2022,110110,107,20,NA,4,NA,0,0,1,0,0,0,NA,NA,NA,NA
2012,110120,100,21,1072,7,3386,0,0,0,0,0,0,68,3318,2,98
2013,110120,104,23,1024,5,3358,0,0,0,0,0,0,67,3291,2,102
2014,110120,107,18,970,4,3322,0,0,0,0,0,0,60,3262,2,105
2015,110120,93,17,919,2,3288,1,0,3,0,0,0,66,3222,2,91
2016,110120,93,14,884,6,3250,0,0,1,0,0,0,65,3185,2,91
2017,110120,100,18,843,2,3205,0,0,3,0,0,0,54,3151,2,98
2018,110120,92,11,802,1,3152,0,0,6,0,0,0,57,3095,2,90
2019,110120,84,6,762,4,3100,0,0,2,0,0,1,59,3041,2,82
2020,110120,74,17,722,0,3049,1,0,2,0,0,0,67,2982,2,72
2021,110120,65,8,698,0,2989,0,0,0,0,0,0,69,2920,1,64
2022,110120,73,6,NA,2,NA,1,0,0,0,0,0,NA,NA,NA,NA
2012,110130,148,28,1225,6,3817,0,0,0,0,0,0,111,3706,4,144
2013,110130,122,22,1182,3,3780,0,0,0,0,0,0,113,3667,4,118
2014,110130,137,30,1153,8,3751,0,0,0,0,0,0,113,3638,4,133
2015,110130,179,38,1108,6,3706,3,0,4,0,0,0,111,3595,5,174
2016,110130,148,33,1053,6,3648,2,0,4,0,0,0,106,3542,4,144
2017,110130,156,25,996,3,3588,2,0,4,0,0,0,83,3505,4,152
2018,110130,160,29,937,6,3513,1,0,1,0,0,0,77,3436,4,156
2019,110130,164,22,877,3,3444,3,0,4,0,0,1,72,3372,3,161
2020,110130,168,20,820,6,3374,0,0,6,0,0,0,64,3310,3,165
2021,110130,153,23,774,4,3297,0,0,0,0,0,0,73,3224,3,150
2022,110130,130,16,NA,4,NA,0,0,0,0,0,0,NA,NA,NA,NA
2012,110140,170,32,1451,12,4602,0,0,0,0,0,0,60,4542,2,168
2013,110140,223,54,1446,13,4667,0,0,0,0,0,0,75,4592,4,219
2014,110140,204,50,1439,10,4725,0,0,0,0,0,0,80,4645,3,201
2015,110140,240,57,1430,4,4781,0,0,3,0,0,1,76,4705,4,236
2016,110140,173,39,1394,4,4819,0,0,3,0,0,0,72,4747,3,170
2017,110140,200,36,1359,7,4855,1,0,2,0,0,0,58,4797,2,198
2018,110140,220,52,1314,3,4879,2,0,2,0,0,0,54,4825,2,218
2019,110140,199,34,1273,5,4902,2,1,3,0,0,1,59,4843,2,197
2020,110140,167,27,1232,4,4921,2,4,5,0,0,0,59,4862,2,165
2021,110140,175,32,1194,6,4932,2,2,1,0,0,0,49,4883,2,173
2022,110140,166,35,NA,3,NA,4,2,0,0,0,0,NA,NA,NA,NA
2012,110143,99,14,711,2,2331,0,0,0,0,0,0,33,2298,1,98
2013,110143,82,13,666,1,2301,0,0,0,0,0,0,37,2264,1,81
2014,110143,110,19,621,1,2267,0,0,0,0,0,0,39,2228,2,108
2015,110143,73,15,575,2,2232,0,0,1,0,0,0,40,2192,1,72
2016,110143,90,15,552,0,2201,0,0,3,0,0,0,33,2168,1,89
2017,110143,94,14,528,0,2169,3,0,3,0,0,0,24,2145,1,93
2018,110143,87,10,503,1,2133,0,0,1,0,0,0,23,2110,1,86
2019,110143,104,13,479,3,2099,1,0,1,0,0,0,21,2078,1,103
2020,110143,87,9,455,2,2061,0,0,0,0,0,0,25,2036,1,86
2021,110143,85,12,439,1,2023,0,0,1,1,0,0,22,2001,1,84
2022,110143,103,16,NA,4,NA,0,0,0,0,0,0,NA,NA,NA,NA
2012,110145,63,13,465,3,1575,0,0,0,0,0,0,24,1551,1,62
2013,110145,55,16,468,2,1614,0,0,0,0,0,0,24,1590,1,54
2014,110145,49,9,469,1,1650,0,0,0,0,0,0,23,1627,1,48
2015,110145,54,11,471,0,1687,0,0,1,0,0,0,25,1662,1,53
2016,110145,50,7,472,1,1720,0,0,0,0,0,0,26,1694,1,49
2017,110145,51,12,472,2,1750,0,0,1,0,0,1,24,1726,1,50
2018,110145,53,8,472,1,1778,0,0,1,0,0,0,23,1755,1,52
2019,110145,44,7,472,1,1804,1,0,0,0,0,0,20,1784,0,44
2020,110145,59,7,471,2,1830,0,0,1,0,0,1,16,1814,1,58
2021,110145,40,8,461,0,1853,0,0,1,0,0,0,15,1838,0,40
2022,110145,45,10,NA,1,NA,0,0,1,0,0,0,NA,NA,NA,NA
2012,110146,51,12,215,2,722,0,0,0,0,0,0,11,711,1,50
2013,110146,42,13,211,3,716,0,0,0,0,0,0,10,706,1,41
2014,110146,37,14,206,1,709,0,0,0,0,0,0,7,702,0,37
2015,110146,52,20,201,3,701,1,1,1,0,0,0,11,690,1,51
2016,110146,34,8,193,3,693,0,0,2,0,0,0,10,683,0,34
2017,110146,52,13,185,3,683,0,0,0,0,0,0,11,672,1,51
2018,110146,52,9,176,7,670,0,0,0,0,0,0,10,660,1,51
2019,110146,40,8,168,4,661,2,1,1,0,0,0,7,654,0,40
2020,110146,39,7,159,4,649,0,0,0,0,0,0,10,639,1,38
2021,110146,42,11,153,0,639,0,0,1,0,0,0,12,627,1,41
2022,110146,35,9,NA,1,NA,0,0,0,0,0,0,NA,NA,NA,NA
2012,110147,43,10,335,0,1076,0,0,0,0,0,0,43,1033,2,41
2013,110147,39,12,314,0,1046,0,0,0,0,0,0,42,1004,2,37
2014,110147,47,11,298,0,1020,0,0,0,0,0,0,41,979,2,45
2015,110147,40,6,282,0,993,0,0,1,0,0,0,43,950,2,38
2016,110147,56,15,259,0,961,0,0,1,0,0,0,39,922,2,54
2017,110147,63,11,236,0,929,0,0,3,0,0,0,38,891,3,60
2018,110147,38,10,213,0,895,0,0,1,0,0,0,35,860,1,37
2019,110147,43,4,189,1,862,0,0,1,0,0,0,34,828,2,41
2020,110147,38,6,166,0,828,1,0,0,0,0,0,33,795,2,36
2021,110147,40,5,155,0,794,1,0,0,0,0,0,32,762,2,38
2022,110147,40,5,NA,0,NA,0,0,0,0,0,0,NA,NA,NA,NA
2012,110148,64,9,549,0,1890,0,0,0,0,0,0,74,1816,2,62
2013,110148,61,11,511,2,1854,0,0,0,0,0,0,57,1797,2,59
2014,110148,59,8,486,2,1809,0,0,0,0,0,0,65,1744,2,57
2015,110148,73,11,450,2,1764,0,0,4,0,0,0,72,1692,3,70
2016,110148,54,8,424,2,1724,0,0,1,0,0,0,72,1652,2,52
2017,110148,75,12,398,1,1681,0,0,0,1,0,0,71,1610,3,72
2018,110148,54,5,370,0,1631,2,0,1,0,0,0,69,1562,2,52
2019,110148,54,9,344,1,1588,2,0,1,0,0,0,59,1529,2,52
2020,110148,65,6,317,1,1540,1,0,2,0,0,0,55,1485,2,63
2021,110148,45,3,300,1,1488,1,1,1,0,0,0,54,1434,2,43
2022,110148,60,13,NA,0,NA,0,0,0,1,0,0,NA,NA,NA,NA
2012,110149,246,71,1740,10,5539,0,0,0,0,0,0,61,5478,3,243
2013,110149,266,59,1738,17,5674,0,0,0,0,0,0,79,5595,4,262
2014,110149,308,78,1733,22,5806,0,0,0,0,0,0,81,5725,4,304
2015,110149,319,60,1729,15,5934,3,1,6,0,0,0,89,5845,5,314
2016,110149,305,75,1708,17,6049,1,0,3,0,0,0,91,5958,5,300
2017,110149,333,77,1683,13,6157,2,0,5,0,0,0,80,6077,4,329
2018,110149,327,54,1657,5,6259,2,0,8,0,0,0,81,6178,4,323
2019,110149,303,47,1630,13,6355,1,0,4,0,0,0,76,6279,4,299
2020,110149,266,45,1604,8,6448,1,0,4,0,0,0,84,6364,3,263
2021,110149,284,51,1586,6,6538,2,0,3,1,0,0,78,6460,3,281
2022,110149,286,47,NA,4,NA,6,0,7,0,0,1,NA,NA,NA,NA
2012,110150,190,45,1220,8,3831,0,0,0,0,0,0,77,3754,4,186
2013,110150,184,41,1183,5,3837,0,0,0,0,0,0,88,3749,4,180
2014,110150,170,35,1146,3,3843,0,0,0,0,0,0,96,3747,4,166
2015,110150,188,48,1108,4,3846,0,0,3,0,0,0,104,3742,5,183
2016,110150,171,42,1067,3,3824,1,0,0,0,0,0,96,3728,4,167
2017,110150,188,35,1024,8,3800,0,0,1,0,0,0,84,3716,4,184
2018,110150,154,34,979,5,3770,0,0,2,1,0,0,68,3702,3,151
2019,110150,168,34,935,4,3737,2,0,2,0,0,0,67,3670,3,165
2020,110150,162,22,891,10,3704,3,0,5,0,0,0,56,3648,2,160
2021,110150,180,34,852,5,3667,4,0,5,0,0,0,51,3616,3,177
2022,110150,187,19,NA,6,NA,3,0,6,0,0,0,NA,NA,NA,NA
2012,110155,57,11,451,1,1505,0,0,0,0,0,0,50,1455,2,55
2013,110155,80,11,425,5,1473,0,0,0,0,0,0,56,1417,3,77
2014,110155,69,17,400,1,1443,0,0,0,0,0,0,56,1387,3,66
2015,110155,71,12,374,3,1409,0,0,1,0,0,0,56,1353,3,68
2016,110155,59,17,355,1,1379,1,0,1,0,0,0,50,1329,2,57
2017,110155,58,9,335,0,1347,0,0,0,0,0,0,46,1301,2,56
2018,110155,60,7,315,2,1313,1,0,0,0,0,0,39,1274,2,58
2019,110155,64,10,295,1,1278,0,0,1,1,0,0,35,1243,2,62
2020,110155,42,3,275,1,1244,0,0,1,0,0,0,30,1214,1,41
2021,110155,50,2,262,0,1207,0,0,0,0,0,0,27,1180,1,49
2022,110155,53,5,NA,2,NA,0,0,0,0,0,0,NA,NA,NA,NA
2012,110160,133,29,1017,3,3289,0,0,0,0,0,0,56,3233,2,131
2013,110160,106,28,982,7,3277,0,0,0,0,0,0,52,3225,2,104
2014,110160,125,23,947,4,3265,0,0,0,0,0,0,56,3209,2,123
2015,110160,107,24,913,7,3251,1,0,6,0,0,0,59,3192,2,105
2016,110160,131,23,875,2,3227,0,0,3,0,0,0,61,3166,2,129
2017,110160,146,29,835,3,3197,2,0,3,0,0,0,51,3146,2,144
2018,110160,131,23,795,6,3170,1,0,3,0,0,0,44,3126,2,129
2019,110160,97,18,754,2,3134,1,1,4,0,0,0,38,3096,1,96
2020,110160,115,17,714,4,3100,1,0,2,0,0,0,34,3066,1,114
2021,110160,83,17,683,3,3059,0,0,0,0,0,0,31,3028,1,82
2022,110160,91,11,NA,2,NA,1,0,0,0,0,0,NA,NA,NA,NA
2012,110170,146,22,1183,4,4008,0,0,0,0,0,0,128,3880,5,141
2013,110170,150,26,1122,1,3934,0,0,0,0,0,0,122,3812,5,145
2014,110170,122,24,1061,4,3858,0,0,0,0,0,0,127,3731,4,118
2015,110170,138,25,998,2,3773,1,0,2,0,0,0,117,3656,4,134
2016,110170,151,35,955,0,3707,1,0,3,0,0,0,126,3581,5,146
2017,110170,150,33,909,4,3637,1,0,3,0,0,0,124,3513,5,145
2018,110170,139,23,864,4,3556,1,0,2,0,0,0,117,3439,5,134
2019,110170,170,23,818,3,3478,0,1,2,0,0,0,111,3367,5,165
2020,110170,143,14,772,4,3401,1,0,4,0,0,0,109,3292,5,138
2021,110170,161,18,733,1,3315,0,0,0,0,0,0,103,3212,5,156
2022,110170,161,15,NA,6,NA,1,0,0,1,1,0,NA,NA,NA,NA
2012,110175,86,24,952,4,3085,0,0,0,0,0,0,31,3054,1,85
2013,110175,89,16,948,4,3154,0,0,0,0,0,0,32,3122,1,88
2014,110175,128,30,943,8,3222,0,0,0,0,0,0,32,3190,1,127
2015,110175,106,19,938,2,3287,1,0,2,0,0,0,43,3244,1,105
2016,110175,110,21,912,6,3334,4,0,2,0,0,0,40,3294,1,109
2017,110175,86,20,886,5,3376,0,0,1,0,0,0,34,3342,1,85
2018,110175,91,13,857,3,3412,4,1,6,0,0,0,31,3381,1,90
2019,110175,93,12,829,4,3444,1,1,8,0,0,0,28,3416,1,92
2020,110175,72,11,800,3,3473,0,0,3,0,0,0,21,3452,0,72
2021,110175,75,11,776,1,3507,2,0,4,0,0,0,18,3489,0,75
2022,110175,81,8,NA,6,NA,0,0,0,0,0,0,NA,NA,NA,NA
2012,110180,83,22,780,1,2586,0,0,0,0,0,0,52,2534,2,81
2013,110180,107,19,747,2,2543,0,0,0,0,0,0,46,2497,2,105
2014,110180,90,7,703,2,2488,0,0,0,0,0,0,47,2441,2,88
2015,110180,63,10,651,1,2424,2,1,1,0,0,1,58,2366,2,61
2016,110180,98,23,611,4,2357,0,0,1,0,0,0,61,2296,3,95
2017,110180,79,10,572,2,2291,0,0,1,0,0,0,44,2247,2,77
2018,110180,95,18,530,5,2218,1,0,0,0,0,0,35,2183,2,93
2019,110180,81,18,489,2,2143,0,0,0,0,0,0,32,2111,1,80
2020,110180,62,12,448,0,2075,0,0,1,1,0,0,27,2048,1,61
2021,110180,72,13,421,2,1997,0,0,1,0,0,0,26,1971,1,71
2022,110180,84,13,NA,0,NA,0,0,1,0,0,0,NA,NA,NA,NA
2012,120001,253,71,1470,31,4202,0,0,0,0,0,0,71,4131,4,249
2013,120001,258,75,1486,33,4319,0,0,0,0,0,0,65,4254,4,254
2014,120001,269,72,1495,33,4428,0,0,0,0,0,0,58,4370,3,266
2015,120001,217,53,1502,25,4537,2,0,7,0,0,0,68,4469,3,214
2016,120001,222,52,1489,18,4629,1,1,4,0,0,0,74,4555,4,218
2017,120001,256,65,1472,27,4715,3,0,4,0,0,0,85,4630,5,251
2018,120001,216,61,1444,22,4793,2,1,6,0,0,0,81,4712,4,212
2019,120001,257,61,1416,23,4870,2,0,4,1,0,0,88,4782,5,252
2020,120001,237,41,1376,20,4934,2,0,5,1,0,1,123,4811,6,231
2021,120001,251,44,1357,21,5015,1,0,1,0,0,0,85,4930,4,247
2022,120001,205,41,NA,16,NA,2,2,3,0,0,2,NA,NA,NA,NA
2012,120005,219,68,730,38,2036,0,0,0,0,0,0,20,2016,2,217
2013,120005,213,63,744,31,2096,0,0,0,0,0,0,19,2077,2,211
2014,120005,196,71,753,31,2150,0,0,0,0,0,0,17,2133,2,194
2015,120005,238,67,762,47,2206,4,1,7,0,0,0,15,2191,2,236
2016,120005,190,63,780,39,2264,2,0,5,0,0,0,20,2244,2,188
2017,120005,248,66,795,31,2319,8,2,9,0,0,0,21,2298,2,246
2018,120005,264,92,808,28,2372,3,1,7,0,0,0,19,2353,2,262
2019,120005,266,80,818,23,2422,4,1,10,0,0,0,17,2405,2,264
2020,120005,215,65,822,27,2466,5,0,7,0,0,0,12,2454,1,214
2021,120005,271,79,819,67,2506,4,1,11,0,0,0,13,2493,1,270
2022,120005,235,75,NA,55,NA,4,2,16,0,0,0,NA,NA,NA,NA
2012,120010,505,141,2446,60,7361,0,0,0,0,0,0,59,7302,4,501
2013,120010,530,176,2478,49,7551,0,0,0,0,0,0,68,7483,5,525
2014,120010,547,170,2500,47,7732,0,0,0,0,0,0,77,7655,5,542
2015,120010,531,162,2519,46,7913,14,2,56,0,0,0,87,7826,6,525
2016,120010,490,141,2517,50,8065,27,5,63,0,0,0,81,7984,5,485
2017,120010,570,162,2503,49,8208,16,4,57,0,0,0,74,8134,5,565
2018,120010,540,147,2486,43,8348,10,9,42,0,0,0,75,8273,5,535
2019,120010,540,150,2458,32,8475,22,1,57,1,0,0,76,8399,5,535
2020,120010,527,146,2412,36,8584,23,2,50,1,0,0,69,8515,4,523
2021,120010,525,129,2384,37,8698,17,3,46,0,0,0,78,8620,5,520
2022,120010,542,119,NA,40,NA,20,1,43,0,0,0,NA,NA,NA,NA
2012,120013,198,50,917,28,2674,0,0,0,0,0,0,37,2637,3,195
2013,120013,202,70,932,22,2748,0,0,0,0,0,0,38,2710,3,199
2014,120013,242,83,943,29,2819,0,0,0,0,0,0,39,2780,3,239
2015,120013,248,73,954,34,2890,1,1,1,0,0,0,40,2850,3,245
2016,120013,248,75,947,39,2945,0,0,1,0,0,0,41,2904,3,245
2017,120013,307,95,936,46,2995,2,0,3,0,0,0,42,2953,4,303
2018,120013,306,79,924,53,3046,0,1,4,0,0,0,43,3003,4,302
2019,120013,329,87,908,46,3092,0,0,5,0,0,0,43,3049,5,324
2020,120013,241,69,885,28,3132,0,1,4,0,0,1,44,3088,3,238
2021,120013,251,61,871,28,3176,2,0,4,0,0,1,44,3132,4,247
2022,120013,230,58,NA,24,NA,1,0,0,0,0,0,NA,NA,NA,NA
2012,120017,201,53,1111,36,2961,0,0,0,0,0,0,15,2946,1,200
2013,120017,193,52,1148,21,3085,0,0,0,0,0,0,19,3066,1,192
2014,120017,234,75,1179,39,3206,0,0,0,0,0,0,16,3190,1,233
2015,120017,219,60,1210,21,3326,2,0,0,0,0,0,20,3306,1,218
2016,120017,194,47,1187,35,3424,1,0,2,0,0,0,17,3407,1,193
2017,120017,243,71,1164,40,3520,0,0,5,0,0,0,18,3502,1,242
2018,120017,222,59,1133,31,3613,1,1,5,0,0,0,14,3599,1,221
2019,120017,217,55,1099,28,3697,3,0,0,0,0,0,15,3682,1,216
2020,120017,190,49,1058,25,3777,0,0,5,0,0,0,15,3762,1,189
2021,120017,215,58,1045,29,3854,2,0,8,0,0,0,15,3839,1,214
2022,120017,182,40,NA,16,NA,3,0,10,0,0,0,NA,NA,NA,NA
2012,120020,1741,494,9731,284,26777,0,0,0,0,0,0,348,26429,23,1718
2013,120020,1783,518,9776,273,27215,0,0,0,0,0,0,354,26861,23,1760
2014,120020,1818,518,9761,270,27597,0,0,0,0,0,0,386,27211,25,1793
2015,120020,1839,498,9755,236,27991,54,5,107,0,0,0,364,27627,24,1815
2016,120020,1632,438,9752,192,28378,29,8,81,0,0,0,341,28037,20,1612
2017,120020,1684,446,9689,197,28715,27,7,71,0,0,1,345,28370,20,1664
2018,120020,1756,434,9622,204,29044,33,8,60,0,0,0,378,28666,23,1733
2019,120020,1809,433,9519,201,29332,40,5,60,0,0,0,381,28951,24,1785
2020,120020,1691,383,9334,183,29538,44,12,60,0,0,0,414,29124,24,1667
2021,120020,1794,417,9185,175,29703,57,25,79,0,0,0,446,29257,27,1767
2022,120020,1575,315,NA,140,NA,24,13,60,0,0,0,NA,NA,NA,NA
2012,120025,282,65,1749,21,5295,0,0,0,0,0,0,58,5237,3,279
2013,120025,275,82,1765,28,5408,0,0,0,0,0,0,59,5349,3,272
2014,120025,262,68,1773,25,5514,0,0,0,0,0,0,55,5459,3,259
2015,120025,279,87,1779,22,5617,13,5,35,0,0,0,62,5555,3,276
2016,120025,270,68,1797,32,5733,17,4,31,0,0,0,63,5670,3,267
2017,120025,291,72,1801,28,5836,13,0,40,1,0,0,64,5772,3,288
2018,120025,273,62,1799,17,5932,14,3,33,0,0,0,65,5867,3,270
2019,120025,314,71,1794,23,6026,9,3,37,0,0,0,66,5960,3,311
2020,120025,293,65,1775,25,6104,13,2,19,0,0,0,55,6049,3,290
2021,120025,304,57,1760,23,6186,9,9,34,0,0,0,56,6130,3,301
2022,120025,278,46,NA,23,NA,14,3,28,0,0,0,NA,NA,NA,NA
2012,120030,904,259,4035,294,9957,0,0,0,0,0,0,60,9897,5,899
2013,120030,791,249,4068,221,10074,0,0,0,0,0,0,60,10014,5,786
2014,120030,829,263,4080,278,10169,0,0,0,0,0,0,61,10108,5,824
2015,120030,772,259,4089,211,10266,3,0,6,0,0,0,72,10194,5,767
2016,120030,834,268,4082,213,10341,3,0,0,0,0,0,83,10258,7,827
2017,120030,833,238,4058,225,10402,2,1,7,0,0,0,83,10319,7,826
2018,120030,833,276,4025,190,10452,8,1,7,0,0,0,84,10368,7,826
2019,120030,871,262,3976,179,10485,2,0,10,0,0,0,84,10401,7,864
2020,120030,789,224,3896,147,10489,6,0,10,0,0,0,73,10416,6,783
2021,120030,889,262,3817,174,10502,5,2,16,0,0,0,84,10418,7,882
2022,120030,809,251,NA,149,NA,5,1,5,1,0,0,NA,NA,NA,NA
2012,120032,269,84,921,104,2012,0,0,0,0,0,0,4,2008,1,268
2013,120032,271,83,959,96,2094,0,0,0,0,0,0,4,2090,1,270
2014,120032,282,82,992,95,2173,0,0,0,0,0,0,48,2125,6,276
2015,120032,273,102,1024,85,2250,0,0,3,0,0,0,40,2210,5,268
2016,120032,263,86,1041,103,2322,0,0,3,0,0,0,23,2299,3,260
2017,120032,266,91,1052,93,2389,0,0,1,0,0,0,7,2382,1,265
2018,120032,274,96,1063,79,2456,1,0,3,0,0,0,5,2451,1,273
2019,120032,218,76,1069,48,2518,1,0,2,0,0,0,5,2513,0,218
2020,120032,205,65,1067,46,2571,0,1,3,0,0,0,5,2566,0,205
2021,120032,296,105,1059,79,2626,1,0,2,0,0,0,5,2621,1,295
2022,120032,230,79,NA,56,NA,2,0,1,0,0,0,NA,NA,NA,NA
2012,120033,386,98,1885,92,4990,0,0,0,0,0,0,20,4970,2,384
2013,120033,399,117,1912,83,5136,0,0,0,0,0,0,21,5115,2,397
2014,120033,413,103,1933,71,5277,0,0,0,0,0,0,16,5261,1,412
2015,120033,395,108,1950,67,5414,2,0,7,0,0,0,22,5392,2,393
2016,120033,325,95,1959,47,5556,6,2,13,0,0,0,22,5534,1,324
2017,120033,358,92,1960,64,5689,2,1,10,0,0,0,23,5666,1,357
2018,120033,367,109,1956,43,5818,7,2,13,0,0,0,12,5806,1,366
2019,120033,345,88,1947,51,5943,3,1,11,0,0,0,12,5931,1,344
2020,120033,420,113,1920,54,6047,7,3,16,0,0,0,12,6035,1,419
2021,120033,379,97,1912,39,6148,10,4,10,0,0,0,6,6142,0,379
2022,120033,330,89,NA,39,NA,3,2,11,0,0,0,NA,NA,NA,NA
2012,120034,256,82,938,67,2470,0,0,0,0,0,0,5,2465,1,255
2013,120034,229,69,946,46,2529,0,0,0,0,0,0,5,2524,0,229
2014,120034,243,75,951,60,2584,0,0,0,0,0,0,8,2576,1,242
2015,120034,266,86,954,55,2638,1,0,0,0,0,0,11,2627,1,265
2016,120034,236,62,953,61,2692,0,0,4,0,0,0,11,2681,1,235
2017,120034,261,64,947,59,2740,2,1,0,0,0,0,11,2729,1,260
2018,120034,252,78,940,49,2789,0,0,1,0,0,0,8,2781,1,251
2019,120034,230,74,929,51,2832,2,0,1,0,0,0,8,2824,1,229
2020,120034,280,87,911,53,2869,0,1,0,0,0,0,11,2858,1,279
2021,120034,276,74,901,66,2903,1,0,1,0,0,0,12,2891,1,275
2022,120034,242,70,NA,37,NA,0,0,0,0,0,0,NA,NA,NA,NA
2012,120035,474,125,1993,153,4424,0,0,0,0,0,0,4,4420,0,474
2013,120035,485,138,2067,137,4601,0,0,0,0,0,0,5,4596,0,485
2014,120035,458,126,2132,137,4771,0,0,0,0,0,0,5,4766,0,458
2015,120035,445,139,2194,119,4938,1,1,2,0,0,0,5,4933,0,445
2016,120035,352,110,2246,85,5120,3,2,5,0,0,0,5,5115,0,352
2017,120035,388,121,2288,78,5293,7,0,2,0,0,0,5,5288,0,388
2018,120035,407,129,2328,89,5465,2,0,7,0,0,0,5,5460,0,407
2019,120035,448,139,2359,80,5628,2,0,10,0,0,0,6,5622,0,448
2020,120035,334,97,2369,67,5767,2,0,14,0,0,0,6,5761,0,334
2021,120035,443,155,2368,87,5897,7,2,7,0,0,0,6,5891,0,443
