"codmunres";"ano";"total_de_nascidos_vivos";"nascidos_vivos_asfixia1";"nascidos_vivos_asfixia2"
410780;2019;60;0;0
410780;2020;73;0;0
410780;2021;40;0;0
410785;2015;90;0;0
410785;2016;60;0;0
410785;2017;74;0;0
410785;2018;79;2;2
410785;2019;64;0;0
410785;2020;75;0;0
410785;2021;71;2;2
410790;2015;90;0;0
410790;2016;80;1;1
410790;2017;116;0;0
410790;2018;108;2;2
410790;2019;122;0;0
410790;2020;126;0;0
410790;2021;115;0;0
410800;2015;191;1;1
410800;2016;198;2;2
410800;2017;150;1;1
410800;2018;161;2;2
410800;2019;133;0;0
410800;2020;148;1;1
410800;2021;131;0;0
410810;2015;33;0;0
410810;2016;28;0;0
410810;2017;27;0;0
410810;2018;38;0;0
410810;2019;40;0;0
410810;2020;27;0;0
410810;2021;32;2;2
410820;2015;93;1;1
410820;2016;81;0;0
410820;2017;109;0;0
410820;2018;84;2;2
410820;2019;84;0;0
410820;2020;76;0;0
410820;2021;101;0;0
410830;2015;4327;24;24
410830;2016;4198;35;35
410830;2017;4401;36;36
410830;2018;4422;29;29
410830;2019;4423;35;35
410830;2020;4159;28;28
410830;2021;3936;29;29
410832;2015;82;2;2
410832;2016;108;0;0
410832;2017;94;0;0
410832;2018;98;0;0
410832;2019;99;1;1
410832;2020;117;3;3
410832;2021;124;2;2
410840;2015;1252;13;13
410840;2016;1301;10;10
410840;2017;1313;12;12
410840;2018;1325;13;13
410840;2019;1348;6;6
410840;2020;1276;11;11
410840;2021;1283;16;16
410845;2015;92;1;1
410845;2016;91;1;1
410845;2017;76;2;2
410845;2018;56;0;0
410845;2019;72;1;1
410845;2020;89;0;0
410845;2021;75;2;2
410850;2015;238;4;4
410850;2016;232;10;10
410850;2017;199;3;3
410850;2018;205;0;0
410850;2019;194;0;0
410850;2020;198;1;1
410850;2021;177;0;0
410855;2015;33;1;1
410855;2016;22;0;0
410855;2017;38;1;1
410855;2018;48;0;0
410855;2019;20;0;0
410855;2020;24;0;0
410855;2021;22;0;0
410860;2015;364;2;2
410860;2016;373;2;2
410860;2017;383;2;2
410860;2018;373;2;2
410860;2019;367;4;4
410860;2020;334;1;1
410860;2021;320;0;0
410865;2015;126;3;3
410865;2016;106;1;1
410865;2017;108;0;0
410865;2018;117;2;2
410865;2019;91;2;2
410865;2020;108;2;2
410865;2021;87;0;0
410870;2015;84;2;2
410870;2016;85;1;1
410870;2017;88;0;0
410870;2018;96;0;0
410870;2019;85;0;0
410870;2020;84;0;0
410870;2021;60;2;2
410880;2015;547;3;3
410880;2016;469;4;4
410880;2017;496;1;1
410880;2018;555;7;7
410880;2019;500;5;5
410880;2020;449;4;4
410880;2021;471;2;2
410890;2015;73;1;1
410890;2016;91;0;0
410890;2017;77;0;0
410890;2018;102;0;0
410890;2019;98;0;0
410890;2020;78;1;1
410890;2021;94;0;0
410895;2015;89;1;1
410895;2016;111;2;2
410895;2017;114;2;2
410895;2018;149;2;2
410895;2019;103;1;1
410895;2020;71;1;1
410895;2021;98;1;1
410900;2015;65;0;0
410900;2016;56;0;0
410900;2017;55;1;1
410900;2018;64;1;1
410900;2019;51;0;0
410900;2020;50;0;0
410900;2021;57;2;2
410910;2015;30;0;0
410910;2016;21;0;0
410910;2017;21;0;0
410910;2018;20;0;0
410910;2019;26;0;0
410910;2020;18;0;0
410910;2021;23;1;1
410920;2015;59;0;0
410920;2016;31;0;0
410920;2017;67;2;2
410920;2018;48;0;0
410920;2019;62;0;0
410920;2020;54;0;0
410920;2021;38;2;2
410930;2015;214;3;3
410930;2016;198;2;2
410930;2017;210;2;2
410930;2018;203;0;0
410930;2019;164;3;3
410930;2020;191;1;1
410930;2021;163;1;1
410940;2015;2984;39;39
410940;2016;2847;25;25
410940;2017;2984;18;18
410940;2018;3062;21;21
410940;2019;3014;17;17
410940;2020;2932;17;17
410940;2021;2723;13;13
410950;2015;89;2;2
410950;2016;104;2;2
410950;2017;99;0;0
410950;2018;99;2;2
410950;2019;122;0;0
410950;2020;110;1;1
410950;2021;98;0;0
410960;2015;573;4;4
410960;2016;519;9;9
410960;2017;512;3;3
410960;2018;531;6;6
410960;2019;500;6;6
410960;2020;537;9;9
410960;2021;519;8;8
410965;2015;75;0;0
410965;2016;78;0;0
410965;2017;55;1;1
410965;2018;64;2;2
410965;2019;65;0;0
410965;2020;73;0;0
410965;2021;60;0;0
410970;2015;333;8;8
410970;2016;351;5;5
410970;2017;346;5;5
410970;2018;407;7;7
410970;2019;391;4;4
410970;2020;360;4;4
410970;2021;364;3;3
410975;2015;110;3;3
410975;2016;99;0;0
410975;2017;94;1;1
410975;2018;132;3;3
410975;2019;91;0;0
410975;2020;93;0;0
410975;2021;79;1;1
410980;2015;712;7;7
410980;2016;727;5;5
410980;2017;701;3;3
410980;2018;702;2;2
410980;2019;649;5;5
410980;2020;624;7;7
410980;2021;576;5;5
410990;2015;113;4;4
410990;2016;121;1;1
410990;2017;114;0;0
410990;2018;126;2;2
410990;2019;145;1;1
410990;2020;107;2;2
410990;2021;90;0;0
411000;2015;71;0;0
411000;2016;63;0;0
411000;2017;54;0;0
411000;2018;63;0;0
411000;2019;84;1;1
411000;2020;64;0;0
411000;2021;59;2;2
411005;2015;27;0;0
411005;2016;28;0;0
411005;2017;26;0;0
411005;2018;18;0;0
411005;2019;23;1;1
411005;2020;21;1;1
411005;2021;19;0;0
411007;2015;200;3;3
411007;2016;222;1;1
411007;2017;178;2;2
411007;2018;170;1;1
411007;2019;183;0;0
411007;2020;163;0;0
411007;2021;185;2;2
411010;2015;449;2;2
411010;2016;503;3;3
411010;2017;471;5;5
411010;2018;470;7;7
411010;2019;484;9;9
411010;2020;443;4;4
411010;2021;498;4;4
411020;2015;163;3;3
411020;2016;139;3;3
411020;2017;172;1;1
411020;2018;128;3;3
411020;2019;158;1;1
411020;2020;169;3;3
411020;2021;171;4;4
411030;2015;39;1;1
411030;2016;35;1;1
411030;2017;32;0;0
411030;2018;22;0;0
411030;2019;36;0;0
411030;2020;33;0;0
411030;2021;22;0;0
411040;2015;53;0;0
411040;2016;66;1;1
411040;2017;51;0;0
411040;2018;53;0;0
411040;2019;57;0;0
411040;2020;52;0;0
411040;2021;58;0;0
411050;2015;195;1;1
411050;2016;202;1;1
411050;2017;192;2;2
411050;2018;195;1;1
411050;2019;211;5;5
411050;2020;209;4;4
411050;2021;180;3;3
411060;2015;206;1;1
411060;2016;203;0;0
411060;2017;193;1;1
411060;2018;234;0;0
411060;2019;207;4;4
411060;2020;211;0;0
411060;2021;216;3;3
411065;2015;24;1;1
411065;2016;23;0;0
411065;2017;20;0;0
411065;2018;30;0;0
411065;2019;26;0;0
411065;2020;32;1;1
411065;2021;22;0;0
411070;2015;857;5;5
411070;2016;853;7;7
411070;2017;850;5;5
411070;2018;824;7;7
411070;2019;805;12;12
411070;2020;746;3;3
411070;2021;700;8;8
411080;2015;144;0;0
411080;2016;146;1;1
411080;2017;145;4;4
411080;2018;160;4;4
411080;2019;128;2;2
411080;2020;129;2;2
411080;2021;122;1;1
411090;2015;72;0;0
411090;2016;57;0;0
411090;2017;66;1;1
411090;2018;58;0;0
411090;2019;48;0;0
411090;2020;58;1;1
411090;2021;64;1;1
411095;2015;153;1;1
411095;2016;142;0;0
411095;2017;194;1;1
411095;2018;157;2;2
411095;2019;166;0;0
411095;2020;138;1;1
411095;2021;167;0;0
411100;2015;60;1;1
411100;2016;65;1;1
411100;2017;66;1;1
411100;2018;65;0;0
411100;2019;87;2;2
411100;2020;58;0;0
411100;2021;59;1;1
411110;2015;55;1;1
411110;2016;66;0;0
411110;2017;73;2;2
411110;2018;84;0;0
411110;2019;69;1;1
411110;2020;71;2;2
411110;2021;64;3;3
411120;2015;159;1;1
411120;2016;153;4;4
411120;2017;189;0;0
411120;2018;169;4;4
411120;2019;179;1;1
411120;2020;159;1;1
411120;2021;142;1;1
411125;2015;500;6;6
411125;2016;498;9;9
411125;2017;527;6;6
411125;2018;527;5;5
411125;2019;506;2;2
411125;2020;529;0;0
411125;2021;479;5;5
411130;2015;42;0;0
411130;2016;48;1;1
411130;2017;38;0;0
411130;2018;55;0;0
411130;2019;47;1;1
411130;2020;45;0;0
411130;2021;42;1;1
411140;2015;206;1;1
411140;2016;185;1;1
411140;2017;196;0;0
411140;2018;206;0;0
411140;2019;166;1;1
411140;2020;197;6;6
411140;2021;191;0;0
411150;2015;404;6;6
411150;2016;372;3;3
411150;2017;389;1;1
411150;2018;401;2;2
411150;2019;414;2;2
411150;2020;347;2;2
411150;2021;340;3;3
411155;2015;116;1;1
411155;2016;122;1;1
411155;2017;91;0;0
411155;2018;90;0;0
411155;2019;82;0;0
411155;2020;88;2;2
411155;2021;74;0;0
411160;2015;24;0;0
411160;2016;32;1;1
411160;2017;38;0;0
411160;2018;32;0;0
411160;2019;36;0;0
411160;2020;34;1;1
411160;2021;24;0;0
411170;2015;50;0;0
411170;2016;99;1;1
411170;2017;79;2;2
411170;2018;67;1;1
411170;2019;62;0;0
411170;2020;73;0;0
411170;2021;56;0;0
411180;2015;577;6;6
411180;2016;539;3;3
411180;2017;543;4;4
411180;2018;601;3;3
411180;2019;606;4;4
411180;2020;570;15;15
411180;2021;580;5;5
411190;2015;182;1;1
411190;2016;167;1;1
411190;2017;177;1;1
411190;2018;163;3;3
411190;2019;166;2;2
411190;2020;170;1;1
411190;2021;180;1;1
411200;2015;622;4;4
411200;2016;581;5;5
411200;2017;552;2;2
411200;2018;553;6;6
411200;2019;499;9;9
411200;2020;530;4;4
411200;2021;481;5;5
411210;2015;278;1;1
411210;2016;266;3;3
411210;2017;273;0;0
411210;2018;260;2;2
411210;2019;265;4;4
411210;2020;235;2;2
411210;2021;252;2;2
411220;2015;71;2;2
411220;2016;86;2;2
411220;2017;72;2;2
411220;2018;72;2;2
411220;2019;47;0;0
411220;2020;56;0;0
411220;2021;67;0;0
411230;2015;81;1;1
411230;2016;56;0;0
411230;2017;74;1;1
411230;2018;77;0;0
411230;2019;57;1;1
411230;2020;55;2;2
411230;2021;75;1;1
411240;2015;87;1;1
411240;2016;102;2;2
411240;2017;109;2;2
411240;2018;96;0;0
411240;2019;96;0;0
411240;2020;92;0;0
411240;2021;75;0;0
411250;2015;128;1;1
411250;2016;141;1;1
411250;2017;131;1;1
411250;2018;153;1;1
411250;2019;146;1;1
411250;2020;135;1;1
411250;2021;134;4;4
411260;2015;13;0;0
411260;2016;18;0;0
411260;2017;14;0;0
411260;2018;31;0;0
411260;2019;13;1;1
411260;2020;14;0;0
411260;2021;17;0;0
411270;2015;179;1;1
411270;2016;174;1;1
411270;2017;197;3;3
411270;2018;173;2;2
411270;2019;152;1;1
411270;2020;159;2;2
411270;2021;156;1;1
411275;2015;101;0;0
411275;2016;101;1;1
411275;2017;101;0;0
411275;2018;97;0;0
411275;2019;98;0;0
411275;2020;104;0;0
411275;2021;82;0;0
411280;2015;189;1;1
411280;2016;157;2;2
411280;2017;163;2;2
411280;2018;147;1;1
411280;2019;168;0;0
411280;2020;172;2;2
411280;2021;173;1;1
411290;2015;41;0;0
411290;2016;42;0;0
411290;2017;31;0;0
411290;2018;51;1;1
411290;2019;39;0;0
411290;2020;43;0;0
411290;2021;44;0;0
411295;2015;74;0;0
411295;2016;100;1;1
411295;2017;96;0;0
411295;2018;103;0;0
411295;2019;103;0;0
411295;2020;99;0;0
411295;2021;113;2;2
411300;2015;91;0;0
411300;2016;86;0;0
411300;2017;90;0;0
411300;2018;88;0;0
411300;2019;85;0;0
411300;2020;69;0;0
411300;2021;73;0;0
411310;2015;57;1;1
411310;2016;47;2;2
411310;2017;49;1;1
411310;2018;51;0;0
411310;2019;50;1;1
411310;2020;50;1;1
411310;2021;45;0;0
411320;2015;637;7;7
411320;2016;593;9;9
411320;2017;565;5;5
411320;2018;604;3;3
411320;2019;579;3;3
411320;2020;539;5;5
411320;2021;549;4;4
411325;2015;92;3;3
411325;2016;80;1;1
411325;2017;95;0;0
411325;2018;71;0;0
411325;2019;85;1;1
411325;2020;92;0;0
411325;2021;86;2;2
411330;2015;568;5;5
411330;2016;467;3;3
411330;2017;480;11;11
411330;2018;535;7;7
411330;2019;512;7;7
411330;2020;491;6;6
411330;2021;449;5;5
411340;2015;51;1;1
411340;2016;37;1;1
411340;2017;48;3;3
411340;2018;34;0;0
411340;2019;46;0;0
411340;2020;43;2;2
411340;2021;33;0;0
411342;2015;43;1;1
411342;2016;53;0;0
411342;2017;52;1;1
411342;2018;53;0;0
411342;2019;51;0;0
411342;2020;32;1;1
411342;2021;44;0;0
411345;2015;67;1;1
411345;2016;78;0;0
411345;2017;71;0;0
411345;2018;75;0;0
411345;2019;87;0;0
411345;2020;64;0;0
411345;2021;62;1;1
411350;2015;335;2;2
411350;2016;266;3;3
411350;2017;325;2;2
411350;2018;355;0;0
411350;2019;318;1;1
411350;2020;323;0;0
411350;2021;304;0;0
411360;2015;65;2;2
411360;2016;52;2;2
411360;2017;59;0;0
411360;2018;55;0;0
411360;2019;48;0;0
411360;2020;48;1;1
411360;2021;49;0;0
411370;2015;7365;68;68
411370;2016;7012;52;52
411370;2017;7116;67;68
411370;2018;7002;71;71
411370;2019;6907;75;75
411370;2020;6420;51;51
411370;2021;6253;63;63
411373;2015;110;2;2
411373;2016;105;0;0
411373;2017;84;1;1
411373;2018;95;1;1
411373;2019;94;0;0
411373;2020;92;1;1
411373;2021;91;1;1
411375;2015;61;1;1
411375;2016;52;0;0
411375;2017;56;0;0
411375;2018;67;0;0
411375;2019;54;0;0
411375;2020;49;0;0
411375;2021;38;0;0
411380;2015;56;0;0
411380;2016;52;2;2
411380;2017;41;2;2
411380;2018;48;0;0
411380;2019;43;1;1
411380;2020;45;1;1
411380;2021;58;1;1
411390;2015;164;7;7
411390;2016;156;1;1
411390;2017;169;1;1
411390;2018;177;0;0
411390;2019;162;1;1
411390;2020;135;1;1
411390;2021;150;1;1
411400;2015;181;5;5
411400;2016;163;1;1
411400;2017;202;0;0
411400;2018;169;1;1
411400;2019;150;0;0
411400;2020;151;0;0
411400;2021;180;1;1
411410;2015;305;3;3
411410;2016;361;3;3
411410;2017;354;2;2
411410;2018;373;1;1
411410;2019;433;1;1
411410;2020;423;3;3
411410;2021;416;5;5
411420;2015;504;4;4
411420;2016;468;5;5
411420;2017;508;4;4
411420;2018;496;4;4
411420;2019;521;2;2
411420;2020;491;1;1
411420;2021;446;3;3
411430;2015;359;2;2
411430;2016;327;1;1
411430;2017;401;10;10
411430;2018;343;7;7
411430;2019;370;3;3
411430;2020;339;5;5
411430;2021;349;3;3
411435;2015;38;0;0
411435;2016;42;0;0
411435;2017;36;0;0
411435;2018;20;0;0
411435;2019;29;1;1
411435;2020;35;0;0
411435;2021;27;0;0
411440;2015;311;6;6
411440;2016;253;2;2
411440;2017;248;1;1
411440;2018;252;5;5
411440;2019;276;1;1
411440;2020;240;2;2
411440;2021;307;1;1
411450;2015;230;1;1
411450;2016;223;1;1
411450;2017;194;0;0
411450;2018;177;0;0
411450;2019;186;1;1
411450;2020;215;0;0
411450;2021;172;0;0
411460;2015;660;4;4
411460;2016;683;4;4
411460;2017;758;4;4
411460;2018;761;7;7
411460;2019;753;7;8
411460;2020;744;2;2
411460;2021;765;5;5
411470;2015;74;1;1
411470;2016;51;2;2
411470;2017;76;0;0
411470;2018;70;1;1
411470;2019;73;1;1
411470;2020;67;0;0
411470;2021;67;1;1
411480;2015;498;7;7
411480;2016;543;1;1
411480;2017;493;6;6
411480;2018;487;6;6
411480;2019;555;2;2
411480;2020;551;3;3
411480;2021;511;5;5
411490;2015;137;0;0
411490;2016;124;0;0
411490;2017;115;2;2
411490;2018;119;1;1
411490;2019;150;2;2
411490;2020;125;1;1
411490;2021;87;1;1
411500;2015;99;0;0
411500;2016;92;1;1
411500;2017;85;0;0
411500;2018;85;0;0
411500;2019;114;0;0
411500;2020;78;0;0
411500;2021;84;1;1
411510;2015;183;3;3
411510;2016;134;1;1
411510;2017;147;3;3
411510;2018;149;1;1
411510;2019;148;5;5
411510;2020;146;1;1
411510;2021;114;2;2
411520;2015;5087;20;20
411520;2016;4794;24;24
411520;2017;5157;46;46
411520;2018;4985;42;42
411520;2019;5120;48;48
411520;2020;4803;31;31
411520;2021;4466;38;38
411530;2015;90;0;0
411530;2016;77;0;0
411530;2017;89;1;1
411530;2018;89;0;0
411530;2019;88;1;1
411530;2020;84;0;0
411530;2021;85;0;0
411535;2015;70;1;1
411535;2016;90;2;2
411535;2017;82;0;0
411535;2018;83;1;1
411535;2019;91;0;0
411535;2020;76;0;0
411535;2021;65;1;1
411540;2015;212;1;1
411540;2016;196;3;3
411540;2017;211;2;2
411540;2018;194;3;3
411540;2019;191;1;1
411540;2020;209;2;2
411540;2021;217;0;0
411545;2015;57;0;0
411545;2016;49;0;0
411545;2017;72;1;1
411545;2018;65;0;0
411545;2019;68;1;1
411545;2020;56;0;0
411545;2021;57;1;1
411550;2015;60;2;2
411550;2016;54;0;0
411550;2017;59;3;3
411550;2018;51;0;0
411550;2019;56;2;2
411550;2020;47;0;0
411550;2021;53;0;0
411560;2015;254;2;2
411560;2016;249;2;2
411560;2017;280;0;0
411560;2018;254;2;2
411560;2019;262;1;1
411560;2020;292;1;1
411560;2021;283;6;6
411570;2015;507;3;3
411570;2016;474;5;5
411570;2017;483;5;5
411570;2018;524;3;3
411570;2019;523;9;9
411570;2020;519;8;8
411570;2021;496;7;7
411573;2015;39;0;0
411573;2016;38;0;0
411573;2017;37;0;0
411573;2018;53;0;0
411573;2019;50;0;0
411573;2020;37;0;0
411573;2021;47;1;1
411575;2015;156;3;3
411575;2016;154;2;2
411575;2017;155;0;0
411575;2018;165;0;0
411575;2019;167;2;2
411575;2020;157;0;0
411575;2021;177;1;1
411580;2015;726;6;6
411580;2016;680;13;13
411580;2017;768;8;8
411580;2018;741;5;5
411580;2019;823;6;6
411580;2020;794;6;6
411580;2021;770;11;11
411585;2015;63;0;0
411585;2016;78;1;1
411585;2017;77;1;1
411585;2018;63;0;0
411585;2019;74;1;1
411585;2020;62;0;0
411585;2021;51;1;1
411590;2015;28;0;0
411590;2016;25;2;2
411590;2017;40;0;0
411590;2018;30;0;0
411590;2019;31;0;0
411590;2020;31;0;0
411590;2021;33;0;0
411600;2015;31;0;0
411600;2016;27;0;0
411600;2017;16;0;0
411600;2018;24;0;0
411600;2019;22;0;0
411600;2020;26;0;0
411600;2021;16;0;0
411605;2015;137;0;0
411605;2016;129;3;3
411605;2017;135;1;1
411605;2018;132;2;2
411605;2019;152;2;2
411605;2020;133;3;3
411605;2021;120;1;1
411610;2015;177;2;2
411610;2016;137;3;3
411610;2017;158;0;0
411610;2018;147;1;1
411610;2019;136;0;0
411610;2020;124;0;0
411610;2021;120;2;2
411620;2015;226;3;3
411620;2016;233;3;3
411620;2017;231;3;3
411620;2018;235;2;2
411620;2019;243;0;0
411620;2020;220;1;1
411620;2021;200;3;3
411630;2015;51;1;1
411630;2016;48;0;0
411630;2017;52;1;1
411630;2018;61;0;0
411630;2019;42;1;1
411630;2020;49;0;0
411630;2021;50;1;1
411640;2015;59;0;0
411640;2016;61;0;0
411640;2017;53;1;1
411640;2018;50;1;1
411640;2019;36;0;0
411640;2020;53;1;1
411640;2021;44;0;0
411650;2015;30;0;0
411650;2016;25;0;0
411650;2017;21;0;0
411650;2018;18;0;0
411650;2019;24;0;0
411650;2020;14;0;0
411650;2021;23;0;0
411660;2015;49;1;1
411660;2016;33;1;1
411660;2017;40;0;0
411660;2018;31;0;0
411660;2019;49;0;0
411660;2020;35;0;0
411660;2021;37;0;0
411670;2015;137;1;1
411670;2016;131;4;4
411670;2017;142;1;1
411670;2018;164;0;0
411670;2019;140;1;1
411670;2020;146;0;0
411670;2021;129;0;0
411680;2015;97;0;0
411680;2016;94;1;1
411680;2017;99;1;1
411680;2018;83;3;3
411680;2019;81;0;0
411680;2020;93;1;1
411680;2021;89;0;0
411690;2015;359;1;1
411690;2016;323;3;3
411690;2017;330;2;2
411690;2018;324;2;2
411690;2019;366;4;4
411690;2020;285;1;1
411690;2021;282;5;5
411695;2015;59;0;0
411695;2016;69;0;0
411695;2017;67;0;0
411695;2018;73;1;1
411695;2019;76;0;0
411695;2020;74;0;0
411695;2021;53;0;0
411700;2015;99;1;1
411700;2016;87;2;2
411700;2017;92;1;1
411700;2018;82;1;1
411700;2019;80;0;0
411700;2020;66;0;0
411700;2021;78;1;1
411705;2015;160;1;1
411705;2016;159;4;4
411705;2017;145;0;0
411705;2018;177;3;3
411705;2019;179;5;5
411705;2020;177;1;1
411705;2021;165;2;2
411710;2015;190;4;4
411710;2016;157;3;3
411710;2017;165;3;3
411710;2018;150;3;3
411710;2019;174;0;0
411710;2020;149;0;0
411710;2021;142;0;0
411720;2015;72;1;1
411720;2016;76;1;1
411720;2017;74;0;0
411720;2018;74;0;0
411720;2019;52;2;2
411720;2020;67;1;1
411720;2021;68;0;0
411721;2015;49;2;2
411721;2016;55;0;0
411721;2017;52;0;0
411721;2018;62;0;0
411721;2019;47;0;0
411721;2020;49;1;1
411721;2021;56;1;1
411722;2015;106;1;1
411722;2016;134;1;1
411722;2017;128;2;2
411722;2018;120;1;1
411722;2019;108;1;1
411722;2020;108;0;0
411722;2021;107;0;0
411725;2015;129;0;0
411725;2016;119;1;1
411725;2017;117;1;1
411725;2018;147;3;3
411725;2019;118;1;1
411725;2020;134;2;2
411725;2021;120;1;1
411727;2015;73;2;2
411727;2016;81;0;0
411727;2017;101;0;0
411727;2018;85;0;0
411727;2019;98;0;0
411727;2020;86;1;1
411727;2021;92;2;2
411729;2015;29;0;0
411729;2016;36;0;0
411729;2017;44;1;1
411729;2018;31;0;0
411729;2019;28;0;0
411729;2020;42;1;1
411729;2021;35;1;1
411730;2015;301;4;4
411730;2016;372;5;5
411730;2017;315;4;4
411730;2018;337;2;2
411730;2019;330;3;3
411730;2020;348;3;3
411730;2021;361;5;5
411740;2015;38;0;0
411740;2016;44;0;0
411740;2017;40;1;1
411740;2018;38;1;1
411740;2019;27;0;0
411740;2020;34;0;0
411740;2021;32;0;0
411745;2015;77;0;0
411745;2016;72;0;0
411745;2017;88;1;1
411745;2018;82;0;0
411745;2019;82;1;1
411745;2020;74;0;0
411745;2021;89;2;2
411750;2015;600;5;5
411750;2016;625;3;3
411750;2017;646;6;6
411750;2018;598;11;11
411750;2019;678;6;6
411750;2020;629;9;9
411750;2021;615;4;4
411760;2015;821;8;8
411760;2016;890;3;3
411760;2017;840;5;5
411760;2018;874;8;8
411760;2019;867;4;4
411760;2020;811;12;12
411760;2021;827;5;5
411770;2015;485;2;2
411770;2016;442;5;5
411770;2017;489;11;11
411770;2018;472;7;7
411770;2019;506;6;6
411770;2020;429;6;6
411770;2021;454;3;3
411780;2015;210;1;1
411780;2016;192;4;4
411780;2017;217;3;3
411780;2018;231;0;0
411780;2019;194;4;4
411780;2020;194;1;1
411780;2021;186;1;1
411790;2015;520;1;1
411790;2016;453;1;1
411790;2017;505;3;3
411790;2018;530;0;0
411790;2019;541;1;1
411790;2020;529;3;3
411790;2021;498;3;3
411800;2015;198;2;2
411800;2016;167;0;1
411800;2017;185;1;1
411800;2018;176;0;0
411800;2019;170;3;3
411800;2020;190;2;2
411800;2021;179;0;0
411810;2015;160;0;0
411810;2016;145;1;1
411810;2017;147;1;1
411810;2018;149;1;1
411810;2019;132;2;2
411810;2020;118;2;2
411810;2021;126;0;0
411820;2015;2469;16;16
411820;2016;2156;16;16
411820;2017;2360;24;24
411820;2018;2327;18;18
411820;2019;2323;17;17
411820;2020;2231;12;12
411820;2021;2143;15;15
411830;2015;44;0;0
411830;2016;38;0;0
411830;2017;40;0;0
411830;2018;26;0;0
411830;2019;34;0;0
411830;2020;25;0;0
411830;2021;27;0;0
411840;2015;1234;3;3
411840;2016;1269;6;6
411840;2017;1287;2;2
411840;2018;1273;3;3
411840;2019;1287;7;7
411840;2020;1083;1;1
411840;2021;1137;4;4
411845;2015;81;1;1
411845;2016;64;0;0
411845;2017;72;1;1
411845;2018;81;0;0
411845;2019;73;1;1
411845;2020;84;0;0
411845;2021;82;0;0
411850;2015;1330;19;19
411850;2016;1300;11;11
411850;2017;1214;5;5
411850;2018;1293;10;10
411850;2019;1307;20;20
411850;2020;1346;8;8
411850;2021;1257;8;8
411860;2015;73;0;0
411860;2016;76;0;0
411860;2017;70;0;0
411860;2018;71;0;0
411860;2019;65;0;0
411860;2020;55;0;0
411860;2021;73;1;1
411870;2015;86;0;0
411870;2016;86;0;0
411870;2017;80;0;0
411870;2018;77;0;0
411870;2019;69;1;1
411870;2020;66;1;1
411870;2021;61;0;0
411880;2015;167;1;1
411880;2016;167;0;0
411880;2017;168;2;2
411880;2018;152;1;1
411880;2019;165;0;0
411880;2020;158;0;0
411880;2021;142;2;2
411885;2015;102;0;0
411885;2016;87;2;2
411885;2017;113;0;0
411885;2018;111;2;2
411885;2019;107;0;0
411885;2020;86;2;2
411885;2021;99;2;2
411890;2015;150;1;1
411890;2016;143;1;1
411890;2017;154;2;2
411890;2018;173;3;3
411890;2019;158;2;2
411890;2020;153;0;0
411890;2021;150;1;1
411900;2015;71;0;0
411900;2016;66;0;0
411900;2017;71;0;0
411900;2018;81;1;1
411900;2019;85;2;2
411900;2020;62;0;0
411900;2021;73;0;0
411910;2015;177;2;2
411910;2016;163;2;2
411910;2017;161;1;1
411910;2018;187;4;4
411910;2019;157;1;1
411910;2020;173;1;1
411910;2021;182;0;0
411915;2015;2195;13;13
411915;2016;2095;17;17
411915;2017;1891;26;26
411915;2018;1872;38;38
411915;2019;1655;30;30
411915;2020;1615;26;26
411915;2021;1517;8;8
411920;2015;82;1;1
411920;2016;108;0;0
411920;2017;85;0;0
411920;2018;97;4;4
411920;2019;90;2;2
411920;2020;88;0;0
411920;2021;109;1;1
411925;2015;26;0;0
411925;2016;31;0;0
411925;2017;34;1;1
411925;2018;30;0;0
411925;2019;25;0;0
411925;2020;28;0;0
411925;2021;32;0;0
411930;2015;528;9;9
411930;2016;518;4;4
411930;2017;550;4;4
411930;2018;533;3;3
411930;2019;537;10;10
411930;2020;476;7;7
411930;2021;508;5;5
411940;2015;399;3;3
411940;2016;365;8;8
411940;2017;368;4;4
411940;2018;325;3;3
411940;2019;345;4;4
411940;2020;337;8;8
411940;2021;287;2;2
411950;2015;1608;16;16
411950;2016;1543;20;20
411950;2017;1567;14;14
411950;2018;1563;22;22
411950;2019;1608;20;20
411950;2020;1578;19;19
411950;2021;1429;13;13
411960;2015;478;5;5
411960;2016;440;4;4
411960;2017;439;5;5
411960;2018;489;3;3
411960;2019;468;7;7
411960;2020;470;1;1
411960;2021;484;2;2
411965;2015;36;1;1
411965;2016;32;0;0
411965;2017;24;0;0
411965;2018;32;3;3
411965;2019;23;0;0
411965;2020;36;0;0
411965;2021;34;0;0
411970;2015;74;0;0
411970;2016;59;0;0
411970;2017;65;0;0
411970;2018;61;1;1
411970;2019;69;0;0
411970;2020;54;0;0
411970;2021;49;0;0
411980;2015;123;0;0
411980;2016;127;0;0
411980;2017;140;3;3
411980;2018;156;0;0
411980;2019;159;2;2
411980;2020;143;4;4
411980;2021;115;1;1
411990;2015;5375;62;62
411990;2016;5340;57;57
411990;2017;5292;99;99
411990;2018;5415;84;84
411990;2019;4995;89;89
411990;2020;4738;56;56
411990;2021;4727;84;84
411995;2015;330;3;3
411995;2016;365;3;3
411995;2017;418;3;3
411995;2018;436;5;5
411995;2019;345;3;3
411995;2020;333;2;2
411995;2021;316;8;8
412000;2015;161;4;4
412000;2016;168;1;1
412000;2017;165;3;3
412000;2018;137;1;1
412000;2019;112;4;4
412000;2020;126;2;2
412000;2021;98;0;0
412010;2015;67;0;0
412010;2016;52;1;1
412010;2017;44;1;1
412010;2018;60;0;0
