"codmunres";"ano";"total_de_nascidos_vivos";"nascidos_vivos_asfixia1";"nascidos_vivos_asfixia2"
311480;2019;43;0;0
311480;2020;40;0;0
311480;2021;42;1;1
311490;2015;30;0;0
311490;2016;20;0;0
311490;2017;20;0;0
311490;2018;24;0;0
311490;2019;18;0;0
311490;2020;21;0;0
311490;2021;22;0;0
311500;2015;24;0;0
311500;2016;34;0;0
311500;2017;32;0;0
311500;2018;36;0;0
311500;2019;36;0;0
311500;2020;30;0;0
311500;2021;35;0;0
311510;2015;229;5;5
311510;2016;229;4;4
311510;2017;212;0;0
311510;2018;218;4;4
311510;2019;212;7;7
311510;2020;220;6;6
311510;2021;212;3;3
311520;2015;29;0;0
311520;2016;22;0;0
311520;2017;29;0;0
311520;2018;28;0;0
311520;2019;33;0;0
311520;2020;28;0;0
311520;2021;30;0;0
311530;2015;779;15;15
311530;2016;791;14;14
311530;2017;826;18;18
311530;2018;806;20;20
311530;2019;749;16;16
311530;2020;670;7;7
311530;2021;651;4;4
311535;2015;61;0;0
311535;2016;50;1;1
311535;2017;62;1;1
311535;2018;76;0;0
311535;2019;81;2;2
311535;2020;59;1;1
311535;2021;69;2;2
311540;2015;31;0;0
311540;2016;33;1;1
311540;2017;27;0;0
311540;2018;37;1;1
311540;2019;35;0;0
311540;2020;38;2;2
311540;2021;35;0;0
311545;2015;144;1;1
311545;2016;128;2;2
311545;2017;139;2;2
311545;2018;138;0;0
311545;2019;132;0;0
311545;2020;107;2;2
311545;2021;123;1;1
311547;2015;45;0;0
311547;2016;53;0;0
311547;2017;68;1;1
311547;2018;46;0;0
311547;2019;50;0;0
311547;2020;48;0;0
311547;2021;48;1;1
311550;2015;276;1;1
311550;2016;213;1;1
311550;2017;230;3;3
311550;2018;236;1;1
311550;2019;232;1;1
311550;2020;239;1;1
311550;2021;211;1;1
311560;2015;14;0;0
311560;2016;10;0;0
311560;2017;6;0;0
311560;2018;7;0;0
311560;2019;2;0;0
311560;2020;10;0;0
311560;2021;6;0;0
311570;2015;96;0;0
311570;2016;80;0;0
311570;2017;79;0;0
311570;2018;110;1;1
311570;2019;74;0;0
311570;2020;80;0;0
311570;2021;80;1;1
311580;2015;107;0;0
311580;2016;106;1;1
311580;2017;102;1;1
311580;2018;119;0;0
311580;2019;80;0;0
311580;2020;98;1;1
311580;2021;109;0;0
311590;2015;30;1;1
311590;2016;27;0;0
311590;2017;39;0;0
311590;2018;38;0;0
311590;2019;27;0;0
311590;2020;37;1;1
311590;2021;32;0;0
311600;2015;84;0;0
311600;2016;65;0;0
311600;2017;79;0;0
311600;2018;90;1;1
311600;2019;92;0;0
311600;2020;93;1;1
311600;2021;78;2;2
311610;2015;102;0;0
311610;2016;102;1;1
311610;2017;107;0;0
311610;2018;95;1;1
311610;2019;110;2;2
311610;2020;88;0;0
311610;2021;94;0;0
311615;2015;192;3;3
311615;2016;173;2;2
311615;2017;178;0;0
311615;2018;189;2;2
311615;2019;205;1;1
311615;2020;195;1;1
311615;2021;207;1;1
311620;2015;28;0;0
311620;2016;27;0;0
311620;2017;24;0;0
311620;2018;29;0;0
311620;2019;39;1;1
311620;2020;29;0;0
311620;2021;29;0;0
311630;2015;55;2;2
311630;2016;54;0;0
311630;2017;51;0;0
311630;2018;48;0;0
311630;2019;53;0;0
311630;2020;44;0;0
311630;2021;43;1;1
311640;2015;9;0;0
311640;2016;12;0;0
311640;2017;11;0;0
311640;2018;20;0;0
311640;2019;23;2;2
311640;2020;10;0;0
311640;2021;13;0;0
311650;2015;85;0;0
311650;2016;79;0;0
311650;2017;77;0;0
311650;2018;77;1;1
311650;2019;58;0;0
311650;2020;77;1;1
311650;2021;62;0;0
311660;2015;391;5;5
311660;2016;361;2;2
311660;2017;367;2;2
311660;2018;379;4;4
311660;2019;398;3;3
311660;2020;410;3;3
311660;2021;365;4;4
311670;2015;66;0;0
311670;2016;76;1;1
311670;2017;75;0;0
311670;2018;68;0;0
311670;2019;74;0;0
311670;2020;67;0;0
311670;2021;61;1;1
311680;2015;91;3;3
311680;2016;118;1;1
311680;2017;110;1;1
311680;2018;110;0;0
311680;2019;84;0;0
311680;2020;102;1;1
311680;2021;115;1;1
311690;2015;28;0;0
311690;2016;24;0;0
311690;2017;27;0;0
311690;2018;22;0;0
311690;2019;40;0;0
311690;2020;23;1;1
311690;2021;27;0;0
311700;2015;80;3;3
311700;2016;63;1;1
311700;2017;60;1;1
311700;2018;62;1;1
311700;2019;51;2;2
311700;2020;54;2;2
311700;2021;47;1;1
311710;2015;105;1;1
311710;2016;115;1;1
311710;2017;114;0;0
311710;2018;119;1;1
311710;2019;123;0;0
311710;2020;124;1;1
311710;2021;110;2;2
311720;2015;26;0;0
311720;2016;28;0;0
311720;2017;31;0;0
311720;2018;21;1;1
311720;2019;26;0;0
311720;2020;26;0;0
311720;2021;26;0;0
311730;2015;412;2;2
311730;2016;365;3;3
311730;2017;358;1;1
311730;2018;366;1;1
311730;2019;360;6;6
311730;2020;339;6;6
311730;2021;351;5;5
311740;2015;28;0;0
311740;2016;30;0;0
311740;2017;33;0;0
311740;2018;53;0;0
311740;2019;32;0;0
311740;2020;56;0;0
311740;2021;50;0;0
311750;2015;265;2;2
311750;2016;252;2;2
311750;2017;298;5;5
311750;2018;246;6;6
311750;2019;281;2;2
311750;2020;299;4;4
311750;2021;285;4;4
311760;2015;67;2;2
311760;2016;41;1;1
311760;2017;55;0;0
311760;2018;57;0;0
311760;2019;58;1;1
311760;2020;60;2;2
311760;2021;63;1;1
311770;2015;167;1;1
311770;2016;146;1;1
311770;2017;162;4;4
311770;2018;165;2;2
311770;2019;159;0;0
311770;2020;161;2;2
311770;2021;146;2;2
311780;2015;131;0;0
311780;2016;138;1;1
311780;2017;123;0;0
311780;2018;137;1;1
311780;2019;121;2;2
311780;2020;116;3;3
311780;2021;104;0;0
311783;2015;99;1;1
311783;2016;75;0;0
311783;2017;89;0;0
311783;2018;91;0;0
311783;2019;65;0;0
311783;2020;69;1;1
311783;2021;77;0;0
311787;2015;98;1;1
311787;2016;83;0;0
311787;2017;94;2;2
311787;2018;107;1;1
311787;2019;91;0;0
311787;2020;97;0;0
311787;2021;89;0;0
311790;2015;128;3;3
311790;2016;130;0;0
311790;2017;112;1;1
311790;2018;119;1;1
311790;2019;111;2;2
311790;2020;133;3;3
311790;2021;124;0;0
311800;2015;761;4;4
311800;2016;761;5;5
311800;2017;770;5;5
311800;2018;733;9;9
311800;2019;691;3;3
311800;2020;688;5;5
311800;2021;715;6;6
311810;2015;55;3;3
311810;2016;52;2;2
311810;2017;67;1;1
311810;2018;44;0;0
311810;2019;43;0;0
311810;2020;48;0;0
311810;2021;65;0;0
311820;2015;69;2;2
311820;2016;77;1;1
311820;2017;57;1;1
311820;2018;61;0;0
311820;2019;67;1;1
311820;2020;82;3;3
311820;2021;55;2;2
311830;2015;1768;12;12
311830;2016;1679;15;15
311830;2017;1721;11;11
311830;2018;1775;13;13
311830;2019;1726;11;11
311830;2020;1618;18;18
311830;2021;1560;13;13
311840;2015;266;1;1
311840;2016;258;1;1
311840;2017;276;1;1
311840;2018;269;2;2
311840;2019;242;1;1
311840;2020;242;1;1
311840;2021;233;2;2
311850;2015;15;0;0
311850;2016;22;0;0
311850;2017;27;0;0
311850;2018;29;0;0
311850;2019;17;0;0
311850;2020;12;0;0
311850;2021;18;0;0
311860;2015;8960;84;84
311860;2016;8278;94;95
311860;2017;8509;95;95
311860;2018;8544;111;111
311860;2019;8256;78;78
311860;2020;7904;83;83
311860;2021;7564;84;84
311870;2015;91;1;1
311870;2016;92;1;1
311870;2017;100;0;0
311870;2018;85;0;0
311870;2019;102;0;0
311870;2020;102;0;0
311870;2021;87;2;2
311880;2015;319;3;3
311880;2016;262;2;2
311880;2017;261;3;3
311880;2018;257;0;0
311880;2019;272;0;0
311880;2020;231;2;2
311880;2021;259;0;0
311890;2015;75;5;5
311890;2016;59;0;0
311890;2017;51;0;0
311890;2018;60;1;1
311890;2019;77;0;0
311890;2020;57;0;0
311890;2021;71;0;0
311900;2015;40;0;0
311900;2016;30;0;0
311900;2017;39;0;0
311900;2018;43;0;0
311900;2019;34;2;2
311900;2020;40;0;0
311900;2021;40;0;0
311910;2015;275;6;6
311910;2016;294;6;6
311910;2017;305;5;5
311910;2018;298;12;12
311910;2019;265;7;7
311910;2020;293;6;6
311910;2021;283;2;2
311920;2015;68;0;0
311920;2016;83;1;1
311920;2017;61;0;0
311920;2018;79;1;1
311920;2019;72;1;1
311920;2020;80;1;1
311920;2021;86;0;0
311930;2015;300;2;2
311930;2016;320;1;1
311930;2017;324;3;3
311930;2018;342;2;2
311930;2019;344;1;1
311930;2020;315;3;3
311930;2021;295;2;2
311940;2015;1437;13;13
311940;2016;1277;13;13
311940;2017;1327;8;8
311940;2018;1230;7;7
311940;2019;1343;5;5
311940;2020;1224;10;10
311940;2021;1218;8;8
311950;2015;92;3;3
311950;2016;102;1;1
311950;2017;103;2;2
311950;2018;102;0;0
311950;2019;102;0;0
311950;2020;92;1;1
311950;2021;98;1;1
311960;2015;24;1;1
311960;2016;25;0;0
311960;2017;30;0;0
311960;2018;30;0;0
311960;2019;21;0;0
311960;2020;36;1;1
311960;2021;23;1;1
311970;2015;29;0;0
311970;2016;37;0;0
311970;2017;27;0;0
311970;2018;18;0;0
311970;2019;25;0;0
311970;2020;28;0;0
311970;2021;36;0;0
311980;2015;18;0;0
311980;2016;23;0;0
311980;2017;20;0;0
311980;2018;28;0;0
311980;2019;27;0;0
311980;2020;18;0;0
311980;2021;21;0;0
311990;2015;18;0;0
311990;2016;27;0;0
311990;2017;37;0;0
311990;2018;32;1;1
311990;2019;26;0;0
311990;2020;38;0;0
311990;2021;23;0;0
311995;2015;63;0;0
311995;2016;57;0;0
311995;2017;62;0;0
311995;2018;49;1;1
311995;2019;70;0;0
311995;2020;62;0;0
311995;2021;46;0;0
312000;2015;30;0;0
312000;2016;42;0;0
312000;2017;38;1;1
312000;2018;39;0;0
312000;2019;41;0;0
312000;2020;27;0;0
312000;2021;30;0;0
312010;2015;52;1;1
312010;2016;50;2;2
312010;2017;55;0;0
312010;2018;46;1;1
312010;2019;56;0;0
312010;2020;53;0;0
312010;2021;50;0;0
312015;2015;74;1;1
312015;2016;76;1;1
312015;2017;84;0;0
312015;2018;96;0;0
312015;2019;98;1;1
312015;2020;75;0;0
312015;2021;98;2;2
312020;2015;111;0;0
312020;2016;128;2;2
312020;2017;124;1;1
312020;2018;156;1;1
312020;2019;136;2;2
312020;2020;132;2;2
312020;2021;122;1;1
312030;2015;61;1;1
312030;2016;52;4;4
312030;2017;67;1;1
312030;2018;62;0;0
312030;2019;76;1;1
312030;2020;66;0;0
312030;2021;93;0;0
312040;2015;55;0;0
312040;2016;52;1;1
312040;2017;57;1;1
312040;2018;67;0;0
312040;2019;70;0;0
312040;2020;60;0;0
312040;2021;59;2;2
312050;2015;93;1;1
312050;2016;127;0;0
312050;2017;99;0;0
312050;2018;91;1;1
312050;2019;94;0;0
312050;2020;103;0;0
312050;2021;110;0;0
312060;2015;64;0;0
312060;2016;49;0;0
312060;2017;44;0;0
312060;2018;44;0;0
312060;2019;53;0;0
312060;2020;45;0;0
312060;2021;43;0;0
312070;2015;46;0;0
312070;2016;60;0;0
312070;2017;57;0;0
312070;2018;55;1;1
312070;2019;62;1;1
312070;2020;53;0;0
312070;2021;47;0;0
312080;2015;203;0;0
312080;2016;189;0;0
312080;2017;230;0;0
312080;2018;221;2;2
312080;2019;202;2;2
312080;2020;191;1;1
312080;2021;195;1;1
312083;2015;69;0;0
312083;2016;59;0;0
312083;2017;60;0;0
312083;2018;71;0;0
312083;2019;57;2;2
312083;2020;55;0;0
312083;2021;79;2;2
312087;2015;111;1;1
312087;2016;108;1;1
312087;2017;82;0;0
312087;2018;123;0;0
312087;2019;123;0;0
312087;2020;115;0;0
312087;2021;97;0;0
312090;2015;1015;31;31
312090;2016;902;17;17
312090;2017;952;18;18
312090;2018;1021;12;12
312090;2019;995;18;18
312090;2020;948;22;22
312090;2021;957;10;10
312100;2015;79;0;0
312100;2016;88;0;0
312100;2017;91;1;1
312100;2018;94;0;0
312100;2019;78;0;0
312100;2020;82;1;1
312100;2021;63;0;0
312110;2015;75;3;3
312110;2016;74;2;2
312110;2017;78;0;0
312110;2018;80;0;0
312110;2019;59;0;0
312110;2020;79;0;0
312110;2021;84;0;0
312120;2015;68;1;1
312120;2016;60;2;2
312120;2017;68;0;0
312120;2018;72;1;1
312120;2019;82;1;1
312120;2020;99;1;1
312120;2021;98;3;3
312125;2015;157;5;5
312125;2016;113;4;4
312125;2017;126;3;3
312125;2018;137;2;2
312125;2019;117;1;1
312125;2020;126;4;4
312125;2021;141;1;1
312130;2015;40;1;1
312130;2016;40;0;0
312130;2017;51;0;0
312130;2018;66;0;0
312130;2019;54;1;1
312130;2020;51;0;0
312130;2021;48;0;0
312140;2015;67;0;0
312140;2016;57;1;1
312140;2017;62;0;0
312140;2018;41;1;1
312140;2019;79;0;0
312140;2020;72;1;1
312140;2021;74;1;1
312150;2015;31;1;1
312150;2016;28;0;0
312150;2017;31;0;0
312150;2018;40;1;1
312150;2019;27;0;0
312150;2020;28;0;0
312150;2021;25;0;0
312160;2015;701;11;11
312160;2016;690;6;6
312160;2017;717;11;11
312160;2018;662;11;11
312160;2019;647;11;11
312160;2020;676;8;8
312160;2021;649;7;7
312170;2015;36;0;0
312170;2016;42;1;1
312170;2017;44;0;0
312170;2018;35;1;1
312170;2019;40;0;0
312170;2020;46;0;0
312170;2021;38;0;0
312180;2015;60;1;1
312180;2016;52;1;1
312180;2017;60;2;2
312180;2018;59;0;0
312180;2019;57;2;2
312180;2020;51;0;0
312180;2021;40;0;0
312190;2015;51;0;0
312190;2016;44;1;1
312190;2017;33;0;0
312190;2018;49;2;2
312190;2019;46;0;0
312190;2020;41;0;0
312190;2021;52;0;0
312200;2015;272;1;1
312200;2016;264;1;1
312200;2017;279;2;2
312200;2018;314;1;1
312200;2019;323;0;0
312200;2020;289;1;1
312200;2021;268;2;2
312210;2015;52;0;0
312210;2016;62;0;0
312210;2017;52;0;0
312210;2018;60;0;0
312210;2019;62;1;1
312210;2020;40;0;0
312210;2021;55;0;0
312220;2015;89;1;1
312220;2016;93;0;0
312220;2017;76;0;0
312220;2018;95;3;3
312220;2019;84;1;1
312220;2020;108;1;1
312220;2021;93;3;3
312230;2015;2663;35;35
312230;2016;2612;19;19
312230;2017;2706;21;21
312230;2018;2709;29;29
312230;2019;2795;30;30
312230;2020;2629;26;26
312230;2021;2601;30;30
312235;2015;110;2;2
312235;2016;95;3;3
312235;2017;91;1;1
312235;2018;91;1;1
312235;2019;104;2;2
312235;2020;76;0;0
312235;2021;64;1;1
312240;2015;80;0;0
312240;2016;85;0;0
312240;2017;79;1;1
312240;2018;85;0;0
312240;2019;88;2;2
312240;2020;72;0;0
312240;2021;74;1;1
312245;2015;86;1;1
312245;2016;82;2;2
312245;2017;72;2;2
312245;2018;87;2;2
312245;2019;92;1;1
312245;2020;91;1;1
312245;2021;81;0;0
312247;2015;38;0;0
312247;2016;34;1;1
312247;2017;34;1;1
312247;2018;31;0;0
312247;2019;40;0;0
312247;2020;34;0;0
312247;2021;57;0;0
312250;2015;61;0;0
312250;2016;52;0;0
312250;2017;63;2;2
312250;2018;51;0;0
312250;2019;52;1;1
312250;2020;63;1;1
312250;2021;60;1;1
312260;2015;47;1;1
312260;2016;43;1;1
312260;2017;60;3;3
312260;2018;56;2;2
312260;2019;60;1;1
312260;2020;51;0;0
312260;2021;65;0;0
312270;2015;38;0;0
312270;2016;43;0;0
312270;2017;41;0;0
312270;2018;38;0;0
312270;2019;34;1;1
312270;2020;48;0;0
312270;2021;40;0;0
312280;2015;29;1;1
312280;2016;23;0;0
312280;2017;18;0;0
312280;2018;30;0;0
312280;2019;31;0;0
312280;2020;30;0;0
312280;2021;25;0;0
312290;2015;66;2;2
312290;2016;70;1;1
312290;2017;79;0;0
312290;2018;54;2;2
312290;2019;80;0;0
312290;2020;75;4;4
312290;2021;67;0;0
312300;2015;103;0;0
312300;2016;101;0;0
312300;2017;97;1;1
312300;2018;83;0;0
312300;2019;100;1;1
312300;2020;114;2;2
312300;2021;107;1;1
312310;2015;58;0;0
312310;2016;42;2;2
312310;2017;49;0;0
312310;2018;49;1;1
312310;2019;62;1;1
312310;2020;51;0;0
312310;2021;66;1;1
312320;2015;115;1;1
312320;2016;142;1;1
312320;2017;119;1;1
312320;2018;111;2;2
312320;2019;94;2;2
312320;2020;112;0;0
312320;2021;108;0;0
312330;2015;42;0;0
312330;2016;54;2;2
312330;2017;47;0;0
312330;2018;46;0;0
312330;2019;49;0;0
312330;2020;54;0;0
312330;2021;37;0;0
312340;2015;18;0;0
312340;2016;14;0;0
312340;2017;18;0;0
312340;2018;14;0;0
312340;2019;22;0;0
312340;2020;17;0;0
312340;2021;12;0;0
312350;2015;13;0;0
312350;2016;15;0;0
312350;2017;9;1;1
312350;2018;21;0;0
312350;2019;19;0;0
312350;2020;19;0;0
312350;2021;14;0;0
312352;2015;98;0;0
312352;2016;109;1;1
312352;2017;104;0;0
312352;2018;136;0;0
312352;2019;128;0;0
312352;2020;120;0;0
312352;2021;150;1;1
312360;2015;339;2;2
312360;2016;299;5;5
312360;2017;341;7;7
312360;2018;329;1;1
312360;2019;323;0;0
312360;2020;326;2;2
312360;2021;319;1;1
312370;2015;137;0;0
312370;2016;131;0;0
312370;2017;120;1;1
312370;2018;108;1;1
312370;2019;118;0;0
312370;2020;139;4;4
312370;2021;128;0;0
312380;2015;66;1;1
312380;2016;84;1;1
312380;2017;80;0;0
312380;2018;78;1;1
312380;2019;67;0;0
312380;2020;75;0;0
312380;2021;84;0;0
312385;2015;84;1;1
312385;2016;71;1;1
312385;2017;76;0;0
312385;2018;82;0;0
312385;2019;71;0;0
312385;2020;69;1;1
312385;2021;76;0;0
312390;2015;164;3;3
312390;2016;158;3;3
312390;2017;170;3;3
312390;2018;158;2;2
312390;2019;150;0;0
312390;2020;166;3;3
312390;2021;183;0;0
312400;2015;187;4;4
312400;2016;207;1;1
312400;2017;222;1;1
312400;2018;228;1;1
312400;2019;236;1;1
312400;2020;219;1;1
312400;2021;247;2;2
312410;2015;1119;9;9
312410;2016;1094;17;17
312410;2017;1212;10;11
312410;2018;1188;19;19
312410;2019;1146;14;14
312410;2020;1065;12;12
312410;2021;1006;11;11
312420;2015;317;3;3
312420;2016;329;2;2
312420;2017;320;0;0
312420;2018;347;2;2
312420;2019;356;3;3
312420;2020;319;2;2
312420;2021;328;0;0
312430;2015;438;4;4
312430;2016;378;8;8
312430;2017;372;2;2
312430;2018;475;3;3
312430;2019;417;4;4
312430;2020;359;3;3
312430;2021;378;3;4
312440;2015;52;0;0
312440;2016;77;0;0
312440;2017;74;0;0
312440;2018;82;0;0
312440;2019;91;0;0
312440;2020;106;1;1
312440;2021;105;0;0
312450;2015;113;1;1
312450;2016;118;0;0
312450;2017;103;0;0
312450;2018;109;1;1
312450;2019;112;0;0
312450;2020;127;1;1
312450;2021;110;0;0
312460;2015;23;0;0
312460;2016;19;0;0
312460;2017;22;0;0
312460;2018;25;0;0
312460;2019;20;0;0
312460;2020;29;0;0
312460;2021;21;0;0
312470;2015;23;1;1
312470;2016;30;1;1
312470;2017;28;0;0
312470;2018;24;0;0
312470;2019;22;0;0
312470;2020;24;0;0
312470;2021;18;1;1
312480;2015;61;0;0
312480;2016;79;0;0
312480;2017;70;1;1
312480;2018;91;1;1
312480;2019;65;1;1
312480;2020;77;1;1
312480;2021;83;1;1
312490;2015;87;2;2
312490;2016;79;0;0
312490;2017;108;1;1
312490;2018;108;2;2
312490;2019;96;1;1
312490;2020;120;3;3
312490;2021;97;0;0
312500;2015;50;0;0
312500;2016;41;0;0
312500;2017;58;0;0
312500;2018;58;0;0
312500;2019;47;1;1
312500;2020;64;0;0
312500;2021;57;1;1
312510;2015;489;4;4
312510;2016;645;8;8
312510;2017;679;0;0
312510;2018;722;5;5
312510;2019;692;5;5
312510;2020;706;4;4
312510;2021;774;3;3
312520;2015;16;0;0
312520;2016;27;1;1
312520;2017;26;1;1
312520;2018;25;0;0
312520;2019;13;0;0
312520;2020;22;0;0
312520;2021;19;0;0
312530;2015;50;1;1
312530;2016;43;0;0
312530;2017;45;1;1
312530;2018;46;0;0
312530;2019;39;0;0
312530;2020;49;0;0
312530;2021;33;0;0
312540;2015;59;0;0
312540;2016;51;0;0
312540;2017;81;0;0
312540;2018;44;2;2
312540;2019;63;1;1
312540;2020;58;1;1
312540;2021;68;1;1
312550;2015;29;0;0
312550;2016;29;0;0
312550;2017;23;1;1
312550;2018;23;0;0
312550;2019;29;1;1
312550;2020;30;0;0
312550;2021;17;1;1
312560;2015;103;4;4
312560;2016;110;1;1
312560;2017;94;3;3
312560;2018;103;3;3
312560;2019;103;0;0
312560;2020;98;0;0
312560;2021;81;3;3
312570;2015;123;2;2
312570;2016;118;4;4
312570;2017;152;4;4
312570;2018;127;2;2
312570;2019;124;2;2
312570;2020;122;1;1
312570;2021;132;1;1
312580;2015;34;0;0
312580;2016;30;0;0
312580;2017;32;1;1
312580;2018;37;0;0
312580;2019;29;1;1
312580;2020;30;0;0
312580;2021;22;0;0
312590;2015;96;2;2
312590;2016;90;0;0
312590;2017;95;0;0
312590;2018;92;1;1
312590;2019;103;3;3
312590;2020;83;2;2
312590;2021;79;1;1
312595;2015;130;3;3
312595;2016;145;0;0
312595;2017;133;1;1
312595;2018;150;0;0
312595;2019;160;2;2
312595;2020;141;0;0
312595;2021;137;1;1
312600;2015;94;0;0
312600;2016;76;1;1
312600;2017;70;0;0
312600;2018;91;2;2
312600;2019;63;0;0
312600;2020;89;0;0
312600;2021;73;0;0
312610;2015;720;5;5
312610;2016;685;5;5
312610;2017;728;6;6
312610;2018;687;3;3
312610;2019;691;10;10
312610;2020;714;8;8
312610;2021;667;13;13
312620;2015;66;1;1
312620;2016;57;0;0
312620;2017;88;1;1
312620;2018;62;1;1
312620;2019;85;1;1
312620;2020;107;1;1
312620;2021;97;1;1
312630;2015;32;0;0
312630;2016;33;1;1
312630;2017;38;1;1
312630;2018;49;0;0
312630;2019;30;0;0
312630;2020;35;0;0
312630;2021;31;1;1
312640;2015;30;1;1
312640;2016;35;0;0
312640;2017;32;0;0
312640;2018;40;0;0
312640;2019;30;0;0
312640;2020;32;0;0
312640;2021;45;1;1
312650;2015;47;1;1
312650;2016;51;0;0
312650;2017;52;2;2
312650;2018;72;2;2
312650;2019;68;0;0
312650;2020;50;1;1
312650;2021;62;3;3
312660;2015;56;1;1
312660;2016;49;1;1
312660;2017;55;1;1
312660;2018;58;0;0
312660;2019;54;1;1
312660;2020;50;0;0
312660;2021;45;1;1
312670;2015;283;5;5
312670;2016;228;0;0
312670;2017;237;6;6
312670;2018;277;4;4
312670;2019;289;4;4
312670;2020;238;0;0
312670;2021;239;1;1
312675;2015;55;0;0
312675;2016;54;0;0
312675;2017;63;0;0
312675;2018;62;1;1
312675;2019;50;0;0
312675;2020;52;0;0
312675;2021;53;0;0
312680;2015;77;0;0
312680;2016;70;1;1
312680;2017;69;0;0
312680;2018;64;0;0
312680;2019;86;0;0
312680;2020;90;0;0
312680;2021;87;2;2
312690;2015;119;1;1
312690;2016;109;0;0
312690;2017;117;2;2
312690;2018;88;0;0
312690;2019;94;0;0
312690;2020;110;0;0
312690;2021;103;1;1
312695;2015;31;0;0
312695;2016;38;0;0
312695;2017;32;0;0
312695;2018;38;0;0
312695;2019;38;1;1
312695;2020;46;0;0
312695;2021;36;1;1
312700;2015;160;1;1
312700;2016;130;0;0
312700;2017;149;0;0
312700;2018;150;1;1
312700;2019;134;1;1
312700;2020;126;1;1
312700;2021;118;0;0
312705;2015;44;0;0
312705;2016;45;0;0
312705;2017;64;0;0
312705;2018;50;1;1
312705;2019;48;1;1
312705;2020;48;0;0
312705;2021;56;1;1
312707;2015;63;0;0
312707;2016;51;0;0
312707;2017;53;0;0
312707;2018;50;0;0
312707;2019;54;0;0
312707;2020;45;0;0
312707;2021;54;0;0
312710;2015;738;5;5
312710;2016;698;5;5
312710;2017;720;4;4
312710;2018;769;3;3
312710;2019;767;6;6
312710;2020;682;7;7
312710;2021;689;4;4
312720;2015;45;1;1
312720;2016;58;0;0
312720;2017;49;0;0
312720;2018;64;0;0
312720;2019;35;0;0
312720;2020;55;0;0
312720;2021;43;0;0
312730;2015;78;1;1
312730;2016;98;1;1
312730;2017;83;0;0
312730;2018;94;0;0
312730;2019;80;0;0
312730;2020;96;3;3
312730;2021;83;3;3
312733;2015;48;0;0
312733;2016;50;0;0
312733;2017;59;0;0
312733;2018;63;1;1
312733;2019;72;0;0
312733;2020;65;0;0
312733;2021;54;0;0
312735;2015;18;2;2
312735;2016;22;0;0
312735;2017;24;0;0
312735;2018;34;0;0
312735;2019;36;0;0
312735;2020;22;0;0
312735;2021;27;1;1
312737;2015;36;1;1
312737;2016;34;0;0
312737;2017;51;0;0
312737;2018;46;1;1
312737;2019;34;1;1
312737;2020;45;1;1
312737;2021;39;2;2
312738;2015;28;0;0
312738;2016;30;1;1
312738;2017;33;0;0
312738;2018;29;0;0
312738;2019;40;0;0
312738;2020;30;0;0
312738;2021;20;0;0
312740;2015;42;1;1
312740;2016;30;0;0
312740;2017;33;0;0
312740;2018;35;0;0
312740;2019;31;0;0
312740;2020;45;0;0
312740;2021;45;0;0
312750;2015;96;0;0
312750;2016;79;0;0
312750;2017;75;3;3
312750;2018;65;2;2
312750;2019;71;1;1
312750;2020;71;1;1
312750;2021;65;0;0
312760;2015;126;0;0
312760;2016;133;2;2
312760;2017;148;4;4
312760;2018;119;1;1
312760;2019;132;0;0
312760;2020;124;4;4
312760;2021;141;3;3
312770;2015;4023;21;21
312770;2016;3904;25;25
312770;2017;3946;25;25
312770;2018;4055;23;23
312770;2019;3866;34;34
312770;2020;3541;24;24
312770;2021;3477;31;31
312780;2015;186;3;3
312780;2016;154;0;0
312780;2017;151;0;0
312780;2018;143;1;1
312780;2019;167;2;2
312780;2020;153;0;0
312780;2021;148;2;2
312790;2015;15;0;0
312790;2016;13;0;0
312790;2017;5;0;0
312790;2018;11;0;0
312790;2019;11;0;0
312790;2020;8;0;0
312790;2021;16;0;0
312800;2015;435;7;7
312800;2016;448;4;4
312800;2017;469;7;7
312800;2018;442;7;7
312800;2019;453;5;5
312800;2020;440;9;9
312800;2021;416;2;2
312810;2015;129;3;3
312810;2016;157;0;0
312810;2017;133;3;3
312810;2018;144;1;1
312810;2019;142;0;0
312810;2020;144;2;2
312810;2021;116;0;0
312820;2015;85;1;1
312820;2016;95;2;2
312820;2017;84;4;4
312820;2018;87;4;4
312820;2019;100;1;1
312820;2020;72;0;0
312820;2021;65;2;2
312825;2015;65;1;1
312825;2016;58;0;0
312825;2017;50;2;2
312825;2018;54;0;0
312825;2019;62;1;1
312825;2020;58;0;0
312825;2021;45;0;0
312830;2015;210;1;1
312830;2016;220;2;2
312830;2017;229;3;3
312830;2018;238;0;0
312830;2019;239;1;1
312830;2020;226;1;1
312830;2021;250;3;3
312840;2015;87;1;1
312840;2016;81;0;0
312840;2017;89;0;0
312840;2018;98;1;1
312840;2019;95;0;0
312840;2020;81;3;3
312840;2021;78;0;0
312850;2015;43;1;1
312850;2016;31;0;0
312850;2017;36;0;0
312850;2018;35;2;2
312850;2019;36;0;0
312850;2020;37;0;0
312850;2021;45;1;1
312860;2015;83;1;1
312860;2016;87;1;1
312860;2017;99;2;2
312860;2018;80;1;1
312860;2019;85;1;1
312860;2020;58;0;0
312860;2021;72;2;2
312870;2015;627;15;15
312870;2016;632;10;10
312870;2017;676;17;17
312870;2018;582;7;7
312870;2019;585;6;6
312870;2020;514;8;8
312870;2021;529;7;7
