"ano","codmunres","condicoes_ameacadoras_totais","condicoes_ameacadoras_incompletos_intersecao","condicoes_ameacadoras_incompletos_uniao"
2012,"220400",67,0,10
2013,"220400",47,0,1
2014,"220400",51,0,1
2015,"220400",58,0,1
2016,"220400",60,0,3
2017,"220400",58,0,1
2018,"220400",69,0,3
2019,"220400",58,0,2
2020,"220400",46,0,0
2021,"220400",66,0,1
2022,"220400",43,0,1
2023,"220400",40,0,0
2012,"220410",56,0,5
2013,"220410",60,0,6
2014,"220410",61,0,0
2015,"220410",58,0,0
2016,"220410",64,0,0
2017,"220410",53,0,0
2018,"220410",71,0,0
2019,"220410",64,0,1
2020,"220410",56,0,0
2021,"220410",61,0,0
2022,"220410",39,0,0
2023,"220410",56,0,0
2012,"220415",42,0,2
2013,"220415",41,0,1
2014,"220415",50,0,1
2015,"220415",39,0,0
2016,"220415",29,0,0
2017,"220415",35,0,0
2018,"220415",36,0,0
2019,"220415",24,0,0
2020,"220415",31,0,1
2021,"220415",31,0,1
2022,"220415",30,0,0
2023,"220415",41,0,1
2012,"220420",105,0,0
2013,"220420",95,0,0
2014,"220420",124,0,1
2015,"220420",127,0,0
2016,"220420",88,0,0
2017,"220420",97,0,1
2018,"220420",94,0,1
2019,"220420",86,0,1
2020,"220420",89,0,1
2021,"220420",72,0,2
2022,"220420",101,0,2
2023,"220420",88,0,0
2012,"220430",172,0,2
2013,"220430",139,0,0
2014,"220430",153,0,1
2015,"220430",174,0,2
2016,"220430",146,0,3
2017,"220430",119,0,1
2018,"220430",141,0,0
2019,"220430",137,0,2
2020,"220430",134,0,1
2021,"220430",96,0,1
2022,"220430",106,0,0
2023,"220430",83,0,0
2012,"220435",82,0,3
2013,"220435",75,0,1
2014,"220435",69,0,0
2015,"220435",87,0,1
2016,"220435",72,0,0
2017,"220435",88,0,0
2018,"220435",83,0,0
2019,"220435",83,0,0
2020,"220435",93,0,0
2021,"220435",91,0,1
2022,"220435",73,0,1
2023,"220435",67,0,0
2012,"220440",182,0,61
2013,"220440",189,0,61
2014,"220440",186,0,89
2015,"220440",168,0,83
2016,"220440",185,0,123
2017,"220440",204,0,107
2018,"220440",177,0,110
2019,"220440",201,0,98
2020,"220440",185,0,83
2021,"220440",179,0,41
2022,"220440",167,0,37
2023,"220440",193,0,41
2012,"220450",179,0,33
2013,"220450",160,0,23
2014,"220450",186,0,2
2015,"220450",156,0,6
2016,"220450",171,0,1
2017,"220450",190,0,4
2018,"220450",161,0,1
2019,"220450",176,0,0
2020,"220450",151,0,2
2021,"220450",157,0,1
2022,"220450",138,0,0
2023,"220450",176,0,2
2012,"220455",70,0,45
2013,"220455",67,0,29
2014,"220455",59,0,12
2015,"220455",87,0,24
2016,"220455",72,0,24
2017,"220455",84,0,30
2018,"220455",69,0,16
2019,"220455",67,0,21
2020,"220455",69,0,28
2021,"220455",90,0,23
2022,"220455",71,0,4
2023,"220455",80,0,2
2012,"220460",45,0,12
2013,"220460",51,0,4
2014,"220460",50,0,0
2015,"220460",56,0,3
2016,"220460",47,0,2
2017,"220460",41,0,0
2018,"220460",42,0,1
2019,"220460",44,0,2
2020,"220460",63,0,1
2021,"220460",49,0,0
2022,"220460",40,0,0
2023,"220460",37,0,0
2012,"220465",122,0,12
2013,"220465",148,0,6
2014,"220465",153,0,2
2015,"220465",133,0,2
2016,"220465",139,0,0
2017,"220465",164,0,0
2018,"220465",162,0,2
2019,"220465",138,0,1
2020,"220465",157,0,0
2021,"220465",160,0,2
2022,"220465",133,0,1
2023,"220465",128,0,0
2012,"220470",205,0,12
2013,"220470",202,0,3
2014,"220470",201,0,2
2015,"220470",219,0,2
2016,"220470",191,0,1
2017,"220470",184,0,2
2018,"220470",158,0,3
2019,"220470",173,0,1
2020,"220470",179,0,3
2021,"220470",167,0,1
2022,"220470",136,0,4
2023,"220470",150,0,1
2012,"220480",114,0,0
2013,"220480",130,0,1
2014,"220480",124,0,3
2015,"220480",132,0,0
2016,"220480",107,0,0
2017,"220480",111,0,1
2018,"220480",122,0,3
2019,"220480",132,0,2
2020,"220480",107,0,3
2021,"220480",106,0,1
2022,"220480",102,0,1
2023,"220480",99,0,1
2012,"220490",128,0,9
2013,"220490",115,0,6
2014,"220490",126,2,7
2015,"220490",126,0,1
2016,"220490",111,0,5
2017,"220490",124,0,1
2018,"220490",118,0,1
2019,"220490",98,0,1
2020,"220490",89,0,1
2021,"220490",117,0,2
2022,"220490",109,0,2
2023,"220490",75,0,1
2012,"220500",95,0,6
2013,"220500",115,0,2
2014,"220500",106,0,2
2015,"220500",133,0,0
2016,"220500",111,0,0
2017,"220500",118,0,0
2018,"220500",128,0,0
2019,"220500",118,0,1
2020,"220500",111,0,0
2021,"220500",103,0,4
2022,"220500",131,0,1
2023,"220500",103,0,0
2012,"220510",153,0,12
2013,"220510",150,0,0
2014,"220510",121,0,2
2015,"220510",134,0,3
2016,"220510",136,0,1
