"ano","codmunres","condicoes_ameacadoras_totais","condicoes_ameacadoras_incompletos_intersecao","condicoes_ameacadoras_incompletos_uniao"
2016,"354425",277,0,2
2017,"354425",230,0,0
2018,"354425",218,0,0
2019,"354425",204,0,1
2020,"354425",224,0,0
2021,"354425",193,0,0
2022,"354425",201,0,0
2023,"354425",150,0,0
2012,"354430",128,0,31
2013,"354430",155,0,85
2014,"354430",127,0,4
2015,"354430",143,0,2
2016,"354430",131,0,0
2017,"354430",133,0,4
2018,"354430",135,0,0
2019,"354430",142,0,1
2020,"354430",123,0,4
2021,"354430",104,0,2
2022,"354430",95,0,8
2023,"354430",112,0,4
2012,"354440",24,0,1
2013,"354440",27,0,0
2014,"354440",47,0,0
2015,"354440",42,0,0
2016,"354440",32,0,0
2017,"354440",35,0,0
2018,"354440",42,0,0
2019,"354440",21,0,0
2020,"354440",37,0,0
2021,"354440",27,0,0
2022,"354440",22,0,0
2023,"354440",26,0,0
2012,"354450",17,0,11
2013,"354450",25,0,0
2014,"354450",34,0,0
2015,"354450",29,0,0
2016,"354450",23,0,0
2017,"354450",25,0,0
2018,"354450",53,0,0
2019,"354450",32,0,0
2020,"354450",44,0,0
2021,"354450",36,0,0
2022,"354450",36,0,0
2023,"354450",24,0,0
2012,"354460",55,0,1
2013,"354460",50,0,0
2014,"354460",56,0,2
2015,"354460",59,0,1
2016,"354460",61,0,1
2017,"354460",56,0,0
2018,"354460",64,0,0
2019,"354460",57,0,1
2020,"354460",50,0,0
2021,"354460",46,0,0
2022,"354460",38,0,0
2023,"354460",53,0,0
2012,"354470",32,0,31
2013,"354470",37,0,6
2014,"354470",31,0,0
2015,"354470",30,0,0
2016,"354470",25,0,0
2017,"354470",26,0,1
2018,"354470",33,0,0
2019,"354470",28,0,0
2020,"354470",30,0,0
2021,"354470",29,0,0
2022,"354470",32,0,0
2023,"354470",24,0,0
2012,"354480",58,0,16
2013,"354480",71,0,0
2014,"354480",60,0,1
2015,"354480",70,0,0
2016,"354480",57,0,0
2017,"354480",60,0,0
2018,"354480",65,0,2
2019,"354480",53,0,0
2020,"354480",58,0,1
2021,"354480",33,0,1
2022,"354480",55,0,0
2023,"354480",74,0,3
2012,"354490",140,0,99
2013,"354490",149,0,77
2014,"354490",120,0,1
2015,"354490",120,0,2
2016,"354490",121,0,0
2017,"354490",133,0,1
2018,"354490",131,0,1
2019,"354490",113,0,3
2020,"354490",127,0,2
2021,"354490",104,0,2
2022,"354490",128,0,0
2023,"354490",132,0,0
2012,"354500",212,0,91
2013,"354500",204,0,23
2014,"354500",189,0,2
2015,"354500",181,0,3
2016,"354500",204,0,2
2017,"354500",188,0,4
2018,"354500",218,0,7
2019,"354500",212,0,1
2020,"354500",202,0,3
2021,"354500",211,0,3
2022,"354500",177,0,3
2023,"354500",179,0,0
2012,"354510",55,0,52
2013,"354510",60,0,4
2014,"354510",46,0,0
2015,"354510",46,0,0
2016,"354510",63,0,0
2017,"354510",74,0,1
2018,"354510",69,0,0
2019,"354510",76,0,1
2020,"354510",51,0,0
2021,"354510",51,0,0
2022,"354510",44,0,0
2023,"354510",55,0,0
2012,"354515",93,0,6
2013,"354515",86,0,0
2014,"354515",86,0,1
2015,"354515",116,0,0
2016,"354515",76,0,0
2017,"354515",93,0,0
2018,"354515",91,0,0
2019,"354515",93,0,0
2020,"354515",84,0,1
2021,"354515",77,0,0
2022,"354515",85,0,0
2023,"354515",80,0,0
2012,"354520",1540,0,152
2013,"354520",1564,0,8
2014,"354520",1562,0,7
2015,"354520",1663,0,4
2016,"354520",1621,0,1
2017,"354520",1681,0,3
2018,"354520",1712,0,9
2019,"354520",1663,0,8
2020,"354520",1643,0,8
2021,"354520",1607,0,7
2022,"354520",1597,0,5
2023,"354520",1632,0,16
2012,"354530",556,0,32
2013,"354530",603,0,3
2014,"354530",608,0,11
2015,"354530",600,0,3
2016,"354530",593,0,4
2017,"354530",541,0,1
2018,"354530",540,0,1
2019,"354530",515,0,1
2020,"354530",494,0,1
2021,"354530",455,0,2
2022,"354530",484,0,2
2023,"354530",520,0,2
2012,"354540",104,0,77
2013,"354540",132,0,16
2014,"354540",116,0,2
2015,"354540",120,0,0
2016,"354540",108,0,2
2017,"354540",109,0,0
2018,"354540",116,0,0
2019,"354540",94,0,0
2020,"354540",114,0,2
2021,"354540",119,0,1
2022,"354540",88,0,3
2023,"354540",113,0,0
2012,"354550",64,0,27
2013,"354550",56,0,8
2014,"354550",61,0,0
2015,"354550",61,0,0
2016,"354550",50,0,0
2017,"354550",53,0,0
2018,"354550",44,0,0
2019,"354550",47,0,0
2020,"354550",56,0,0
2021,"354550",46,0,0
2022,"354550",47,0,0
2023,"354550",45,0,0
2012,"354560",151,0,51
2013,"354560",169,0,3
2014,"354560",170,0,2
2015,"354560",160,0,1
2016,"354560",189,0,2
2017,"354560",183,0,0
2018,"354560",146,0,0
2019,"354560",150,0,2
2020,"354560",146,0,1
2021,"354560",154,0,0
2022,"354560",153,0,0
2023,"354560",138,0,0
2012,"354570",76,0,54
2013,"354570",63,0,2
2014,"354570",85,0,3
2015,"354570",60,0,1
2016,"354570",65,0,0
2017,"354570",65,0,0
2018,"354570",63,0,0
2019,"354570",82,0,0
2020,"354570",67,0,0
2021,"354570",70,0,0
2022,"354570",57,0,0
2023,"354570",69,0,0
2012,"354580",2324,0,17
2013,"354580",2212,0,31
2014,"354580",2329,0,6
2015,"354580",2435,0,12
2016,"354580",2401,0,15
2017,"354580",2412,0,10
2018,"354580",2397,0,32
2019,"354580",2188,0,12
2020,"354580",2126,0,5
2021,"354580",2004,0,9
2022,"354580",1928,0,6
2023,"354580",1971,0,6
2012,"354600",161,0,52
2013,"354600",143,0,2
2014,"354600",139,0,1
2015,"354600",167,0,4
2016,"354600",154,0,2
2017,"354600",164,0,4
2018,"354600",156,0,0
2019,"354600",153,0,1
2020,"354600",146,0,1
2021,"354600",139,0,1
2022,"354600",125,0,0
2023,"354600",153,0,4
2012,"354610",22,0,19
2013,"354610",22,0,0
2014,"354610",41,0,0
2015,"354610",19,0,0
2016,"354610",18,0,0
2017,"354610",21,0,0
2018,"354610",34,0,0
2019,"354610",33,0,0
2020,"354610",30,0,0
2021,"354610",32,0,0
2022,"354610",24,0,0
2023,"354610",17,0,0
2012,"354620",36,0,4
2013,"354620",44,0,2
2014,"354620",37,0,3
2015,"354620",43,0,0
2016,"354620",33,0,0
2017,"354620",27,0,0
2018,"354620",37,0,0
2019,"354620",27,0,0
2020,"354620",28,0,0
2021,"354620",30,0,0
2022,"354620",30,0,0
2023,"354620",25,0,0
2012,"354625",30,0,4
2013,"354625",30,0,1
2014,"354625",21,0,0
2015,"354625",23,0,2
2016,"354625",28,0,1
2017,"354625",23,0,1
2018,"354625",32,0,0
2019,"354625",14,0,0
2020,"354625",25,0,0
2021,"354625",23,0,0
2022,"354625",23,0,0
2023,"354625",25,0,0
2012,"354630",430,0,353
2013,"354630",443,0,17
2014,"354630",385,0,5
2015,"354630",393,0,4
2016,"354630",389,0,8
2017,"354630",394,0,1
2018,"354630",382,0,7
2019,"354630",371,0,4
2020,"354630",350,0,5
2021,"354630",343,0,8
2022,"354630",341,0,2
2023,"354630",342,0,0
2012,"354640",586,0,530
2013,"354640",567,0,41
2014,"354640",604,0,1
2015,"354640",586,0,6
2016,"354640",563,0,2
2017,"354640",664,0,5
2018,"354640",597,0,4
2019,"354640",605,0,1
2020,"354640",606,0,5
2021,"354640",505,0,2
2022,"354640",597,0,4
2023,"354640",556,0,3
2012,"354650",80,0,20
2013,"354650",59,0,1
2014,"354650",64,0,1
2015,"354650",44,0,0
2016,"354650",59,0,0
2017,"354650",49,0,0
2018,"354650",77,0,0
2019,"354650",65,0,1
2020,"354650",73,0,0
2021,"354650",71,0,1
2022,"354650",71,0,0
2023,"354650",56,0,0
2012,"354660",347,0,269
2013,"354660",322,0,0
2014,"354660",383,0,2
2015,"354660",434,0,2
2016,"354660",353,0,0
2017,"354660",435,0,0
2018,"354660",402,0,0
2019,"354660",413,0,0
2020,"354660",400,0,0
2021,"354660",437,0,0
2022,"354660",394,0,2
2023,"354660",361,0,2
2012,"354670",352,0,44
2013,"354670",324,0,5
2014,"354670",341,0,1
2015,"354670",368,0,2
2016,"354670",332,0,4
2017,"354670",316,0,1
2018,"354670",326,0,0
2019,"354670",310,0,1
2020,"354670",320,0,1
2021,"354670",301,0,1
2022,"354670",262,0,2
2023,"354670",301,0,1
2012,"354680",709,0,257
2013,"354680",747,0,7
2014,"354680",784,0,9
2015,"354680",795,0,6
2016,"354680",716,0,7
2017,"354680",718,0,4
2018,"354680",695,0,2
2019,"354680",729,0,5
2020,"354680",651,0,1
2021,"354680",656,0,7
2022,"354680",605,0,5
2023,"354680",588,0,4
2012,"354690",107,0,0
2013,"354690",119,0,1
2014,"354690",104,0,1
2015,"354690",129,0,0
2016,"354690",120,0,12
2017,"354690",99,0,0
2018,"354690",100,0,2
2019,"354690",86,0,1
2020,"354690",75,0,0
2021,"354690",67,0,0
2022,"354690",82,0,1
2023,"354690",78,0,0
2012,"354700",79,0,23
2013,"354700",90,0,1
2014,"354700",90,0,2
2015,"354700",81,0,0
2016,"354700",81,0,0
2017,"354700",70,0,0
2018,"354700",88,0,1
2019,"354700",68,0,0
2020,"354700",69,0,0
2021,"354700",69,0,0
2022,"354700",59,0,1
2023,"354700",65,0,1
2012,"354710",34,0,1
2013,"354710",39,0,0
2014,"354710",41,0,0
2015,"354710",37,0,0
2016,"354710",40,0,0
2017,"354710",45,0,0
2018,"354710",24,0,0
2019,"354710",28,0,0
2020,"354710",30,0,0
2021,"354710",32,0,0
2022,"354710",31,0,0
2023,"354710",45,0,0
2012,"354720",11,0,7
2013,"354720",11,0,0
2014,"354720",18,0,0
2015,"354720",9,0,0
2016,"354720",12,0,0
2017,"354720",20,0,0
2018,"354720",12,0,0
2019,"354720",12,0,0
2020,"354720",7,0,0
2021,"354720",21,0,0
2022,"354720",15,0,0
2023,"354720",13,0,0
2012,"354730",1973,0,130
2013,"354730",2053,0,79
2014,"354730",2182,0,4
2015,"354730",2232,0,15
2016,"354730",2254,0,11
2017,"354730",2164,0,1
2018,"354730",2313,0,6
2019,"354730",2333,0,7
2020,"354730",2400,0,3
2021,"354730",2287,0,2
2022,"354730",2226,0,9
2023,"354730",2166,0,6
2012,"354740",32,0,24
2013,"354740",25,0,0
2014,"354740",23,0,0
2015,"354740",17,0,0
2016,"354740",19,0,0
2017,"354740",27,0,0
2018,"354740",29,0,0
2019,"354740",27,0,0
2020,"354740",21,0,0
2021,"354740",26,0,0
2022,"354740",20,0,0
2023,"354740",14,0,0
2012,"354750",252,0,28
2013,"354750",263,0,3
2014,"354750",277,0,2
2015,"354750",250,0,3
2016,"354750",263,0,0
2017,"354750",248,0,1
2018,"354750",249,0,6
2019,"354750",228,0,3
2020,"354750",238,0,0
2021,"354750",218,0,0
2022,"354750",216,0,0
2023,"354750",203,0,1
2012,"354760",296,0,89
2013,"354760",298,0,125
2014,"354760",319,0,32
2015,"354760",290,0,20
2016,"354760",244,0,1
2017,"354760",249,0,22
2018,"354760",284,0,4
2019,"354760",232,0,9
2020,"354760",211,0,2
2021,"354760",199,0,3
2022,"354760",214,0,5
2023,"354760",201,0,3
2012,"354765",15,0,11
2013,"354765",15,0,0
2014,"354765",10,0,0
2015,"354765",13,0,0
2016,"354765",12,0,0
2017,"354765",13,0,0
2018,"354765",16,0,0
2019,"354765",15,0,0
2020,"354765",18,0,0
2021,"354765",18,0,0
2022,"354765",12,0,0
2023,"354765",12,0,0
2012,"354770",209,0,138
2013,"354770",212,0,38
2014,"354770",225,0,15
2015,"354770",226,0,8
2016,"354770",211,0,10
2017,"354770",219,0,11
2018,"354770",208,0,8
2019,"354770",202,0,2
2020,"354770",196,0,3
2021,"354770",190,0,0
2022,"354770",184,0,0
2023,"354770",184,0,1
2012,"354780",9169,0,63
2013,"354780",8941,0,32
2014,"354780",9153,0,46
2015,"354780",9258,0,79
2016,"354780",8802,0,60
2017,"354780",9095,0,16
2018,"354780",8995,0,29
2019,"354780",8990,0,21
2020,"354780",8598,0,8
2021,"354780",7992,0,15
2022,"354780",7625,0,30
2023,"354780",7378,0,26
2012,"354790",77,0,3
2013,"354790",70,0,6
2014,"354790",55,0,1
2015,"354790",72,0,2
2016,"354790",80,0,1
2017,"354790",78,0,1
2018,"354790",75,0,0
2019,"354790",75,0,1
2020,"354790",83,0,0
2021,"354790",84,0,2
2022,"354790",79,0,1
2023,"354790",54,0,0
2012,"354800",248,0,10
2013,"354800",277,0,1
2014,"354800",286,0,2
2015,"354800",284,0,3
2016,"354800",262,0,4
2017,"354800",262,0,7
2018,"354800",284,0,2
2019,"354800",269,0,6
2020,"354800",272,0,6
2021,"354800",270,0,2
2022,"354800",280,0,4
2023,"354800",278,0,2
2012,"354805",103,0,2
2013,"354805",112,0,1
2014,"354805",115,0,0
2015,"354805",116,0,7
2016,"354805",112,0,0
2017,"354805",103,0,0
2018,"354805",101,0,0
2019,"354805",112,0,0
2020,"354805",76,0,0
2021,"354805",94,0,0
2022,"354805",67,0,0
2023,"354805",76,0,0
2012,"354810",55,0,14
2013,"354810",60,0,0
2014,"354810",55,0,1
2015,"354810",50,0,1
2016,"354810",51,0,0
2017,"354810",64,0,0
2018,"354810",69,0,0
2019,"354810",64,0,0
2020,"354810",58,0,0
2021,"354810",57,0,0
2022,"354810",56,0,0
2023,"354810",64,0,0
2012,"354820",74,0,21
2013,"354820",85,0,5
2014,"354820",76,0,1
2015,"354820",90,0,2
2016,"354820",79,0,0
2017,"354820",93,0,0
2018,"354820",89,0,0
2019,"354820",88,0,1
2020,"354820",69,0,0
2021,"354820",88,0,0
2022,"354820",83,0,1
2023,"354820",94,0,0
2012,"354830",31,0,17
2013,"354830",31,0,2
2014,"354830",38,0,2
2015,"354830",41,0,0
2016,"354830",30,0,0
2017,"354830",33,0,0
2018,"354830",35,0,0
2019,"354830",34,0,0
2020,"354830",38,0,0
2021,"354830",40,0,0
2022,"354830",32,0,0
2023,"354830",31,0,0
2012,"354840",59,0,17
2013,"354840",67,0,4
2014,"354840",55,0,1
2015,"354840",53,0,0
2016,"354840",70,0,0
2017,"354840",59,0,0
2018,"354840",56,0,0
2019,"354840",52,0,1
2020,"354840",46,0,1
2021,"354840",43,0,2
2022,"354840",47,0,0
2023,"354840",44,0,0
2012,"354850",4972,0,94
2013,"354850",4973,0,61
2014,"354850",5111,0,38
2015,"354850",4887,0,57
2016,"354850",4513,0,55
2017,"354850",4768,0,23
2018,"354850",4569,1,15
2019,"354850",4364,0,20
2020,"354850",4084,0,15
2021,"354850",3884,1,16
2022,"354850",3754,0,9
2023,"354850",3733,0,25
2012,"354860",151,0,44
2013,"354860",140,0,5
2014,"354860",151,0,0
2015,"354860",138,0,1
2016,"354860",134,0,2
2017,"354860",122,0,0
2018,"354860",128,0,1
2019,"354860",106,0,1
2020,"354860",105,0,0
2021,"354860",127,0,1
2022,"354860",101,0,0
2023,"354860",105,0,0
2012,"354870",10938,1,55
2013,"354870",10929,0,53
2014,"354870",11257,1,44
2015,"354870",11252,0,68
2016,"354870",10761,0,43
2017,"354870",10974,1,31
2018,"354870",10723,0,33
2019,"354870",9889,0,28
2020,"354870",9158,0,42
2021,"354870",8576,0,34
2022,"354870",8030,0,32
2023,"354870",7815,0,43
2012,"354880",1709,0,0
2013,"354880",1654,0,1
2014,"354880",1830,0,4
2015,"354880",1820,0,9
2016,"354880",1776,0,6
2017,"354880",1836,0,3
2018,"354880",1723,0,5
2019,"354880",1631,0,4
2020,"354880",1525,0,1
2021,"354880",1397,0,0
2022,"354880",1387,0,3
2023,"354880",1345,0,4
2012,"354890",2956,0,34
2013,"354890",3010,0,23
2014,"354890",3183,0,24
2015,"354890",3235,0,18
2016,"354890",3135,0,51
2017,"354890",3231,0,26
2018,"354890",3247,0,51
2019,"354890",2961,0,16
2020,"354890",2995,0,1
2021,"354890",2837,0,6
2022,"354890",2607,0,10
2023,"354890",2631,0,8
2012,"354900",24,0,14
2013,"354900",39,0,1
2014,"354900",27,0,2
2015,"354900",24,0,0
2016,"354900",21,0,0
2017,"354900",27,0,0
2018,"354900",26,0,1
2019,"354900",22,0,0
2020,"354900",24,0,0
2021,"354900",19,0,0
2022,"354900",29,0,0
2023,"354900",25,0,0
2012,"354910",1004,0,372
2013,"354910",987,0,8
2014,"354910",1010,0,4
2015,"354910",1046,0,4
2016,"354910",1065,0,6
2017,"354910",1127,0,5
2018,"354910",1096,0,5
2019,"354910",1005,0,1
2020,"354910",991,0,0
2021,"354910",925,0,1
2022,"354910",922,0,0
2023,"354910",928,0,1
2012,"354920",33,0,25
2013,"354920",40,0,1
2014,"354920",30,0,0
2015,"354920",30,0,0
2016,"354920",14,0,0
2017,"354920",26,0,0
2018,"354920",28,0,0
2019,"354920",33,0,0
2020,"354920",25,0,0
2021,"354920",13,0,0
2022,"354920",29,0,0
2023,"354920",33,0,0
2012,"354925",13,0,6
2013,"354925",15,0,0
2014,"354925",20,0,0
2015,"354925",24,0,0
2016,"354925",24,0,0
2017,"354925",20,0,0
2018,"354925",25,0,0
2019,"354925",16,0,0
2020,"354925",20,0,0
2021,"354925",20,0,0
2022,"354925",25,0,0
2023,"354925",13,0,0
2012,"354930",20,0,0
2013,"354930",17,0,0
2014,"354930",26,0,0
2015,"354930",25,0,0
2016,"354930",18,0,0
2017,"354930",23,0,0
2018,"354930",17,0,0
2019,"354930",31,0,0
2020,"354930",16,0,0
2021,"354930",13,0,0
2022,"354930",19,0,0
2023,"354930",27,0,0
2012,"354940",629,0,374
2013,"354940",596,0,7
2014,"354940",604,0,6
2015,"354940",636,0,5
2016,"354940",581,0,1
2017,"354940",586,0,1
2018,"354940",578,0,0
2019,"354940",553,0,1
2020,"354940",543,0,1
2021,"354940",499,0,0
2022,"354940",486,0,0
2023,"354940",564,0,2
2012,"354950",103,0,31
2013,"354950",109,0,1
2014,"354950",105,0,0
2015,"354950",104,0,2
2016,"354950",115,0,2
2017,"354950",94,0,2
2018,"354950",94,0,0
2019,"354950",87,0,0
2020,"354950",83,0,2
2021,"354950",83,0,0
2022,"354950",75,0,0
2023,"354950",70,0,0
2012,"354960",45,0,11
2013,"354960",41,0,0
2014,"354960",40,0,1
2015,"354960",41,0,7
2016,"354960",49,0,3
2017,"354960",47,0,1
2018,"354960",42,0,1
2019,"354960",39,0,1
2020,"354960",43,0,1
2021,"354960",42,0,2
2022,"354960",39,0,0
2023,"354960",41,0,1
2012,"354970",660,0,326
2013,"354970",692,0,4
2014,"354970",690,0,21
2015,"354970",684,0,5
2016,"354970",654,0,12
2017,"354970",705,0,1
2018,"354970",674,0,2
2019,"354970",661,0,4
2020,"354970",647,0,1
2021,"354970",542,0,0
2022,"354970",538,0,0
2023,"354970",520,0,0
2012,"354980",5329,0,844
2013,"354980",5358,0,13
2014,"354980",5771,0,1
2015,"354980",5709,0,51
2016,"354980",5392,0,17
2017,"354980",5461,0,5
2018,"354980",5627,0,6
2019,"354980",5678,0,8
2020,"354980",5538,0,6
2021,"354980",5206,0,7
2022,"354980",5004,0,9
2023,"354980",5079,0,18
2012,"354990",9550,0,1453
2013,"354990",9555,0,672
2014,"354990",9937,0,141
2015,"354990",9808,0,112
2016,"354990",9562,0,36
2017,"354990",9743,0,74
2018,"354990",9686,0,67
2019,"354990",9076,0,43
2020,"354990",8682,0,29
2021,"354990",8545,0,58
2022,"354990",8072,0,38
2023,"354990",8090,0,40
2012,"354995",195,0,9
2013,"354995",213,0,7
2014,"354995",215,0,3
2015,"354995",211,0,1
2016,"354995",238,0,0
2017,"354995",202,0,0
2018,"354995",195,0,1
2019,"354995",196,0,1
2020,"354995",195,0,3
2021,"354995",175,0,2
2022,"354995",204,0,4
2023,"354995",159,0,2
2012,"355000",95,0,27
2013,"355000",104,0,11
2014,"355000",116,0,10
2015,"355000",100,0,2
2016,"355000",109,0,0
2017,"355000",121,0,0
2018,"355000",108,0,2
2019,"355000",97,0,0
2020,"355000",106,0,0
2021,"355000",103,0,2
2022,"355000",105,0,2
2023,"355000",101,0,0
2012,"355010",551,0,116
2013,"355010",515,0,8
2014,"355010",513,0,3
2015,"355010",517,0,8
2016,"355010",530,0,8
2017,"355010",524,0,1
2018,"355010",468,0,4
2019,"355010",426,0,0
2020,"355010",492,0,3
2021,"355010",436,0,0
2022,"355010",422,0,0
2023,"355010",397,0,0
2012,"355020",418,0,72
2013,"355020",426,0,4
2014,"355020",422,0,8
2015,"355020",403,0,5
2016,"355020",455,0,1
2017,"355020",422,0,2
2018,"355020",407,0,4
2019,"355020",407,0,1
2020,"355020",357,0,3
2021,"355020",354,0,0
2022,"355020",351,0,1
2023,"355020",360,0,0
2012,"355030",175904,7,2953
2013,"355030",172987,2,802
2014,"355030",175840,1,805
2015,"355030",176313,1,1113
2016,"355030",167303,1,853
2017,"355030",169299,4,615
2018,"355030",165355,3,612
2019,"355030",158587,2,684
2020,"355030",147133,3,598
2021,"355030",136732,3,669
2022,"355030",132050,1,611
2023,"355030",128720,2,529
2012,"355040",399,0,67
2013,"355040",401,0,4
2014,"355040",393,0,0
2015,"355040",406,0,3
2016,"355040",409,0,0
2017,"355040",427,0,0
2018,"355040",418,0,0
2019,"355040",419,0,0
2020,"355040",395,0,0
2021,"355040",396,0,1
2022,"355040",409,0,2
2023,"355040",392,0,0
2012,"355050",89,0,56
2013,"355050",90,0,37
2014,"355050",86,0,0
2015,"355050",93,0,4
2016,"355050",85,0,0
2017,"355050",86,0,0
2018,"355050",112,0,1
2019,"355050",93,0,1
2020,"355050",78,0,2
2021,"355050",85,0,0
2022,"355050",89,0,0
2023,"355050",87,0,0
2012,"355060",1082,0,245
2013,"355060",1025,0,20
2014,"355060",1130,0,7
2015,"355060",1157,0,23
2016,"355060",1122,0,4
2017,"355060",1099,0,21
2018,"355060",1080,0,23
2019,"355060",1063,0,1
2020,"355060",966,0,9
2021,"355060",897,0,9
2022,"355060",904,0,13
2023,"355060",869,0,8
2012,"355070",1304,0,675
2013,"355070",1294,0,8
2014,"355070",1323,0,2
2015,"355070",1358,0,11
2016,"355070",1270,0,4
2017,"355070",1291,0,10
2018,"355070",1295,0,3
2019,"355070",1231,0,5
2020,"355070",1178,0,1
2021,"355070",1193,0,6
2022,"355070",1111,0,17
2023,"355070",1107,0,41
2012,"355080",117,0,51
2013,"355080",141,0,3
2014,"355080",126,0,5
2015,"355080",116,0,3
2016,"355080",105,0,3
2017,"355080",89,0,1
2018,"355080",109,0,3
2019,"355080",102,0,0
2020,"355080",76,0,2
2021,"355080",73,0,2
2022,"355080",95,0,0
2023,"355080",80,0,0
2012,"355090",143,0,38
2013,"355090",161,0,28
2014,"355090",158,0,3
2015,"355090",155,0,2
2016,"355090",155,0,1
2017,"355090",133,0,3
2018,"355090",143,0,0
2019,"355090",145,0,0
2020,"355090",128,0,0
2021,"355090",117,0,0
2022,"355090",123,0,1
2023,"355090",126,0,1
2012,"355100",5362,0,80
2013,"355100",5236,0,44
2014,"355100",5193,2,53
2015,"355100",5176,0,57
2016,"355100",4805,0,46
2017,"355100",4657,0,41
2018,"355100",4569,0,36
2019,"355100",4298,0,23
2020,"355100",4160,0,29
2021,"355100",3880,0,33
2022,"355100",3497,0,45
2023,"355100",3661,0,24
2012,"355110",141,0,19
2013,"355110",102,0,0
2014,"355110",109,0,1
2015,"355110",129,0,1
2016,"355110",118,0,1
2017,"355110",112,0,0
2018,"355110",102,0,0
2019,"355110",109,0,0
2020,"355110",112,0,0
2021,"355110",106,0,0
2022,"355110",110,0,0
2023,"355110",124,0,0
2012,"355120",42,0,1
2013,"355120",46,0,0
2014,"355120",50,0,0
2015,"355120",51,0,4
2016,"355120",45,0,0
2017,"355120",58,0,0
2018,"355120",39,0,0
2019,"355120",50,0,0
2020,"355120",49,0,0
2021,"355120",45,0,0
2022,"355120",49,0,0
2023,"355120",44,0,0
2012,"355130",41,0,7
2013,"355130",37,0,0
2014,"355130",40,0,0
2015,"355130",30,0,0
2016,"355130",32,0,0
2017,"355130",34,0,0
2018,"355130",46,0,0
2019,"355130",37,0,0
2020,"355130",35,0,0
2021,"355130",32,0,0
2022,"355130",27,0,0
2023,"355130",36,0,0
2012,"355140",126,0,9
2013,"355140",130,0,6
2014,"355140",147,0,9
2015,"355140",139,0,2
2016,"355140",118,0,7
2017,"355140",135,0,2
2018,"355140",113,0,4
2019,"355140",111,0,4
2020,"355140",115,0,1
2021,"355140",109,0,0
2022,"355140",104,0,1
2023,"355140",106,0,0
2012,"355150",625,0,47
2013,"355150",657,0,24
2014,"355150",658,0,37
2015,"355150",656,0,13
2016,"355150",618,0,3
2017,"355150",637,0,0
2018,"355150",619,0,2
2019,"355150",615,0,5
2020,"355150",570,0,0
2021,"355150",527,0,3
2022,"355150",542,0,6
2023,"355150",573,0,0
2012,"355160",317,0,14
2013,"355160",292,0,13
2014,"355160",300,0,4
2015,"355160",341,0,7
2016,"355160",325,0,3
2017,"355160",305,0,2
2018,"355160",344,0,0
2019,"355160",316,0,1
2020,"355160",292,0,5
2021,"355160",295,0,0
2022,"355160",253,0,1
2023,"355160",254,0,1
2012,"355170",1697,0,73
2013,"355170",1622,0,93
2014,"355170",1796,0,17
2015,"355170",1747,0,53
2016,"355170",1540,0,7
2017,"355170",1580,0,2
2018,"355170",1580,0,3
2019,"355170",1629,0,4
2020,"355170",1565,0,0
2021,"355170",1486,0,2
2022,"355170",1437,0,0
2023,"355170",1441,0,6
2012,"355180",221,0,122
2013,"355180",231,0,3
2014,"355180",192,0,6
2015,"355180",201,0,3
2016,"355180",202,0,2
2017,"355180",202,0,3
2018,"355180",219,0,4
2019,"355180",195,0,2
2020,"355180",197,0,2
2021,"355180",206,0,2
2022,"355180",144,0,0
2023,"355180",174,0,0
2012,"355190",219,0,84
2013,"355190",186,0,59
2014,"355190",209,0,1
2015,"355190",215,0,3
2016,"355190",189,0,0
2017,"355190",185,0,0
2018,"355190",204,0,0
2019,"355190",205,0,2
2020,"355190",187,0,0
2021,"355190",169,0,2
2022,"355190",147,0,1
2023,"355190",151,0,1
2012,"355200",72,0,31
2013,"355200",64,0,3
2014,"355200",68,0,2
2015,"355200",62,0,8
2016,"355200",59,0,3
2017,"355200",70,0,4
2018,"355200",72,0,1
2019,"355200",67,0,3
2020,"355200",62,0,0
2021,"355200",69,0,1
2022,"355200",71,0,1
2023,"355200",79,0,1
2012,"355210",406,0,47
2013,"355210",411,0,2
2014,"355210",407,0,3
2015,"355210",374,0,2
2016,"355210",422,0,4
2017,"355210",414,0,0
2018,"355210",389,0,1
2019,"355210",437,0,0
2020,"355210",395,0,3
2021,"355210",376,0,1
2022,"355210",408,0,0
2023,"355210",383,0,8
2012,"355220",9057,0,415
2013,"355220",9112,0,69
2014,"355220",9093,0,52
2015,"355220",9446,0,39
2016,"355220",8935,0,56
2017,"355220",9267,0,24
2018,"355220",9418,0,20
2019,"355220",8914,0,27
2020,"355220",8963,0,18
2021,"355220",8677,0,34
2022,"355220",8814,0,31
2023,"355220",8749,0,28
2012,"355230",114,0,8
2013,"355230",114,0,1
2014,"355230",103,0,6
2015,"355230",99,0,3
2016,"355230",90,0,0
2017,"355230",106,0,0
2018,"355230",118,0,0
2019,"355230",86,0,0
2020,"355230",101,0,0
2021,"355230",88,0,3
2022,"355230",75,0,2
2023,"355230",89,0,1
2012,"355240",3895,0,116
2013,"355240",3871,0,33
2014,"355240",3897,0,16
2015,"355240",4071,0,29
2016,"355240",3877,0,19
2017,"355240",4056,0,12
2018,"355240",3880,0,19
2019,"355240",3889,0,15
2020,"355240",3620,0,16
2021,"355240",3396,0,11
2022,"355240",3252,0,12
2023,"355240",3329,0,18
2012,"355250",4395,0,85
2013,"355250",4350,0,125
2014,"355250",4551,0,27
