"","CODMUNRES","ANO","INCOMPLETUDE","TOTAIS","UF"
"7561","310925",2021,0,37,"MG"
"7562","310925",2022,0,40,"MG"
"7563","310930",2023,0,343,"MG"
"7564","310940",2023,0,327,"MG"
"7565","310945",2022,0,68,"MG"
"7566","310950",2022,0,114,"MG"
"7567","310950",2023,0,140,"MG"
"7568","310960",2021,0,32,"MG"
"7569","310960",2022,0,31,"MG"
"7570","310960",2023,0,32,"MG"
"7571","310980",2021,0,14,"MG"
"7572","310980",2022,0,25,"MG"
"7573","310980",2023,0,20,"MG"
"7574","310990",2021,0,111,"MG"
"7575","310990",2022,0,110,"MG"
"7576","310990",2023,0,114,"MG"
"7577","311000",2022,0,427,"MG"
"7578","311010",2021,0,53,"MG"
"7579","311010",2022,0,64,"MG"
"7580","311010",2023,0,67,"MG"
"7581","311020",2021,0,49,"MG"
"7582","311020",2022,0,46,"MG"
"7583","311020",2023,0,48,"MG"
"7584","311040",2022,0,31,"MG"
"7585","311040",2023,0,29,"MG"
"7586","311070",2021,0,152,"MG"
"7587","311070",2022,0,130,"MG"
"7588","311070",2023,0,123,"MG"
"7589","311090",2021,0,177,"MG"
"7590","311090",2023,0,172,"MG"
"7591","311115",2021,0,31,"MG"
"7592","311115",2023,0,25,"MG"
"7593","311120",2023,0,550,"MG"
"7594","311130",2021,0,119,"MG"
"7595","311140",2021,0,99,"MG"
"7596","311140",2022,0,90,"MG"
"7597","311140",2023,0,88,"MG"
"7598","311150",2021,0,170,"MG"
"7599","311150",2023,0,187,"MG"
"7600","311160",2021,0,275,"MG"
"7601","311170",2021,0,39,"MG"
"7602","311170",2022,0,52,"MG"
"7603","311170",2023,0,52,"MG"
"7604","311190",2021,0,46,"MG"
"7605","311190",2023,0,39,"MG"
"7606","311200",2023,0,120,"MG"
"7607","311210",2021,0,86,"MG"
"7608","311210",2022,0,67,"MG"
"7609","311210",2023,0,86,"MG"
"7610","311220",2021,0,47,"MG"
"7611","311220",2022,0,36,"MG"
"7612","311240",2021,0,76,"MG"
"7613","311240",2022,0,96,"MG"
"7614","311250",2021,0,105,"MG"
"7615","311250",2022,0,96,"MG"
"7616","311260",2023,0,157,"MG"
"7617","311265",2021,0,50,"MG"
"7618","311265",2022,0,50,"MG"
"7619","311265",2023,0,52,"MG"
"7620","311270",2022,0,205,"MG"
"7621","311270",2023,0,207,"MG"
"7622","311280",2021,0,131,"MG"
"7623","311280",2022,0,130,"MG"
"7624","311280",2023,0,130,"MG"
"7625","311290",2021,0,130,"MG"
"7626","311290",2022,0,114,"MG"
"7627","311290",2023,0,138,"MG"
"7628","311310",2021,0,30,"MG"
"7629","311310",2022,0,20,"MG"
"7630","311310",2023,0,23,"MG"
"7631","311330",2021,0,417,"MG"
"7632","311330",2022,0,357,"MG"
"7633","311330",2023,0,355,"MG"
"7634","311380",2021,0,34,"MG"
"7635","311380",2022,0,39,"MG"
"7636","311380",2023,0,35,"MG"
"7637","311390",2021,0,125,"MG"
"7638","311390",2022,0,142,"MG"
"7639","311390",2023,0,117,"MG"
"7640","311400",2021,0,90,"MG"
"7641","311400",2022,0,102,"MG"
"7642","311410",2021,0,136,"MG"
"7643","311410",2022,0,153,"MG"
"7644","311410",2023,0,135,"MG"
"7645","311420",2021,0,272,"MG"
"7646","311420",2023,0,259,"MG"
"7647","311430",2022,0,263,"MG"
"7648","311430",2023,0,280,"MG"
"7649","311440",2021,0,215,"MG"
"7650","311440",2022,0,186,"MG"
"7651","311440",2023,0,184,"MG"
"7652","311450",2021,0,216,"MG"
"7653","311455",2021,0,82,"MG"
"7654","311455",2022,0,72,"MG"
"7655","311455",2023,0,92,"MG"
"7656","311460",2021,0,56,"MG"
"7657","311460",2022,0,43,"MG"
"7658","311460",2023,0,33,"MG"
"7659","311470",2021,0,25,"MG"
"7660","311470",2023,0,38,"MG"
"7661","311480",2021,0,42,"MG"
"7662","311480",2022,0,22,"MG"
"7663","311480",2023,0,42,"MG"
"7664","311490",2021,0,22,"MG"
"7665","311490",2022,0,27,"MG"
"7666","311490",2023,0,32,"MG"
"7667","311500",2021,0,35,"MG"
"7668","311500",2023,0,29,"MG"
"7669","311510",2021,0,212,"MG"
"7670","311510",2022,0,207,"MG"
"7671","311520",2021,0,30,"MG"
"7672","311520",2022,0,27,"MG"
"7673","311520",2023,0,28,"MG"
"7674","311540",2021,0,35,"MG"
"7675","311540",2023,0,28,"MG"
"7676","311545",2023,0,113,"MG"
"7677","311547",2021,0,48,"MG"
"7678","311547",2023,0,63,"MG"
"7679","311550",2021,0,211,"MG"
"7680","311550",2022,0,210,"MG"
"7681","311550",2023,0,197,"MG"
"7682","311560",2021,0,6,"MG"
"7683","311560",2022,0,11,"MG"
"7684","311560",2023,0,8,"MG"
"7685","311570",2022,0,84,"MG"
"7686","311570",2023,0,69,"MG"
"7687","311580",2023,0,98,"MG"
"7688","311590",2021,0,32,"MG"
"7689","311590",2022,0,39,"MG"
"7690","311590",2023,0,32,"MG"
"7691","311600",2021,0,78,"MG"
"7692","311600",2022,0,85,"MG"
"7693","311610",2023,0,87,"MG"
"7694","311620",2021,0,29,"MG"
"7695","311620",2022,0,30,"MG"
"7696","311620",2023,0,23,"MG"
"7697","311630",2021,0,43,"MG"
"7698","311630",2022,0,57,"MG"
"7699","311640",2021,0,13,"MG"
"7700","311640",2022,0,14,"MG"
"7701","311650",2021,0,62,"MG"
"7702","311650",2022,0,68,"MG"
"7703","311650",2023,0,67,"MG"
"7704","311660",2021,0,365,"MG"
"7705","311670",2021,0,61,"MG"
"7706","311670",2022,0,64,"MG"
"7707","311670",2023,0,63,"MG"
"7708","311680",2022,0,75,"MG"
"7709","311690",2021,0,27,"MG"
"7710","311690",2022,0,29,"MG"
"7711","311700",2021,0,47,"MG"
"7712","311700",2023,0,44,"MG"
"7713","311710",2021,0,110,"MG"
"7714","311720",2021,0,26,"MG"
"7715","311720",2022,0,25,"MG"
"7716","311720",2023,0,29,"MG"
"7717","311730",2021,0,351,"MG"
"7718","311730",2023,0,331,"MG"
"7719","311740",2021,0,50,"MG"
"7720","311740",2022,0,53,"MG"
"7721","311760",2021,0,63,"MG"
"7722","311760",2023,0,46,"MG"
"7723","311770",2021,0,146,"MG"
"7724","311770",2022,0,138,"MG"
"7725","311770",2023,0,138,"MG"
"7726","311783",2021,0,77,"MG"
"7727","311820",2022,0,63,"MG"
"7728","311820",2023,0,72,"MG"
"7729","311840",2022,0,252,"MG"
"7730","311850",2021,0,18,"MG"
"7731","311850",2022,0,14,"MG"
"7732","311850",2023,0,12,"MG"
"7733","311870",2021,0,87,"MG"
"7734","311870",2022,0,87,"MG"
"7735","311870",2023,0,92,"MG"
"7736","311880",2022,0,268,"MG"
"7737","311880",2023,0,249,"MG"
"7738","311890",2021,0,71,"MG"
"7739","311890",2022,0,60,"MG"
"7740","311890",2023,0,65,"MG"
"7741","311900",2021,0,40,"MG"
"7742","311900",2022,0,33,"MG"
"7743","311900",2023,0,32,"MG"
"7744","311910",2021,0,283,"MG"
"7745","311910",2022,0,303,"MG"
"7746","311910",2023,0,263,"MG"
"7747","311920",2021,0,86,"MG"
"7748","311920",2022,0,66,"MG"
"7749","311920",2023,0,79,"MG"
"7750","311930",2021,0,295,"MG"
"7751","311930",2022,0,282,"MG"
"7752","311930",2023,0,298,"MG"
"7753","311960",2021,0,23,"MG"
"7754","311960",2022,0,18,"MG"
"7755","311960",2023,0,22,"MG"
"7756","311970",2021,0,36,"MG"
"7757","311970",2022,0,27,"MG"
"7758","311970",2023,0,23,"MG"
"7759","311980",2021,0,21,"MG"
"7760","311980",2023,0,22,"MG"
"7761","311990",2023,0,22,"MG"
"7762","311995",2021,0,46,"MG"
"7763","311995",2022,0,64,"MG"
"7764","311995",2023,0,51,"MG"
"7765","312000",2021,0,30,"MG"
"7766","312000",2022,0,25,"MG"
"7767","312000",2023,0,24,"MG"
"7768","312010",2021,0,50,"MG"
"7769","312020",2022,0,141,"MG"
"7770","312020",2023,0,123,"MG"
"7771","312030",2021,0,93,"MG"
"7772","312030",2022,0,61,"MG"
"7773","312030",2023,0,69,"MG"
"7774","312040",2021,0,59,"MG"
"7775","312040",2022,0,67,"MG"
"7776","312050",2021,0,110,"MG"
"7777","312050",2022,0,106,"MG"
"7778","312050",2023,0,88,"MG"
"7779","312060",2021,0,43,"MG"
"7780","312060",2022,0,43,"MG"
"7781","312060",2023,0,48,"MG"
"7782","312070",2021,0,47,"MG"
"7783","312070",2022,0,47,"MG"
"7784","312070",2023,0,50,"MG"
"7785","312080",2021,0,195,"MG"
