"","CODMUNRES","ANO","INCOMPLETUDE","TOTAIS","UF"
"228","130040",2023,1,511,"AM"
"229","130060",2021,1,1055,"AM"
"230","130063",2021,1,589,"AM"
"231","130063",2022,1,507,"AM"
"232","130070",2021,3,772,"AM"
"233","130070",2022,4,677,"AM"
"234","130070",2023,1,728,"AM"
"235","130080",2021,1,886,"AM"
"236","130010",2021,3,262,"AM"
"237","130014",2023,2,273,"AM"
"238","130083",2021,1,205,"AM"
"239","130083",2022,1,217,"AM"
"240","130083",2023,3,171,"AM"
"241","130090",2021,1,198,"AM"
"242","130090",2022,5,175,"AM"
"243","130090",2023,5,186,"AM"
"244","130110",2021,1,619,"AM"
"245","130110",2022,3,548,"AM"
"246","130110",2023,1,482,"AM"
"247","130115",2021,1,218,"AM"
"248","130115",2022,6,219,"AM"
"249","130115",2023,4,208,"AM"
"250","130120",2022,1,1536,"AM"
"251","130120",2023,1,1485,"AM"
"252","130130",2022,9,457,"AM"
"253","130130",2023,3,393,"AM"
"254","130150",2023,1,310,"AM"
"255","130170",2021,4,1127,"AM"
"256","130170",2022,5,997,"AM"
"257","130170",2023,5,945,"AM"
"258","130180",2021,2,406,"AM"
"259","130185",2021,25,939,"AM"
"260","130185",2022,18,918,"AM"
"261","130185",2023,19,981,"AM"
"262","130190",2021,13,2045,"AM"
"263","130190",2022,3,1875,"AM"
"264","130190",2023,3,1788,"AM"
"265","130195",2022,2,260,"AM"
"266","130195",2023,2,315,"AM"
"267","130200",2023,1,184,"AM"
"268","130240",2021,1,881,"AM"
"269","130240",2023,5,822,"AM"
"270","130250",2021,8,2265,"AM"
"271","130250",2022,7,2024,"AM"
"272","130250",2023,2,1965,"AM"
"273","130255",2021,2,256,"AM"
"274","130255",2022,1,305,"AM"
"275","130260",2021,419,37041,"AM"
"276","130080",2022,1,753,"AM"
"277","130080",2023,1,681,"AM"
"278","130002",2021,0,445,"AM"
"279","130002",2022,0,330,"AM"
"280","130002",2023,0,306,"AM"
"281","130006",2021,0,285,"AM"
"282","130008",2021,0,180,"AM"
"283","130008",2022,0,180,"AM"
"284","130008",2023,0,192,"AM"
"285","130010",2022,0,238,"AM"
"286","130010",2023,0,208,"AM"
"287","130014",2021,0,290,"AM"
"288","130014",2022,0,271,"AM"
"289","130020",2022,0,374,"AM"
"290","130020",2023,0,359,"AM"
"291","130030",2021,0,950,"AM"
"292","130030",2022,0,856,"AM"
"293","130040",2021,0,507,"AM"
"294","130050",2021,0,939,"AM"
"295","130050",2022,0,815,"AM"
"296","130050",2023,0,789,"AM"
"297","130060",2022,0,959,"AM"
"298","130060",2023,0,983,"AM"
"299","130063",2023,0,438,"AM"
"300","130068",2021,0,297,"AM"
"301","130068",2022,0,275,"AM"
"302","130068",2023,0,264,"AM"
"303","130100",2021,0,684,"AM"
"304","130100",2022,0,575,"AM"
"305","130100",2023,0,540,"AM"
"306","130120",2021,0,1622,"AM"
"307","130130",2021,0,496,"AM"
"308","130140",2021,0,728,"AM"
"309","130140",2022,0,750,"AM"
"310","130140",2023,0,728,"AM"
"311","130150",2021,0,365,"AM"
"312","130150",2022,0,343,"AM"
"313","130160",2021,0,678,"AM"
"314","130160",2022,0,553,"AM"
"315","130160",2023,0,580,"AM"
"316","130165",2021,0,340,"AM"
"317","130165",2022,0,286,"AM"
"318","130165",2023,0,299,"AM"
"319","130180",2022,0,395,"AM"
"320","130180",2023,0,405,"AM"
"321","130195",2021,0,298,"AM"
"322","130200",2021,0,208,"AM"
"323","130200",2022,0,177,"AM"
"324","130210",2021,0,176,"AM"
"325","130210",2022,0,173,"AM"
"326","130210",2023,0,205,"AM"
"327","130220",2021,0,208,"AM"
"328","130220",2022,0,210,"AM"
"329","130220",2023,0,190,"AM"
"330","130230",2021,0,680,"AM"
"331","130230",2022,0,700,"AM"
"332","130230",2023,0,655,"AM"
"333","130240",2022,0,817,"AM"
"334","130255",2023,0,238,"AM"
"335","130280",2021,0,449,"AM"
"336","130280",2022,0,341,"AM"
"337","130280",2023,0,372,"AM"
"338","130290",2021,0,1515,"AM"
"339","130290",2022,0,1286,"AM"
"340","130300",2021,0,348,"AM"
"341","130300",2022,0,339,"AM"
"342","130300",2023,0,302,"AM"
"343","130310",2021,0,640,"AM"
"344","130310",2022,0,591,"AM"
"345","130310",2023,0,569,"AM"
"346","130320",2021,0,306,"AM"
"347","130320",2022,0,267,"AM"
"348","130320",2023,0,305,"AM"
"349","130330",2021,0,440,"AM"
"350","130330",2022,0,389,"AM"
"351","130330",2023,0,347,"AM"
"352","130340",2023,0,1783,"AM"
"353","130350",2022,0,348,"AM"
"354","130350",2023,0,352,"AM"
"355","130360",2022,0,328,"AM"
"356","130360",2023,0,370,"AM"
"357","130260",2022,397,34707,"AM"
"358","130260",2023,373,33479,"AM"
"359","130270",2021,8,1010,"AM"
"360","130270",2022,1,943,"AM"
"361","130270",2023,2,915,"AM"
"362","130290",2023,1,1316,"AM"
"363","130340",2021,1,2039,"AM"
"364","130340",2022,1,1923,"AM"
"365","130350",2021,1,426,"AM"
"366","130353",2021,6,605,"AM"
"367","130353",2022,4,562,"AM"
"368","130353",2023,7,524,"AM"
"369","130356",2021,4,418,"AM"
"370","130356",2022,13,394,"AM"
"371","130356",2023,8,356,"AM"
"372","130360",2021,4,368,"AM"
"373","130370",2021,2,826,"AM"
"374","130370",2022,1,787,"AM"
"375","130370",2023,1,863,"AM"
"376","130380",2021,2,1588,"AM"
"377","130390",2021,1,993,"AM"
"378","130390",2022,1,923,"AM"
"379","130390",2023,2,953,"AM"
"380","130395",2021,1,204,"AM"
"381","130395",2023,2,180,"AM"
"382","130400",2022,1,191,"AM"
"383","130406",2021,40,1812,"AM"
"384","130410",2021,8,468,"AM"
"385","130410",2022,1,444,"AM"
"386","130420",2021,1,1871,"AM"
"387","130423",2022,1,439,"AM"
"388","130400",2021,0,210,"AM"
"389","130400",2023,0,195,"AM"
"390","130406",2022,0,1516,"AM"
"391","130406",2023,0,1484,"AM"
"392","130410",2023,0,422,"AM"
"393","130420",2022,0,1858,"AM"
"394","130420",2023,0,1824,"AM"
"395","130423",2021,0,450,"AM"
"396","130423",2023,0,372,"AM"
"397","130426",2021,0,387,"AM"
"398","130380",2022,0,1454,"AM"
"399","130380",2023,0,1442,"AM"
"400","130395",2022,0,180,"AM"
"401","130430",2022,0,266,"AM"
"402","130430",2023,0,244,"AM"
"403","130440",2021,0,379,"AM"
"404","130440",2022,0,305,"AM"
"405","130440",2023,0,287,"AM"
"406","130426",2022,0,340,"AM"
"407","130426",2023,0,319,"AM"
"408","130430",2021,0,265,"AM"
"409","140015",2021,1,433,"RR"
"410","140023",2023,1,212,"RR"
"411","140015",2022,1,430,"RR"
"412","140020",2021,1,424,"RR"
"413","140020",2022,1,332,"RR"
"414","140005",2021,2,768,"RR"
"415","140005",2022,4,703,"RR"
"416","140010",2021,1,8108,"RR"
"417","140010",2022,2,7839,"RR"
"418","140010",2023,1,7776,"RR"
"419","140002",2021,0,435,"RR"
"420","140002",2022,0,431,"RR"
"421","140002",2023,0,429,"RR"
"422","140005",2023,0,661,"RR"
"423","140015",2023,0,419,"RR"
"424","140017",2021,0,418,"RR"
"425","140017",2022,0,393,"RR"
"426","140017",2023,0,357,"RR"
"427","140020",2023,0,361,"RR"
"428","140023",2021,0,210,"RR"
"429","140023",2022,0,181,"RR"
"430","140028",2021,0,142,"RR"
"431","140028",2022,0,144,"RR"
"432","140030",2021,0,369,"RR"
"433","140030",2022,0,323,"RR"
"434","140030",2023,0,354,"RR"
"435","140040",2021,0,477,"RR"
"436","140040",2022,0,445,"RR"
"437","140040",2023,0,511,"RR"
"438","140028",2023,1,164,"RR"
"439","140047",2023,1,532,"RR"
"440","140050",2021,2,141,"RR"
"441","140070",2021,4,704,"RR"
"442","140070",2022,7,514,"RR"
"443","140060",2022,0,125,"RR"
"444","140060",2023,0,90,"RR"
"445","140070",2023,0,564,"RR"
"446","140060",2021,0,102,"RR"
"447","140047",2021,0,561,"RR"
"448","140045",2021,0,609,"RR"
"449","140045",2022,0,544,"RR"
"450","140045",2023,0,546,"RR"
"451","140047",2022,0,570,"RR"
"452","140050",2022,0,116,"RR"
"453","140050",2023,0,127,"RR"
"454","150013",2022,3,103,"PA"
"455","150020",2023,30,979,"PA"
"456","150013",2023,1,118,"PA"
"457","150020",2021,74,959,"PA"
"458","150020",2022,44,942,"PA"
"459","150013",2021,4,132,"PA"
"460","150040",2023,5,1092,"PA"
"461","150050",2022,40,677,"PA"
"462","150050",2023,25,655,"PA"
"463","150060",2021,43,2207,"PA"
"464","150060",2022,176,2283,"PA"
"465","150030",2021,88,1063,"PA"
"466","150030",2022,87,1044,"PA"
"467","150030",2023,63,1022,"PA"
"468","150034",2021,3,209,"PA"
"469","150034",2022,14,219,"PA"
"470","150034",2023,1,217,"PA"
"471","150040",2021,7,1131,"PA"
"472","150040",2022,9,1056,"PA"
"473","150085",2022,4,583,"PA"
"474","150085",2023,1,580,"PA"
"475","150090",2021,93,900,"PA"
"476","150090",2022,44,698,"PA"
"477","150090",2023,59,767,"PA"
"478","150060",2023,254,2226,"PA"
"479","150070",2021,8,861,"PA"
"480","150070",2022,22,787,"PA"
"481","150070",2023,3,799,"PA"
"482","150080",2021,1830,6856,"PA"
"483","150080",2022,218,6281,"PA"
"484","150080",2023,157,6142,"PA"
"485","150085",2021,6,649,"PA"
"486","150120",2021,20,590,"PA"
"487","150120",2022,14,538,"PA"
"488","150120",2023,23,508,"PA"
"489","150125",2023,2,48,"PA"
"490","150130",2021,20,2270,"PA"
"491","150130",2022,5,2210,"PA"
"492","150130",2023,4,2156,"PA"
"493","150140",2021,695,16816,"PA"
"494","150140",2022,190,15865,"PA"
"495","150140",2023,122,15146,"PA"
"496","150145",2021,30,291,"PA"
"497","150145",2022,18,351,"PA"
"498","150145",2023,5,312,"PA"
"499","150150",2021,112,942,"PA"
"500","150150",2022,31,860,"PA"
"501","150150",2023,12,874,"PA"
"502","150157",2021,3,284,"PA"
"503","150157",2022,5,238,"PA"
"504","150157",2023,2,238,"PA"
"505","150160",2021,13,194,"PA"
"506","150160",2022,10,199,"PA"
"507","150160",2023,16,195,"PA"
"508","150170",2021,290,2155,"PA"
"509","150170",2022,214,1985,"PA"
"510","150170",2023,187,1859,"PA"
"511","150172",2021,1,337,"PA"
"512","150172",2022,1,304,"PA"
"513","150172",2023,1,310,"PA"
"514","150175",2021,4,112,"PA"
"515","150175",2022,2,108,"PA"
"516","150175",2023,1,91,"PA"
"517","150178",2021,5,733,"PA"
"518","150095",2021,7,414,"PA"
"519","150095",2022,10,351,"PA"
"520","150095",2023,16,396,"PA"
"521","150100",2021,6,184,"PA"
"522","150100",2022,3,174,"PA"
"523","150110",2021,133,576,"PA"
"524","150110",2022,91,555,"PA"
"525","150110",2023,74,561,"PA"
"526","150285",2021,5,215,"PA"
"527","150285",2022,9,210,"PA"
"528","150285",2023,4,215,"PA"
"529","150290",2021,7,517,"PA"
"530","150290",2022,20,484,"PA"
"531","150290",2023,20,456,"PA"
"532","150293",2021,35,680,"PA"
"533","150293",2022,44,636,"PA"
"534","150293",2023,60,611,"PA"
"535","150295",2021,6,477,"PA"
"536","150295",2022,3,439,"PA"
"537","150295",2023,2,436,"PA"
"538","150300",2021,2,133,"PA"
"539","150300",2022,1,128,"PA"
"540","150304",2021,4,324,"PA"
"541","150304",2022,3,292,"PA"
"542","150304",2023,4,327,"PA"
"543","150307",2021,5,395,"PA"
"544","150307",2022,5,369,"PA"
"545","150307",2023,5,387,"PA"
"546","150309",2021,9,576,"PA"
"547","150309",2022,5,523,"PA"
"548","150309",2023,5,459,"PA"
"549","150310",2021,18,768,"PA"
"550","150310",2022,7,721,"PA"
"551","150310",2023,5,684,"PA"
"552","150320",2021,16,531,"PA"
"553","150320",2022,2,497,"PA"
"554","150330",2021,7,1134,"PA"
"555","150330",2022,32,1050,"PA"
"556","150330",2023,5,1019,"PA"
"557","150340",2021,1,178,"PA"
"558","150340",2023,1,139,"PA"
"559","150345",2021,84,636,"PA"
"560","150345",2022,91,571,"PA"
"561","150345",2023,76,582,"PA"
"562","150350",2021,8,450,"PA"
"563","150350",2022,2,391,"PA"
"564","150350",2023,13,427,"PA"
"565","150360",2021,41,2599,"PA"
"566","150360",2022,78,2533,"PA"
"567","150360",2023,9,2340,"PA"
"568","150370",2021,6,782,"PA"
"569","150370",2022,5,803,"PA"
"570","150370",2023,9,754,"PA"
"571","150375",2021,4,673,"PA"
"572","150375",2022,6,625,"PA"
"573","150375",2023,11,643,"PA"
"574","150380",2021,3,686,"PA"
"575","150380",2022,2,583,"PA"
"576","150380",2023,3,598,"PA"
"577","150390",2021,3,1128,"PA"
"578","150390",2022,13,1123,"PA"
"579","150390",2023,8,1139,"PA"
"580","150400",2021,45,471,"PA"
"581","150400",2022,34,417,"PA"
"582","150400",2023,21,391,"PA"
"583","150405",2021,28,547,"PA"
"584","150405",2022,22,475,"PA"
"585","150405",2023,21,506,"PA"
"586","150410",2021,5,97,"PA"
"587","150410",2022,2,89,"PA"
"588","150410",2023,2,90,"PA"
"589","150420",2021,39,4670,"PA"
"590","150420",2022,32,4203,"PA"
"591","150420",2023,27,4356,"PA"
"592","150430",2021,23,394,"PA"
"593","150430",2022,12,326,"PA"
"594","150430",2023,31,318,"PA"
"595","150440",2021,9,312,"PA"
"596","150440",2022,3,269,"PA"
"597","150440",2023,8,297,"PA"
"598","150442",2021,257,1697,"PA"
"599","150178",2022,8,640,"PA"
"600","150178",2023,9,740,"PA"
"601","150180",2021,26,2830,"PA"
"602","150180",2022,21,2663,"PA"
"603","150180",2023,38,2799,"PA"
"604","150190",2021,46,413,"PA"
"605","150190",2022,13,394,"PA"
"606","150190",2023,20,427,"PA"
"607","150195",2021,51,344,"PA"
"608","150195",2022,37,314,"PA"
"609","150195",2023,41,295,"PA"
"610","150200",2021,34,311,"PA"
"611","150200",2022,45,321,"PA"
"612","150200",2023,63,354,"PA"
"613","150210",2021,49,2520,"PA"
"614","150210",2022,23,2213,"PA"
"615","150210",2023,19,2209,"PA"
"616","150215",2021,153,1434,"PA"
"617","150215",2022,132,1476,"PA"
"618","150215",2023,30,1610,"PA"
"619","150220",2021,152,1058,"PA"
"620","150220",2022,101,977,"PA"
"621","150220",2023,117,937,"PA"
"622","150230",2021,11,862,"PA"
"623","150230",2022,7,844,"PA"
"624","150230",2023,10,775,"PA"
"625","150240",2021,18,3275,"PA"
"626","150240",2022,8,3034,"PA"
"627","150240",2023,5,2916,"PA"
"628","150250",2021,20,408,"PA"
"629","150250",2022,15,361,"PA"
"630","150250",2023,28,392,"PA"
"631","150260",2021,10,141,"PA"
"632","150260",2022,3,130,"PA"
"633","150260",2023,5,149,"PA"
"634","150270",2021,47,745,"PA"
"635","150270",2022,23,712,"PA"
"636","150270",2023,27,688,"PA"
"637","150275",2021,35,526,"PA"
"638","150275",2022,43,502,"PA"
"639","150275",2023,13,455,"PA"
"640","150276",2021,7,212,"PA"
"641","150276",2022,6,141,"PA"
"642","150276",2023,2,164,"PA"
"643","150277",2022,7,368,"PA"
"644","150280",2021,47,728,"PA"
"645","150280",2022,62,681,"PA"
"646","150280",2023,26,674,"PA"
"647","150770",2023,42,513,"PA"
"648","150775",2021,3,77,"PA"
"649","150775",2022,2,83,"PA"
"650","150775",2023,9,103,"PA"
"651","150780",2021,8,296,"PA"
"652","150780",2022,10,303,"PA"
"653","150780",2023,9,345,"PA"
"654","150790",2022,2,391,"PA"
"655","150790",2023,3,355,"PA"
"656","150795",2021,5,1519,"PA"
"657","150795",2022,3,1366,"PA"
"658","150795",2023,12,1376,"PA"
"659","150796",2021,1,178,"PA"
"660","150796",2022,1,142,"PA"
"661","150796",2023,1,157,"PA"
"662","150797",2021,9,301,"PA"
"663","150797",2022,8,268,"PA"
"664","150797",2023,6,309,"PA"
"665","150800",2021,20,1505,"PA"
"666","150800",2022,18,1386,"PA"
"667","150800",2023,35,1440,"PA"
"668","150803",2021,59,457,"PA"
"669","150803",2022,27,411,"PA"
"670","150803",2023,41,410,"PA"
"671","150805",2021,5,260,"PA"
"672","150805",2022,2,291,"PA"
"673","150808",2021,1,742,"PA"
"674","150808",2022,2,706,"PA"
"675","150810",2021,27,1664,"PA"
"676","150810",2022,32,1455,"PA"
"677","150810",2023,21,1377,"PA"
"678","150812",2021,13,388,"PA"
"679","150812",2022,11,404,"PA"
"680","150812",2023,27,440,"PA"
"681","150815",2021,26,797,"PA"
"682","150815",2022,23,786,"PA"
"683","150815",2023,11,735,"PA"
"684","150820",2021,50,606,"PA"
"685","150820",2022,10,622,"PA"
"686","150820",2023,27,596,"PA"
"687","150830",2021,127,1091,"PA"
"688","150830",2022,90,826,"PA"
"689","150830",2023,67,897,"PA"
"690","150835",2021,7,336,"PA"
"691","150835",2022,4,310,"PA"
"692","150835",2023,6,296,"PA"
"693","150840",2021,29,966,"PA"
"694","150840",2022,21,837,"PA"
"695","150840",2023,17,786,"PA"
"696","150613",2023,23,1556,"PA"
"697","150616",2021,2,323,"PA"
"698","150616",2022,2,270,"PA"
"699","150616",2023,1,264,"PA"
"700","150618",2021,12,596,"PA"
"701","150618",2022,6,560,"PA"
"702","150618",2023,3,584,"PA"
"703","150619",2021,14,472,"PA"
"704","150619",2022,14,453,"PA"
"705","150619",2023,4,416,"PA"
"706","150620",2021,91,739,"PA"
"707","150620",2022,93,716,"PA"
"708","150620",2023,67,707,"PA"
"709","150630",2022,9,326,"PA"
"710","150630",2023,2,304,"PA"
"711","150635",2021,46,328,"PA"
"712","150635",2022,5,315,"PA"
"713","150635",2023,4,272,"PA"
"714","150640",2021,18,72,"PA"
"715","150640",2022,2,76,"PA"
"716","150650",2021,85,933,"PA"
"717","150650",2022,17,877,"PA"
"718","150650",2023,13,842,"PA"
"719","150655",2021,21,294,"PA"
"720","150655",2022,34,273,"PA"
"721","150442",2022,47,1560,"PA"
"722","150442",2023,36,1512,"PA"
"723","150445",2021,32,461,"PA"
"724","150445",2022,29,476,"PA"
"725","150445",2023,33,428,"PA"
"726","150450",2021,6,638,"PA"
"727","150450",2022,4,529,"PA"
"728","150450",2023,12,567,"PA"
"729","150460",2021,8,524,"PA"
"730","150460",2022,20,501,"PA"
"731","150460",2023,7,422,"PA"
"732","150470",2021,23,1333,"PA"
"733","150470",2022,65,1138,"PA"
"734","150470",2023,7,1178,"PA"
"735","150475",2021,24,286,"PA"
"736","150475",2022,22,375,"PA"
"737","150475",2023,8,331,"PA"
"738","150480",2021,5,1128,"PA"
"739","150480",2022,4,1094,"PA"
"740","150480",2023,1,1154,"PA"
"741","150490",2021,17,686,"PA"
"742","150490",2022,6,615,"PA"
"743","150490",2023,12,575,"PA"
"744","150495",2021,11,338,"PA"
"745","150495",2022,9,297,"PA"
"746","150495",2023,8,269,"PA"
"747","150497",2021,2,192,"PA"
"748","150497",2022,1,189,"PA"
"749","150497",2023,2,171,"PA"
"750","150500",2021,9,144,"PA"
"751","150500",2022,4,143,"PA"
"752","150500",2023,12,144,"PA"
"753","150503",2021,10,717,"PA"
"754","150503",2022,20,712,"PA"
"755","150503",2023,19,686,"PA"
"756","150506",2021,4,1280,"PA"
"757","150506",2022,3,1117,"PA"
"758","150506",2023,2,1159,"PA"
"759","150510",2021,14,1042,"PA"
"760","150510",2022,15,988,"PA"
"761","150510",2023,1,995,"PA"
"762","150520",2021,508,760,"PA"
"763","150520",2022,392,623,"PA"
"764","150520",2023,314,634,"PA"
"765","150530",2021,10,1567,"PA"
"766","150530",2022,1,1378,"PA"
"767","150530",2023,2,1366,"PA"
"768","150540",2021,14,295,"PA"
"769","150540",2022,12,244,"PA"
"770","150540",2023,13,224,"PA"
"771","150543",2021,2,647,"PA"
"772","150543",2023,2,564,"PA"
"773","150548",2021,8,755,"PA"
"774","150548",2022,3,738,"PA"
"775","150548",2023,2,746,"PA"
"776","150549",2021,3,106,"PA"
"777","150549",2022,5,106,"PA"
"778","150549",2023,1,104,"PA"
"779","150550",2021,1739,1890,"PA"
"780","150550",2022,1616,1792,"PA"
"781","150550",2023,1633,1804,"PA"
"782","150553",2021,19,5087,"PA"
"783","150553",2022,50,5019,"PA"
"784","150553",2023,44,4823,"PA"
"785","150555",2021,3,119,"PA"
"786","150555",2022,4,110,"PA"
"787","150555",2023,4,141,"PA"
"788","150560",2021,19,88,"PA"
"789","150560",2022,6,58,"PA"
"790","150560",2023,8,70,"PA"
"791","150563",2021,2,184,"PA"
"792","150563",2022,7,145,"PA"
"793","150563",2023,17,151,"PA"
"794","150565",2021,2,312,"PA"
"795","150565",2022,4,331,"PA"
"796","150565",2023,1,316,"PA"
"797","150570",2021,19,333,"PA"
"798","150570",2022,8,362,"PA"
"799","150570",2023,3,326,"PA"
"800","150580",2021,4,1673,"PA"
"801","150580",2022,72,1585,"PA"
"802","150580",2023,33,1549,"PA"
"803","150590",2021,66,761,"PA"
"804","150590",2022,42,668,"PA"
"805","150590",2023,43,640,"PA"
"806","150600",2021,10,774,"PA"
"807","150600",2022,12,699,"PA"
"808","150600",2023,1,680,"PA"
"809","150610",2021,20,171,"PA"
"810","150610",2022,11,178,"PA"
"811","150610",2023,9,169,"PA"
"812","150611",2021,13,146,"PA"
"813","150611",2022,18,119,"PA"
"814","150611",2023,16,144,"PA"
"815","150613",2021,10,1691,"PA"
"816","150613",2022,17,1679,"PA"
"817","150690",2023,6,88,"PA"
"818","150700",2021,28,428,"PA"
"819","150700",2022,4,413,"PA"
"820","150700",2023,22,441,"PA"
"821","150710",2021,12,206,"PA"
"822","150710",2022,8,205,"PA"
"823","150710",2023,5,204,"PA"
"824","150715",2021,3,382,"PA"
"825","150715",2022,1,351,"PA"
"826","150715",2023,2,364,"PA"
"827","150720",2021,10,479,"PA"
"828","150720",2022,3,404,"PA"
"829","150720",2023,6,424,"PA"
"830","150730",2021,128,1120,"PA"
"831","150730",2022,103,1036,"PA"
"832","150730",2023,177,1047,"PA"
"833","150740",2021,1,248,"PA"
"834","150745",2021,74,464,"PA"
"835","150745",2022,82,468,"PA"
"836","150745",2023,36,434,"PA"
"837","150746",2021,1,82,"PA"
"838","150746",2023,2,76,"PA"
"839","150747",2021,32,296,"PA"
"840","150747",2022,24,252,"PA"
"841","150747",2023,25,281,"PA"
"842","150655",2023,18,276,"PA"
"843","150658",2021,8,200,"PA"
"844","150658",2022,8,214,"PA"
"845","150658",2023,11,222,"PA"
"846","150660",2021,9,360,"PA"
"847","150660",2022,8,381,"PA"
"848","150660",2023,6,338,"PA"
"849","150670",2021,17,676,"PA"
"850","150670",2022,21,605,"PA"
"851","150670",2023,12,633,"PA"
"852","150680",2021,554,6864,"PA"
"853","150680",2022,361,6508,"PA"
"854","150680",2023,80,6328,"PA"
"855","150690",2021,13,101,"PA"
"856","150690",2022,5,81,"PA"
"857","150277",2021,0,378,"PA"
"858","150277",2023,0,350,"PA"
"859","150300",2023,0,121,"PA"
"860","150320",2023,0,473,"PA"
"861","150340",2022,0,144,"PA"
"862","150543",2022,0,628,"PA"
"863","150630",2021,0,334,"PA"
"864","150640",2023,0,75,"PA"
"865","150740",2022,0,198,"PA"
"866","150740",2023,0,205,"PA"
"867","150746",2022,0,65,"PA"
"868","150790",2021,0,411,"PA"
"869","150805",2023,0,305,"PA"
"870","150808",2023,0,644,"PA"
"871","150750",2023,4,178,"PA"
"872","150760",2021,14,882,"PA"
"873","150760",2022,33,895,"PA"
"874","150760",2023,60,865,"PA"
"875","150770",2021,46,572,"PA"
"876","150770",2022,47,514,"PA"
"877","150010",2021,90,2768,"PA"
"878","150010",2022,104,2452,"PA"
"879","150010",2023,32,2453,"PA"
"880","150050",2021,0,792,"PA"
"881","150100",2023,0,154,"PA"
"882","150750",2021,1,222,"PA"
"883","150750",2022,1,176,"PA"
"884","150125",2022,0,48,"PA"
"885","150125",2021,0,53,"PA"
"886","160040",2021,17,575,"AP"
"887","160050",2021,1,609,"AP"
"888","160030",2023,7,7414,"AP"
"889","160055",2021,7,111,"AP"
"890","160055",2022,4,78,"AP"
"891","160050",2022,9,559,"AP"
"892","160053",2021,5,393,"AP"
"893","160070",2021,3,343,"AP"
"894","160070",2022,15,285,"AP"
"895","160060",2021,93,2200,"AP"
"896","160060",2023,1,1926,"AP"
"897","160005",2021,1,94,"AP"
"898","160005",2023,1,61,"AP"
"899","160010",2021,5,160,"AP"
"900","160010",2022,1,184,"AP"
"901","160015",2021,1,336,"AP"
"902","160015",2023,4,280,"AP"
"903","160020",2021,3,209,"AP"
"904","160023",2021,5,154,"AP"
"905","160023",2022,2,149,"AP"
"906","160025",2021,16,156,"AP"
"907","160025",2022,4,139,"AP"
"908","160025",2023,2,119,"AP"
"909","160030",2021,15,8589,"AP"
"910","160030",2022,2,7963,"AP"
"911","160005",2022,0,61,"AP"
"912","160010",2023,0,132,"AP"
"913","160015",2022,0,290,"AP"
"914","160020",2022,0,174,"AP"
"915","160020",2023,0,172,"AP"
"916","160021",2021,0,117,"AP"
"917","160021",2022,0,101,"AP"
"918","160021",2023,0,114,"AP"
"919","160023",2023,0,139,"AP"
"920","160027",2021,0,688,"AP"
"921","160027",2022,0,598,"AP"
"922","160027",2023,0,594,"AP"
"923","160040",2022,0,485,"AP"
"924","160040",2023,0,481,"AP"
"925","160050",2023,0,583,"AP"
"926","160053",2022,0,353,"AP"
"927","160053",2023,0,328,"AP"
"928","160055",2023,0,76,"AP"
"929","160060",2022,0,1990,"AP"
"930","160080",2022,0,206,"AP"
"931","160080",2023,1,233,"AP"
"932","160070",2023,1,296,"AP"
"933","160080",2021,1,259,"AP"
"934","171500",2022,1,35,"TO"
"935","171420",2022,1,110,"TO"
"936","171620",2021,12,162,"TO"
"937","171515",2021,1,23,"TO"
"938","171575",2021,2,85,"TO"
"939","171610",2021,7,795,"TO"
"940","171650",2021,1,220,"TO"
"941","171650",2022,1,222,"TO"
"942","171660",2021,4,130,"TO"
"943","171665",2021,1,68,"TO"
"944","171665",2023,1,55,"TO"
"945","171700",2021,1,44,"TO"
"946","171790",2021,1,119,"TO"
"947","171790",2022,1,104,"TO"
"948","171790",2023,1,118,"TO"
"949","171820",2021,6,1115,"TO"
"950","171620",2022,2,141,"TO"
"951","171630",2021,1,66,"TO"
"952","171630",2023,1,53,"TO"
"953","171830",2022,6,91,"TO"
"954","171830",2023,2,89,"TO"
"955","171875",2022,1,63,"TO"
"956","171880",2021,4,88,"TO"
"957","171880",2022,2,82,"TO"
"958","171884",2021,2,44,"TO"
"959","171886",2022,1,121,"TO"
"960","171888",2021,2,39,"TO"
"961","171890",2022,1,73,"TO"
"962","171890",2023,1,89,"TO"
"963","171820",2022,3,1025,"TO"
"964","171820",2023,6,1102,"TO"
"965","171830",2021,7,99,"TO"
"966","170030",2023,1,83,"TO"
"967","170035",2021,1,67,"TO"
"968","170040",2022,2,98,"TO"
"969","170070",2021,4,133,"TO"
"970","170100",2021,1,156,"TO"
"971","170100",2022,1,135,"TO"
"972","170100",2023,2,148,"TO"
"973","170200",2021,2,94,"TO"
"974","170200",2022,2,104,"TO"
"975","170210",2021,16,3050,"TO"
"976","170210",2022,1,2961,"TO"
"977","170215",2021,1,64,"TO"
"978","170215",2022,1,45,"TO"
"979","170220",2021,33,459,"TO"
"980","170220",2022,20,473,"TO"
"981","170220",2023,2,429,"TO"
"982","170230",2021,1,92,"TO"
"983","170240",2021,4,137,"TO"
"984","170240",2022,1,105,"TO"
"985","170240",2023,1,155,"TO"
"986","170255",2021,18,300,"TO"
"987","170255",2022,7,293,"TO"
"988","170255",2023,5,325,"TO"
"989","170270",2021,2,29,"TO"
"990","170290",2021,44,198,"TO"
"991","170290",2022,9,164,"TO"
"992","170290",2023,1,179,"TO"
"993","170305",2021,1,57,"TO"
"994","170370",2021,1,60,"TO"
