"codmunres","municipio","regiao","cod_r_saude","r_saude","cod_macro_r_saude","macro_r_saude","uf","idhm"
"4582",421825,"Timbó Grande","Sul",42009,"Alto Vale do R.do Peixe",4212,"Meio Oeste e Serra Catarinense","Santa Catarina","0.659"
"4583",421830,"Três Barras","Sul",42012,"Planalto Norte",4211,"Planalto Norte e Nordeste","Santa Catarina","0.706"
"4584",421835,"Treviso","Sul",42015,"Carbonífera",4210,"Sul","Santa Catarina","0.774"
"4585",421840,"Treze de Maio","Sul",42016,"Laguna",4210,"Sul","Santa Catarina","0.729"
"4586",421850,"Treze Tílias","Sul",42008,"Meio Oeste",4212,"Meio Oeste e Serra Catarinense","Santa Catarina","0.795"
"4587",421860,"Trombudo Central","Sul",42004,"Alto Vale do Itajaí",4216,"Alto Vale do Itajai","Santa Catarina","0.775"
"4588",421870,"Tubarão","Sul",42016,"Laguna",4210,"Sul","Santa Catarina","0.796"
"4589",421875,"Tunápolis","Sul",42001,"Extremo Oeste",4213,"Grande Oeste","Santa Catarina","0.752"
"4590",421880,"Turvo","Sul",42014,"Extremo Sul Catarinense",4210,"Sul","Santa Catarina","0.74"
"4591",421885,"União do Oeste","Sul",42002,"Oeste",4213,"Grande Oeste","Santa Catarina","0.705"
"4592",421890,"Urubici","Sul",42013,"Serra Catarinense",4212,"Meio Oeste e Serra Catarinense","Santa Catarina","0.694"
"4593",421895,"Urupema","Sul",42013,"Serra Catarinense",4212,"Meio Oeste e Serra Catarinense","Santa Catarina","0.699"
"4594",421900,"Urussanga","Sul",42015,"Carbonífera",4210,"Sul","Santa Catarina","0.772"
"4595",421910,"Vargeão","Sul",42003,"Xanxerê",4213,"Grande Oeste","Santa Catarina","0.686"
"4596",421915,"Vargem","Sul",42008,"Meio Oeste",4212,"Meio Oeste e Serra Catarinense","Santa Catarina","0.629"
"4597",421917,"Vargem Bonita","Sul",42008,"Meio Oeste",4212,"Meio Oeste e Serra Catarinense","Santa Catarina","0.718"
"4598",421920,"Vidal Ramos","Sul",42004,"Alto Vale do Itajaí",4216,"Alto Vale do Itajai","Santa Catarina","0.7"
"4599",421930,"Videira","Sul",42009,"Alto Vale do R.do Peixe",4212,"Meio Oeste e Serra Catarinense","Santa Catarina","0.764"
"4600",421935,"Vitor Meireles","Sul",42004,"Alto Vale do Itajaí",4216,"Alto Vale do Itajai","Santa Catarina","0.673"
"4601",421940,"Witmarsum","Sul",42004,"Alto Vale do Itajaí",4216,"Alto Vale do Itajai","Santa Catarina","0.71"
"4602",421950,"Xanxerê","Sul",42003,"Xanxerê",4213,"Grande Oeste","Santa Catarina","0.775"
"4603",421960,"Xavantina","Sul",42010,"Alto Uruguai Catarinense",4212,"Meio Oeste e Serra Catarinense","Santa Catarina","0.749"
"4604",421970,"Xaxim","Sul",42003,"Xanxerê",4213,"Grande Oeste","Santa Catarina","0.752"
"4605",421985,"Zortéa","Sul",42008,"Meio Oeste",4212,"Meio Oeste e Serra Catarinense","Santa Catarina","0.761"
"4606",422000,"Balneário Rincão","Sul",42015,"Carbonífera",4210,"Sul","Santa Catarina","#N/A"
"4607",430003,"Aceguá","Sul",43022,"22 Pampa",4309,"Sul","Rio Grande do Sul","0.687"
"4608",430005,"Água Santa","Sul",43018,"18 Araucárias",4311,"Norte","Rio Grande do Sul","0.75"
"4609",430010,"Agudo","Sul",43001,"01 Verdes Campos",4314,"Centro-Oeste","Rio Grande do Sul","0.694"
"4610",430020,"Ajuricaba","Sul",43013,"13 Diversidade",4312,"Missioneira","Rio Grande do Sul","0.753"
"4611",430030,"Alecrim","Sul",43014,"14 Fronteira Noroeste",4312,"Missioneira","Rio Grande do Sul","0.672"
"4612",430040,"Alegrete","Sul",43003,"03 Fronteira Oeste",4314,"Centro-Oeste","Rio Grande do Sul","0.74"
"4613",430045,"Alegria","Sul",43014,"14 Fronteira Noroeste",4312,"Missioneira","Rio Grande do Sul","0.695"
"4614",430047,"Almirante Tamandaré do Sul","Sul",43017,"17 Planalto",4311,"Norte","Rio Grande do Sul","0.74"
"4615",430050,"Alpestre","Sul",43015,"15 Caminho das Águas",4311,"Norte","Rio Grande do Sul","0.671"
"4616",430055,"Alto Alegre","Sul",43019,"19 Botucaraí",4311,"Norte","Rio Grande do Sul","0.747"
"4617",430057,"Alto Feliz","Sul",43026,"26 Uva Vale",4310,"Serra","Rio Grande do Sul","0.734"
"4618",430060,"Alvorada","Sul",43010,"10 Capital/Vale Gravataí",4313,"Metropolitana","Rio Grande do Sul","0.699"
"4619",430063,"Amaral Ferrador","Sul",43021,"21 Sul",4309,"Sul","Rio Grande do Sul","0.624"
"4620",430064,"Ametista do Sul","Sul",43015,"15 Caminho das Águas",4311,"Norte","Rio Grande do Sul","0.682"
"4621",430066,"André da Rocha","Sul",43018,"18 Araucárias",4311,"Norte","Rio Grande do Sul","0.72"
"4622",430070,"Anta Gorda","Sul",43029,"29 Vales e Montanhas",4308,"Vales","Rio Grande do Sul","0.74"
"4623",430080,"Antônio Prado","Sul",43026,"26 Uva Vale",4310,"Serra","Rio Grande do Sul","0.758"
"4624",430085,"Arambaré","Sul",43009,"09 Carbonífera/Costa Doc",4313,"Metropolitana","Rio Grande do Sul","0.691"
"4625",430087,"Araricá","Sul",43007,"07 Vale dos Sinos",4313,"Metropolitana","Rio Grande do Sul","0.679"
"4626",430090,"Aratiba","Sul",43016,"16 Alto Uruguai Gaúcho",4311,"Norte","Rio Grande do Sul","0.772"
"4627",430100,"Arroio do Meio","Sul",43029,"29 Vales e Montanhas",4308,"Vales","Rio Grande do Sul","0.769"
"4628",430105,"Arroio do Sal","Sul",43004,"04 Belas Praias",4313,"Metropolitana","Rio Grande do Sul","0.74"
"4629",430107,"Arroio do Padre","Sul",43021,"21 Sul",4309,"Sul","Rio Grande do Sul","0.669"
"4630",430110,"Arroio dos Ratos","Sul",43009,"09 Carbonífera/Costa Doc",4313,"Metropolitana","Rio Grande do Sul","0.698"
"4631",430120,"Arroio do Tigre","Sul",43027,"27 Jacuí Centro",4308,"Vales","Rio Grande do Sul","0.707"
"4632",430130,"Arroio Grande","Sul",43021,"21 Sul",4309,"Sul","Rio Grande do Sul","0.657"
"4633",430140,"Arvorezinha","Sul",43019,"19 Botucaraí",4311,"Norte","Rio Grande do Sul","0.694"
"4634",430150,"Augusto Pestana","Sul",43013,"13 Diversidade",4312,"Missioneira","Rio Grande do Sul","0.743"
"4635",430155,"Áurea","Sul",43016,"16 Alto Uruguai Gaúcho",4311,"Norte","Rio Grande do Sul","0.707"
"4636",430160,"Bagé","Sul",43022,"22 Pampa",4309,"Sul","Rio Grande do Sul","0.74"
"4637",430163,"Balneário Pinhal","Sul",43005,"05 Bons Ventos",4313,"Metropolitana","Rio Grande do Sul","0.696"
"4638",430165,"Barão","Sul",43008,"08 Vale Caí/Metropolitan",4313,"Metropolitana","Rio Grande do Sul","0.748"
"4639",430170,"Barão de Cotegipe","Sul",43016,"16 Alto Uruguai Gaúcho",4311,"Norte","Rio Grande do Sul","0.719"
"4640",430175,"Barão do Triunfo","Sul",43009,"09 Carbonífera/Costa Doc",4313,"Metropolitana","Rio Grande do Sul","0.61"
"4641",430180,"Barracão","Sul",43018,"18 Araucárias",4311,"Norte","Rio Grande do Sul","0.71"
"4642",430185,"Barra do Guarita","Sul",43015,"15 Caminho das Águas",4311,"Norte","Rio Grande do Sul","0.734"
"4643",430187,"Barra do Quaraí","Sul",43003,"03 Fronteira Oeste",4314,"Centro-Oeste","Rio Grande do Sul","0.662"
"4644",430190,"Barra do Ribeiro","Sul",43009,"09 Carbonífera/Costa Doc",4313,"Metropolitana","Rio Grande do Sul","0.67"
"4645",430192,"Barra do Rio Azul","Sul",43016,"16 Alto Uruguai Gaúcho",4311,"Norte","Rio Grande do Sul","0.723"
"4646",430195,"Barra Funda","Sul",43020,"20 Rota da Produção",4311,"Norte","Rio Grande do Sul","0.763"
"4647",430200,"Barros Cassal","Sul",43019,"19 Botucaraí",4311,"Norte","Rio Grande do Sul","0.65"
"4648",430205,"Benjamin Constant do Sul","Sul",43016,"16 Alto Uruguai Gaúcho",4311,"Norte","Rio Grande do Sul","0.619"
"4649",430210,"Bento Gonçalves","Sul",43025,"25 Vinhedos e Basalto",4310,"Serra","Rio Grande do Sul","0.778"
"4650",430215,"Boa Vista das Missões","Sul",43020,"20 Rota da Produção",4311,"Norte","Rio Grande do Sul","0.676"
"4651",430220,"Boa Vista do Buricá","Sul",43014,"14 Fronteira Noroeste",4312,"Missioneira","Rio Grande do Sul","0.762"
"4652",430222,"Boa Vista do Cadeado","Sul",43012,"12 Portal das Missões",4312,"Missioneira","Rio Grande do Sul","0.703"
"4653",430223,"Boa Vista do Incra","Sul",43012,"12 Portal das Missões",4312,"Missioneira","Rio Grande do Sul","0.731"
"4654",430225,"Boa Vista do Sul","Sul",43025,"25 Vinhedos e Basalto",4310,"Serra","Rio Grande do Sul","0.728"
"4655",430230,"Bom Jesus","Sul",43024,"24 Campos de Cima Serra",4310,"Serra","Rio Grande do Sul","0.666"
"4656",430235,"Bom Princípio","Sul",43026,"26 Uva Vale",4310,"Serra","Rio Grande do Sul","0.746"
"4657",430237,"Bom Progresso","Sul",43015,"15 Caminho das Águas",4311,"Norte","Rio Grande do Sul","0.723"
"4658",430240,"Bom Retiro do Sul","Sul",43030,"30 Vale da Luz",4308,"Vales","Rio Grande do Sul","0.739"
"4659",430245,"Boqueirão do Leão","Sul",43029,"29 Vales e Montanhas",4308,"Vales","Rio Grande do Sul","0.7"
"4660",430250,"Bossoroca","Sul",43011,"11 Sete Povos Missões",4312,"Missioneira","Rio Grande do Sul","0.692"
"4661",430258,"Bozano","Sul",43013,"13 Diversidade",4312,"Missioneira","Rio Grande do Sul","0.745"
"4662",430260,"Braga","Sul",43020,"20 Rota da Produção",4311,"Norte","Rio Grande do Sul","0.674"
"4663",430265,"Brochier","Sul",43008,"08 Vale Caí/Metropolitan",4313,"Metropolitana","Rio Grande do Sul","0.699"
"4664",430270,"Butiá","Sul",43009,"09 Carbonífera/Costa Doc",4313,"Metropolitana","Rio Grande do Sul","0.689"
"4665",430280,"Caçapava do Sul","Sul",43027,"27 Jacuí Centro",4308,"Vales","Rio Grande do Sul","0.704"
"4666",430290,"Cacequi","Sul",43002,"02 Entre Rios",4314,"Centro-Oeste","Rio Grande do Sul","0.7"
"4667",430300,"Cachoeira do Sul","Sul",43027,"27 Jacuí Centro",4308,"Vales","Rio Grande do Sul","0.742"
"4668",430310,"Cachoeirinha","Sul",43010,"10 Capital/Vale Gravataí",4313,"Metropolitana","Rio Grande do Sul","0.757"
"4669",430320,"Cacique Doble","Sul",43018,"18 Araucárias",4311,"Norte","Rio Grande do Sul","0.662"
"4670",430330,"Caibaté","Sul",43011,"11 Sete Povos Missões",4312,"Missioneira","Rio Grande do Sul","0.719"
"4671",430340,"Caiçara","Sul",43015,"15 Caminho das Águas",4311,"Norte","Rio Grande do Sul","0.699"
"4672",430350,"Camaquã","Sul",43009,"09 Carbonífera/Costa Doc",4313,"Metropolitana","Rio Grande do Sul","0.697"
"4673",430355,"Camargo","Sul",43017,"17 Planalto",4311,"Norte","Rio Grande do Sul","0.736"
"4674",430360,"Cambará do Sul","Sul",43006,"06 V.Paranhana/C. Serra",4313,"Metropolitana","Rio Grande do Sul","0.697"
"4675",430367,"Campestre da Serra","Sul",43024,"24 Campos de Cima Serra",4310,"Serra","Rio Grande do Sul","0.706"
"4676",430370,"Campina das Missões","Sul",43014,"14 Fronteira Noroeste",4312,"Missioneira","Rio Grande do Sul","0.738"
"4677",430380,"Campinas do Sul","Sul",43016,"16 Alto Uruguai Gaúcho",4311,"Norte","Rio Grande do Sul","0.76"
"4678",430390,"Campo Bom","Sul",43007,"07 Vale dos Sinos",4313,"Metropolitana","Rio Grande do Sul","0.745"
"4679",430400,"Campo Novo","Sul",43013,"13 Diversidade",4312,"Missioneira","Rio Grande do Sul","0.703"
"4680",430410,"Campos Borges","Sul",43019,"19 Botucaraí",4311,"Norte","Rio Grande do Sul","0.708"
"4681",430420,"Candelária","Sul",43028,"28 Vinte e Oito",4308,"Vales","Rio Grande do Sul","0.674"
"4682",430430,"Cândido Godói","Sul",43014,"14 Fronteira Noroeste",4312,"Missioneira","Rio Grande do Sul","0.728"
"4683",430435,"Candiota","Sul",43022,"22 Pampa",4309,"Sul","Rio Grande do Sul","0.698"
"4684",430440,"Canela","Sul",43023,"23 Caxias e Hortênsias",4310,"Serra","Rio Grande do Sul","0.748"
"4685",430450,"Canguçu","Sul",43021,"21 Sul",4309,"Sul","Rio Grande do Sul","0.65"
"4686",430460,"Canoas","Sul",43008,"08 Vale Caí/Metropolitan",4313,"Metropolitana","Rio Grande do Sul","0.75"
"4687",430461,"Canudos do Vale","Sul",43029,"29 Vales e Montanhas",4308,"Vales","Rio Grande do Sul","0.713"
"4688",430462,"Capão Bonito do Sul","Sul",43018,"18 Araucárias",4311,"Norte","Rio Grande do Sul","0.637"
"4689",430463,"Capão da Canoa","Sul",43004,"04 Belas Praias",4313,"Metropolitana","Rio Grande do Sul","0.743"
"4690",430465,"Capão do Cipó","Sul",43002,"02 Entre Rios",4314,"Centro-Oeste","Rio Grande do Sul","0.672"
"4691",430466,"Capão do Leão","Sul",43021,"21 Sul",4309,"Sul","Rio Grande do Sul","0.637"
"4692",430467,"Capivari do Sul","Sul",43005,"05 Bons Ventos",4313,"Metropolitana","Rio Grande do Sul","0.766"
"4693",430468,"Capela de Santana","Sul",43008,"08 Vale Caí/Metropolitan",4313,"Metropolitana","Rio Grande do Sul","0.661"
"4694",430469,"Capitão","Sul",43029,"29 Vales e Montanhas",4308,"Vales","Rio Grande do Sul","0.746"
"4695",430470,"Carazinho","Sul",43017,"17 Planalto",4311,"Norte","Rio Grande do Sul","0.766"
"4696",430471,"Caraá","Sul",43005,"05 Bons Ventos",4313,"Metropolitana","Rio Grande do Sul","0.652"
"4697",430480,"Carlos Barbosa","Sul",43025,"25 Vinhedos e Basalto",4310,"Serra","Rio Grande do Sul","0.796"
"4698",430485,"Carlos Gomes","Sul",43016,"16 Alto Uruguai Gaúcho",4311,"Norte","Rio Grande do Sul","0.739"
"4699",430490,"Casca","Sul",43017,"17 Planalto",4311,"Norte","Rio Grande do Sul","0.785"
"4700",430495,"Caseiros","Sul",43018,"18 Araucárias",4311,"Norte","Rio Grande do Sul","0.703"
"4701",430500,"Catuípe","Sul",43013,"13 Diversidade",4312,"Missioneira","Rio Grande do Sul","0.739"
"4702",430510,"Caxias do Sul","Sul",43023,"23 Caxias e Hortênsias",4310,"Serra","Rio Grande do Sul","0.782"
"4703",430511,"Centenário","Sul",43016,"16 Alto Uruguai Gaúcho",4311,"Norte","Rio Grande do Sul","0.701"
"4704",430512,"Cerrito","Sul",43021,"21 Sul",4309,"Sul","Rio Grande do Sul","0.649"
"4705",430513,"Cerro Branco","Sul",43027,"27 Jacuí Centro",4308,"Vales","Rio Grande do Sul","0.661"
"4706",430515,"Cerro Grande","Sul",43020,"20 Rota da Produção",4311,"Norte","Rio Grande do Sul","0.674"
"4707",430517,"Cerro Grande do Sul","Sul",43009,"09 Carbonífera/Costa Doc",4313,"Metropolitana","Rio Grande do Sul","0.66"
"4708",430520,"Cerro Largo","Sul",43011,"11 Sete Povos Missões",4312,"Missioneira","Rio Grande do Sul","0.764"
"4709",430530,"Chapada","Sul",43020,"20 Rota da Produção",4311,"Norte","Rio Grande do Sul","0.757"
"4710",430535,"Charqueadas","Sul",43009,"09 Carbonífera/Costa Doc",4313,"Metropolitana","Rio Grande do Sul","0.747"
"4711",430537,"Charrua","Sul",43016,"16 Alto Uruguai Gaúcho",4311,"Norte","Rio Grande do Sul","0.62"
"4712",430540,"Chiapetta","Sul",43013,"13 Diversidade",4312,"Missioneira","Rio Grande do Sul","0.732"
"4713",430543,"Chuí","Sul",43021,"21 Sul",4309,"Sul","Rio Grande do Sul","0.706"
"4714",430544,"Chuvisca","Sul",43009,"09 Carbonífera/Costa Doc",4313,"Metropolitana","Rio Grande do Sul","0.616"
"4715",430545,"Cidreira","Sul",43005,"05 Bons Ventos",4313,"Metropolitana","Rio Grande do Sul","0.729"
"4716",430550,"Ciríaco","Sul",43017,"17 Planalto",4311,"Norte","Rio Grande do Sul","0.719"
"4717",430558,"Colinas","Sul",43030,"30 Vale da Luz",4308,"Vales","Rio Grande do Sul","0.765"
"4718",430560,"Colorado","Sul",43012,"12 Portal das Missões",4312,"Missioneira","Rio Grande do Sul","0.758"
"4719",430570,"Condor","Sul",43013,"13 Diversidade",4312,"Missioneira","Rio Grande do Sul","0.747"
"4720",430580,"Constantina","Sul",43020,"20 Rota da Produção",4311,"Norte","Rio Grande do Sul","0.754"
"4721",430583,"Coqueiro Baixo","Sul",43029,"29 Vales e Montanhas",4308,"Vales","Rio Grande do Sul","0.692"
"4722",430585,"Coqueiros do Sul","Sul",43017,"17 Planalto",4311,"Norte","Rio Grande do Sul","0.746"
"4723",430587,"Coronel Barros","Sul",43013,"13 Diversidade",4312,"Missioneira","Rio Grande do Sul","0.744"
"4724",430590,"Coronel Bicaco","Sul",43020,"20 Rota da Produção",4311,"Norte","Rio Grande do Sul","0.665"
"4725",430593,"Coronel Pilar","Sul",43025,"25 Vinhedos e Basalto",4310,"Serra","Rio Grande do Sul","0.727"
"4726",430595,"Cotiporã","Sul",43025,"25 Vinhedos e Basalto",4310,"Serra","Rio Grande do Sul","0.741"
"4727",430597,"Coxilha","Sul",43017,"17 Planalto",4311,"Norte","Rio Grande do Sul","0.706"
"4728",430600,"Crissiumal","Sul",43013,"13 Diversidade",4312,"Missioneira","Rio Grande do Sul","0.712"
"4729",430605,"Cristal","Sul",43021,"21 Sul",4309,"Sul","Rio Grande do Sul","0.644"
"4730",430607,"Cristal do Sul","Sul",43015,"15 Caminho das Águas",4311,"Norte","Rio Grande do Sul","0.66"
"4731",430610,"Cruz Alta","Sul",43012,"12 Portal das Missões",4312,"Missioneira","Rio Grande do Sul","0.75"
"4732",430613,"Cruzaltense","Sul",43016,"16 Alto Uruguai Gaúcho",4311,"Norte","Rio Grande do Sul","0.719"
"4733",430620,"Cruzeiro do Sul","Sul",43029,"29 Vales e Montanhas",4308,"Vales","Rio Grande do Sul","0.723"
"4734",430630,"David Canabarro","Sul",43017,"17 Planalto",4311,"Norte","Rio Grande do Sul","0.762"
"4735",430632,"Derrubadas","Sul",43015,"15 Caminho das Águas",4311,"Norte","Rio Grande do Sul","0.707"
"4736",430635,"Dezesseis de Novembro","Sul",43011,"11 Sete Povos Missões",4312,"Missioneira","Rio Grande do Sul","0.654"
"4737",430637,"Dilermando de Aguiar","Sul",43001,"01 Verdes Campos",4314,"Centro-Oeste","Rio Grande do Sul","0.648"
"4738",430640,"Dois Irmãos","Sul",43007,"07 Vale dos Sinos",4313,"Metropolitana","Rio Grande do Sul","0.743"
"4739",430642,"Dois Irmãos das Missões","Sul",43020,"20 Rota da Produção",4311,"Norte","Rio Grande do Sul","0.67"
"4740",430645,"Dois Lajeados","Sul",43029,"29 Vales e Montanhas",4308,"Vales","Rio Grande do Sul","0.757"
"4741",430650,"Dom Feliciano","Sul",43009,"09 Carbonífera/Costa Doc",4313,"Metropolitana","Rio Grande do Sul","0.587"
"4742",430655,"Dom Pedro de Alcântara","Sul",43004,"04 Belas Praias",4313,"Metropolitana","Rio Grande do Sul","0.691"
"4743",430660,"Dom Pedrito","Sul",43022,"22 Pampa",4309,"Sul","Rio Grande do Sul","0.708"
"4744",430670,"Dona Francisca","Sul",43001,"01 Verdes Campos",4314,"Centro-Oeste","Rio Grande do Sul","0.697"
"4745",430673,"Doutor Maurício Cardoso","Sul",43014,"14 Fronteira Noroeste",4312,"Missioneira","Rio Grande do Sul","0.706"
"4746",430675,"Doutor Ricardo","Sul",43029,"29 Vales e Montanhas",4308,"Vales","Rio Grande do Sul","0.724"
"4747",430676,"Eldorado do Sul","Sul",43009,"09 Carbonífera/Costa Doc",4313,"Metropolitana","Rio Grande do Sul","0.717"
"4748",430680,"Encantado","Sul",43029,"29 Vales e Montanhas",4308,"Vales","Rio Grande do Sul","0.767"
"4749",430690,"Encruzilhada do Sul","Sul",43027,"27 Jacuí Centro",4308,"Vales","Rio Grande do Sul","0.657"
"4750",430692,"Engenho Velho","Sul",43020,"20 Rota da Produção",4311,"Norte","Rio Grande do Sul","0.717"
"4751",430693,"Entre-Ijuís","Sul",43011,"11 Sete Povos Missões",4312,"Missioneira","Rio Grande do Sul","0.68"
"4752",430695,"Entre Rios do Sul","Sul",43016,"16 Alto Uruguai Gaúcho",4311,"Norte","Rio Grande do Sul","0.703"
"4753",430697,"Erebango","Sul",43016,"16 Alto Uruguai Gaúcho",4311,"Norte","Rio Grande do Sul","0.712"
"4754",430700,"Erechim","Sul",43016,"16 Alto Uruguai Gaúcho",4311,"Norte","Rio Grande do Sul","0.776"
"4755",430705,"Ernestina","Sul",43017,"17 Planalto",4311,"Norte","Rio Grande do Sul","0.716"
"4756",430710,"Herval","Sul",43021,"21 Sul",4309,"Sul","Rio Grande do Sul","0.687"
"4757",430720,"Erval Grande","Sul",43016,"16 Alto Uruguai Gaúcho",4311,"Norte","Rio Grande do Sul","0.681"
"4758",430730,"Erval Seco","Sul",43015,"15 Caminho das Águas",4311,"Norte","Rio Grande do Sul","0.685"
"4759",430740,"Esmeralda","Sul",43024,"24 Campos de Cima Serra",4310,"Serra","Rio Grande do Sul","0.68"
"4760",430745,"Esperança do Sul","Sul",43015,"15 Caminho das Águas",4311,"Norte","Rio Grande do Sul","0.661"
"4761",430750,"Espumoso","Sul",43019,"19 Botucaraí",4311,"Norte","Rio Grande do Sul","0.765"
"4762",430755,"Estação","Sul",43016,"16 Alto Uruguai Gaúcho",4311,"Norte","Rio Grande do Sul","0.753"
"4763",430760,"Estância Velha","Sul",43007,"07 Vale dos Sinos",4313,"Metropolitana","Rio Grande do Sul","0.757"
"4764",430770,"Esteio","Sul",43008,"08 Vale Caí/Metropolitan",4313,"Metropolitana","Rio Grande do Sul","0.754"
"4765",430780,"Estrela","Sul",43030,"30 Vale da Luz",4308,"Vales","Rio Grande do Sul","0.767"
"4766",430781,"Estrela Velha","Sul",43027,"27 Jacuí Centro",4308,"Vales","Rio Grande do Sul","0.679"
"4767",430783,"Eugênio de Castro","Sul",43011,"11 Sete Povos Missões",4312,"Missioneira","Rio Grande do Sul","0.712"
"4768",430786,"Fagundes Varela","Sul",43025,"25 Vinhedos e Basalto",4310,"Serra","Rio Grande do Sul","0.763"
"4769",430790,"Farroupilha","Sul",43026,"26 Uva Vale",4310,"Serra","Rio Grande do Sul","0.777"
"4770",430800,"Faxinal do Soturno","Sul",43001,"01 Verdes Campos",4314,"Centro-Oeste","Rio Grande do Sul","0.72"
"4771",430805,"Faxinalzinho","Sul",43016,"16 Alto Uruguai Gaúcho",4311,"Norte","Rio Grande do Sul","0.666"
"4772",430807,"Fazenda Vilanova","Sul",43030,"30 Vale da Luz",4308,"Vales","Rio Grande do Sul","0.698"
"4773",430810,"Feliz","Sul",43026,"26 Uva Vale",4310,"Serra","Rio Grande do Sul","0.75"
"4774",430820,"Flores da Cunha","Sul",43026,"26 Uva Vale",4310,"Serra","Rio Grande do Sul","0.754"
"4775",430825,"Floriano Peixoto","Sul",43016,"16 Alto Uruguai Gaúcho",4311,"Norte","Rio Grande do Sul","0.663"
"4776",430830,"Fontoura Xavier","Sul",43019,"19 Botucaraí",4311,"Norte","Rio Grande do Sul","0.661"
"4777",430840,"Formigueiro","Sul",43001,"01 Verdes Campos",4314,"Centro-Oeste","Rio Grande do Sul","0.682"
"4778",430843,"Forquetinha","Sul",43029,"29 Vales e Montanhas",4308,"Vales","Rio Grande do Sul","0.683"
"4779",430845,"Fortaleza dos Valos","Sul",43012,"12 Portal das Missões",4312,"Missioneira","Rio Grande do Sul","0.756"
"4780",430850,"Frederico Westphalen","Sul",43015,"15 Caminho das Águas",4311,"Norte","Rio Grande do Sul","0.76"
"4781",430860,"Garibaldi","Sul",43025,"25 Vinhedos e Basalto",4310,"Serra","Rio Grande do Sul","0.786"
"4782",430865,"Garruchos","Sul",43011,"11 Sete Povos Missões",4312,"Missioneira","Rio Grande do Sul","0.671"
"4783",430870,"Gaurama","Sul",43016,"16 Alto Uruguai Gaúcho",4311,"Norte","Rio Grande do Sul","0.738"
"4784",430880,"General Câmara","Sul",43009,"09 Carbonífera/Costa Doc",4313,"Metropolitana","Rio Grande do Sul","0.686"
"4785",430885,"Gentil","Sul",43017,"17 Planalto",4311,"Norte","Rio Grande do Sul","0.733"
"4786",430890,"Getúlio Vargas","Sul",43016,"16 Alto Uruguai Gaúcho",4311,"Norte","Rio Grande do Sul","0.746"
"4787",430900,"Giruá","Sul",43014,"14 Fronteira Noroeste",4312,"Missioneira","Rio Grande do Sul","0.721"
"4788",430905,"Glorinha","Sul",43010,"10 Capital/Vale Gravataí",4313,"Metropolitana","Rio Grande do Sul","0.714"
"4789",430910,"Gramado","Sul",43023,"23 Caxias e Hortênsias",4310,"Serra","Rio Grande do Sul","0.764"
"4790",430912,"Gramado dos Loureiros","Sul",43020,"20 Rota da Produção",4311,"Norte","Rio Grande do Sul","0.685"
"4791",430915,"Gramado Xavier","Sul",43028,"28 Vinte e Oito",4308,"Vales","Rio Grande do Sul","0.634"
"4792",430920,"Gravataí","Sul",43010,"10 Capital/Vale Gravataí",4313,"Metropolitana","Rio Grande do Sul","0.736"
"4793",430925,"Guabiju","Sul",43025,"25 Vinhedos e Basalto",4310,"Serra","Rio Grande do Sul","0.758"
"4794",430930,"Guaíba","Sul",43009,"09 Carbonífera/Costa Doc",4313,"Metropolitana","Rio Grande do Sul","0.73"
"4795",430940,"Guaporé","Sul",43025,"25 Vinhedos e Basalto",4310,"Serra","Rio Grande do Sul","0.765"
"4796",430950,"Guarani das Missões","Sul",43011,"11 Sete Povos Missões",4312,"Missioneira","Rio Grande do Sul","0.737"
"4797",430955,"Harmonia","Sul",43008,"08 Vale Caí/Metropolitan",4313,"Metropolitana","Rio Grande do Sul","0.749"
"4798",430957,"Herveiras","Sul",43028,"28 Vinte e Oito",4308,"Vales","Rio Grande do Sul","0.616"
"4799",430960,"Horizontina","Sul",43014,"14 Fronteira Noroeste",4312,"Missioneira","Rio Grande do Sul","0.783"
"4800",430965,"Hulha Negra","Sul",43022,"22 Pampa",4309,"Sul","Rio Grande do Sul","0.643"
"4801",430970,"Humaitá","Sul",43013,"13 Diversidade",4312,"Missioneira","Rio Grande do Sul","0.738"
"4802",430975,"Ibarama","Sul",43027,"27 Jacuí Centro",4308,"Vales","Rio Grande do Sul","0.652"
"4803",430980,"Ibiaçá","Sul",43018,"18 Araucárias",4311,"Norte","Rio Grande do Sul","0.739"
"4804",430990,"Ibiraiaras","Sul",43018,"18 Araucárias",4311,"Norte","Rio Grande do Sul","0.724"
"4805",430995,"Ibirapuitã","Sul",43019,"19 Botucaraí",4311,"Norte","Rio Grande do Sul","0.638"
"4806",431000,"Ibirubá","Sul",43012,"12 Portal das Missões",4312,"Missioneira","Rio Grande do Sul","0.765"
"4807",431010,"Igrejinha","Sul",43006,"06 V.Paranhana/C. Serra",4313,"Metropolitana","Rio Grande do Sul","0.721"
"4808",431020,"Ijuí","Sul",43013,"13 Diversidade",4312,"Missioneira","Rio Grande do Sul","0.781"
"4809",431030,"Ilópolis","Sul",43029,"29 Vales e Montanhas",4308,"Vales","Rio Grande do Sul","0.73"
"4810",431033,"Imbé","Sul",43005,"05 Bons Ventos",4313,"Metropolitana","Rio Grande do Sul","0.764"
"4811",431036,"Imigrante","Sul",43030,"30 Vale da Luz",4308,"Vales","Rio Grande do Sul","0.743"
"4812",431040,"Independência","Sul",43014,"14 Fronteira Noroeste",4312,"Missioneira","Rio Grande do Sul","0.693"
