"codmunres","municipio","regiao","cod_r_saude","r_saude","cod_macro_r_saude","macro_r_saude","uf","idhm"
"256",150620,"Salinópolis","Norte",15009,"Rio Caetés",1511,"Macrorregional II","Pará","0.647"
"257",150630,"Salvaterra","Norte",15013,"Marajó I",1512,"Macrorregional I","Pará","0.608"
"258",150635,"Santa Bárbara do Pará","Norte",15006,"Metropolitana I",1512,"Macrorregional I","Pará","0.627"
"259",150640,"Santa Cruz do Arari","Norte",15013,"Marajó I",1512,"Macrorregional I","Pará","0.557"
"260",150650,"Santa Izabel do Pará","Norte",15007,"Metropolitana II",1511,"Macrorregional II","Pará","0.659"
"261",150655,"Santa Luzia do Pará","Norte",15009,"Rio Caetés",1511,"Macrorregional II","Pará","0.546"
"262",150658,"Santa Maria das Barreiras","Norte",15001,"Araguaia",1509,"Macrorregional IV","Pará","0.544"
"263",150660,"Santa Maria do Pará","Norte",15008,"Metropolitana III",1511,"Macrorregional II","Pará","0.598"
"264",150670,"Santana do Araguaia","Norte",15001,"Araguaia",1509,"Macrorregional IV","Pará","0.602"
"265",150680,"Santarém","Norte",15002,"Baixo Amazonas",1510,"Macrorregional III","Pará","0.691"
"266",150690,"Santarém Novo","Norte",15009,"Rio Caetés",1511,"Macrorregional II","Pará","0.587"
"267",150700,"Santo Antônio do Tauá","Norte",15007,"Metropolitana II",1511,"Macrorregional II","Pará","0.632"
"268",150710,"São Caetano de Odivelas","Norte",15007,"Metropolitana II",1511,"Macrorregional II","Pará","0.585"
"269",150715,"São Domingos do Araguaia","Norte",15003,"Carajás",1509,"Macrorregional IV","Pará","0.594"
"270",150720,"São Domingos do Capim","Norte",15008,"Metropolitana III",1511,"Macrorregional II","Pará","0.532"
"271",150730,"São Félix do Xingu","Norte",15001,"Araguaia",1509,"Macrorregional IV","Pará","0.594"
"272",150740,"São Francisco do Pará","Norte",15008,"Metropolitana III",1511,"Macrorregional II","Pará","0.608"
"273",150745,"São Geraldo do Araguaia","Norte",15003,"Carajás",1509,"Macrorregional IV","Pará","0.595"
"274",150746,"São João da Ponta","Norte",15008,"Metropolitana III",1511,"Macrorregional II","Pará","0.583"
"275",150747,"São João de Pirabas","Norte",15009,"Rio Caetés",1511,"Macrorregional II","Pará","0.539"
"276",150750,"São João do Araguaia","Norte",15003,"Carajás",1509,"Macrorregional IV","Pará","0.55"
"277",150760,"São Miguel do Guamá","Norte",15008,"Metropolitana III",1511,"Macrorregional II","Pará","0.591"
"278",150770,"São Sebastião da Boa Vista","Norte",15013,"Marajó I",1512,"Macrorregional I","Pará","0.558"
"279",150775,"Sapucaia","Norte",15001,"Araguaia",1509,"Macrorregional IV","Pará","0.59"
"280",150780,"Senador José Porfírio","Norte",15012,"Xingu",1510,"Macrorregional III","Pará","0.514"
"281",150790,"Soure","Norte",15013,"Marajó I",1512,"Macrorregional I","Pará","0.615"
"282",150795,"Tailândia","Norte",15004,"Lago de Tucuruí",1509,"Macrorregional IV","Pará","0.588"
"283",150796,"Terra Alta","Norte",15008,"Metropolitana III",1511,"Macrorregional II","Pará","0.605"
"284",150797,"Terra Santa","Norte",15002,"Baixo Amazonas",1510,"Macrorregional III","Pará","0.635"
"285",150800,"Tomé-Açu","Norte",15007,"Metropolitana II",1511,"Macrorregional II","Pará","0.586"
"286",150803,"Tracuateua","Norte",15009,"Rio Caetés",1511,"Macrorregional II","Pará","0.531"
"287",150805,"Trairão","Norte",15010,"Tapajós",1510,"Macrorregional III","Pará","0.562"
"288",150808,"Tucumã","Norte",15001,"Araguaia",1509,"Macrorregional IV","Pará","0.659"
"289",150810,"Tucuruí","Norte",15004,"Lago de Tucuruí",1509,"Macrorregional IV","Pará","0.666"
"290",150812,"Ulianópolis","Norte",15008,"Metropolitana III",1511,"Macrorregional II","Pará","0.604"
"291",150815,"Uruará","Norte",15012,"Xingu",1510,"Macrorregional III","Pará","0.589"
"292",150820,"Vigia","Norte",15007,"Metropolitana II",1511,"Macrorregional II","Pará","0.617"
"293",150830,"Viseu","Norte",15009,"Rio Caetés",1511,"Macrorregional II","Pará","0.515"
"294",150835,"Vitória do Xingu","Norte",15012,"Xingu",1510,"Macrorregional III","Pará","0.596"
"295",150840,"Xinguara","Norte",15001,"Araguaia",1509,"Macrorregional IV","Pará","0.646"
"296",160005,"Serra do Navio","Norte",16001,"Área Central",1601,"Macro Unica - AP","Amapá","0.709"
"297",160010,"Amapá","Norte",16002,"Área Norte",1601,"Macro Unica - AP","Amapá","0.642"
"298",160015,"Pedra Branca do Amapari","Norte",16001,"Área Central",1601,"Macro Unica - AP","Amapá","0.626"
"299",160020,"Calçoene","Norte",16002,"Área Norte",1601,"Macro Unica - AP","Amapá","0.643"
"300",160021,"Cutias","Norte",16001,"Área Central",1601,"Macro Unica - AP","Amapá","0.628"
"301",160023,"Ferreira Gomes","Norte",16001,"Área Central",1601,"Macro Unica - AP","Amapá","0.656"
"302",160025,"Itaubal","Norte",16001,"Área Central",1601,"Macro Unica - AP","Amapá","0.576"
"303",160027,"Laranjal do Jari","Norte",16003,"Área Sudoeste",1601,"Macro Unica - AP","Amapá","0.665"
"304",160030,"Macapá","Norte",16001,"Área Central",1601,"Macro Unica - AP","Amapá","0.733"
"305",160040,"Mazagão","Norte",16003,"Área Sudoeste",1601,"Macro Unica - AP","Amapá","0.592"
"306",160050,"Oiapoque","Norte",16002,"Área Norte",1601,"Macro Unica - AP","Amapá","0.658"
"307",160053,"Porto Grande","Norte",16001,"Área Central",1601,"Macro Unica - AP","Amapá","0.64"
"308",160055,"Pracuúba","Norte",16002,"Área Norte",1601,"Macro Unica - AP","Amapá","0.614"
"309",160060,"Santana","Norte",16003,"Área Sudoeste",1601,"Macro Unica - AP","Amapá","0.692"
"310",160070,"Tartarugalzinho","Norte",16002,"Área Norte",1601,"Macro Unica - AP","Amapá","0.592"
"311",160080,"Vitória do Jari","Norte",16003,"Área Sudoeste",1601,"Macro Unica - AP","Amapá","0.619"
"312",170025,"Abreulândia","Norte",17007,"Cantão",1702,"Macrorregiao Centro-Sul","Tocantins","0.665"
"313",170030,"Aguiarnópolis","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte","Tocantins","0.657"
"314",170035,"Aliança do Tocantins","Norte",17005,"Ilha do Bananal",1702,"Macrorregiao Centro-Sul","Tocantins","0.663"
"315",170040,"Almas","Norte",17003,"Sudeste",1702,"Macrorregiao Centro-Sul","Tocantins","0.636"
"316",170070,"Alvorada","Norte",17005,"Ilha do Bananal",1702,"Macrorregiao Centro-Sul","Tocantins","0.708"
"317",170100,"Ananás","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte","Tocantins","0.671"
"318",170105,"Angico","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte","Tocantins","0.648"
"319",170110,"Aparecida do Rio Negro","Norte",17006,"Capim Dourado",1702,"Macrorregiao Centro-Sul","Tocantins","0.651"
"320",170130,"Aragominas","Norte",17001,"Médio Norte Araguaia",1701,"Macrorregiao Norte","Tocantins","0.593"
"321",170190,"Araguacema","Norte",17007,"Cantão",1702,"Macrorregiao Centro-Sul","Tocantins","0.639"
"322",170200,"Araguaçu","Norte",17005,"Ilha do Bananal",1702,"Macrorregiao Centro-Sul","Tocantins","0.675"
"323",170210,"Araguaína","Norte",17001,"Médio Norte Araguaia",1701,"Macrorregiao Norte","Tocantins","0.752"
"324",170215,"Araguanã","Norte",17001,"Médio Norte Araguaia",1701,"Macrorregiao Norte","Tocantins","0.604"
"325",170220,"Araguatins","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte","Tocantins","0.631"
"326",170230,"Arapoema","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte","Tocantins","0.68"
"327",170240,"Arraias","Norte",17003,"Sudeste",1702,"Macrorregiao Centro-Sul","Tocantins","0.651"
"328",170255,"Augustinópolis","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte","Tocantins","0.67"
"329",170270,"Aurora do Tocantins","Norte",17003,"Sudeste",1702,"Macrorregiao Centro-Sul","Tocantins","0.677"
"330",170290,"Axixá do Tocantins","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte","Tocantins","0.627"
"331",170300,"Babaçulândia","Norte",17001,"Médio Norte Araguaia",1701,"Macrorregiao Norte","Tocantins","0.642"
"332",170305,"Bandeirantes do Tocantins","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte","Tocantins","0.638"
"333",170307,"Barra do Ouro","Norte",17001,"Médio Norte Araguaia",1701,"Macrorregiao Norte","Tocantins","0.603"
"334",170310,"Barrolândia","Norte",17007,"Cantão",1702,"Macrorregiao Centro-Sul","Tocantins","0.642"
"335",170320,"Bernardo Sayão","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte","Tocantins","0.638"
"336",170330,"Bom Jesus do Tocantins","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte","Tocantins","0.66"
"337",170360,"Brasilândia do Tocantins","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte","Tocantins","0.684"
"338",170370,"Brejinho de Nazaré","Norte",17008,"Amor Perfeito",1702,"Macrorregiao Centro-Sul","Tocantins","0.686"
"339",170380,"Buriti do Tocantins","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte","Tocantins","0.627"
"340",170382,"Cachoeirinha","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte","Tocantins","0.627"
"341",170384,"Campos Lindos","Norte",17001,"Médio Norte Araguaia",1701,"Macrorregiao Norte","Tocantins","0.544"
"342",170386,"Cariri do Tocantins","Norte",17005,"Ilha do Bananal",1702,"Macrorregiao Centro-Sul","Tocantins","0.662"
"343",170388,"Carmolândia","Norte",17001,"Médio Norte Araguaia",1701,"Macrorregiao Norte","Tocantins","0.64"
"344",170389,"Carrasco Bonito","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte","Tocantins","0.594"
"345",170390,"Caseara","Norte",17007,"Cantão",1702,"Macrorregiao Centro-Sul","Tocantins","0.658"
"346",170410,"Centenário","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte","Tocantins","0.569"
"347",170460,"Chapada de Areia","Norte",17007,"Cantão",1702,"Macrorregiao Centro-Sul","Tocantins","0.619"
"348",170510,"Chapada da Natividade","Norte",17008,"Amor Perfeito",1702,"Macrorregiao Centro-Sul","Tocantins","0.62"
"349",170550,"Colinas do Tocantins","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte","Tocantins","0.701"
"350",170555,"Combinado","Norte",17003,"Sudeste",1702,"Macrorregiao Centro-Sul","Tocantins","0.697"
"351",170560,"Conceição do Tocantins","Norte",17003,"Sudeste",1702,"Macrorregiao Centro-Sul","Tocantins","0.592"
"352",170600,"Couto Magalhães","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte","Tocantins","0.605"
"353",170610,"Cristalândia","Norte",17007,"Cantão",1702,"Macrorregiao Centro-Sul","Tocantins","0.673"
"354",170625,"Crixás do Tocantins","Norte",17005,"Ilha do Bananal",1702,"Macrorregiao Centro-Sul","Tocantins","0.644"
"355",170650,"Darcinópolis","Norte",17001,"Médio Norte Araguaia",1701,"Macrorregiao Norte","Tocantins","0.581"
"356",170700,"Dianópolis","Norte",17003,"Sudeste",1702,"Macrorregiao Centro-Sul","Tocantins","0.701"
"357",170710,"Divinópolis do Tocantins","Norte",17007,"Cantão",1702,"Macrorregiao Centro-Sul","Tocantins","0.683"
"358",170720,"Dois Irmãos do Tocantins","Norte",17007,"Cantão",1702,"Macrorregiao Centro-Sul","Tocantins","0.583"
"359",170730,"Dueré","Norte",17005,"Ilha do Bananal",1702,"Macrorregiao Centro-Sul","Tocantins","0.679"
"360",170740,"Esperantina","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte","Tocantins","0.57"
"361",170755,"Fátima","Norte",17008,"Amor Perfeito",1702,"Macrorregiao Centro-Sul","Tocantins","0.697"
"362",170765,"Figueirópolis","Norte",17005,"Ilha do Bananal",1702,"Macrorregiao Centro-Sul","Tocantins","0.689"
"363",170770,"Filadélfia","Norte",17001,"Médio Norte Araguaia",1701,"Macrorregiao Norte","Tocantins","0.621"
"364",170820,"Formoso do Araguaia","Norte",17005,"Ilha do Bananal",1702,"Macrorregiao Centro-Sul","Tocantins","0.67"
"365",170825,"Fortaleza do Tabocão","Norte",17006,"Capim Dourado",1702,"Macrorregiao Centro-Sul","Tocantins","0.659"
"366",170830,"Goianorte","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte","Tocantins","0.621"
"367",170900,"Goiatins","Norte",17001,"Médio Norte Araguaia",1701,"Macrorregiao Norte","Tocantins","0.576"
"368",170930,"Guaraí","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte","Tocantins","0.741"
"369",170950,"Gurupi","Norte",17005,"Ilha do Bananal",1702,"Macrorregiao Centro-Sul","Tocantins","0.759"
"370",170980,"Ipueiras","Norte",17008,"Amor Perfeito",1702,"Macrorregiao Centro-Sul","Tocantins","0.62"
"371",171050,"Itacajá","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte","Tocantins","0.612"
"372",171070,"Itaguatins","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte","Tocantins","0.616"
"373",171090,"Itapiratins","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte","Tocantins","0.601"
"374",171110,"Itaporã do Tocantins","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte","Tocantins","0.65"
"375",171150,"Jaú do Tocantins","Norte",17005,"Ilha do Bananal",1702,"Macrorregiao Centro-Sul","Tocantins","0.662"
"376",171180,"Juarina","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte","Tocantins","0.584"
"377",171190,"Lagoa da Confusão","Norte",17007,"Cantão",1702,"Macrorregiao Centro-Sul","Tocantins","0.627"
"378",171195,"Lagoa do Tocantins","Norte",17006,"Capim Dourado",1702,"Macrorregiao Centro-Sul","Tocantins","0.579"
"379",171200,"Lajeado","Norte",17006,"Capim Dourado",1702,"Macrorregiao Centro-Sul","Tocantins","0.675"
"380",171215,"Lavandeira","Norte",17003,"Sudeste",1702,"Macrorregiao Centro-Sul","Tocantins","0.66"
"381",171240,"Lizarda","Norte",17006,"Capim Dourado",1702,"Macrorregiao Centro-Sul","Tocantins","0.57"
"382",171245,"Luzinópolis","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte","Tocantins","0.639"
"383",171250,"Marianópolis do Tocantins","Norte",17007,"Cantão",1702,"Macrorregiao Centro-Sul","Tocantins","0.631"
"384",171270,"Mateiros","Norte",17008,"Amor Perfeito",1702,"Macrorregiao Centro-Sul","Tocantins","0.607"
"385",171280,"Maurilândia do Tocantins","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte","Tocantins","0.58"
"386",171320,"Miracema do Tocantins","Norte",17006,"Capim Dourado",1702,"Macrorregiao Centro-Sul","Tocantins","0.684"
"387",171330,"Miranorte","Norte",17006,"Capim Dourado",1702,"Macrorregiao Centro-Sul","Tocantins","0.662"
"388",171360,"Monte do Carmo","Norte",17008,"Amor Perfeito",1702,"Macrorregiao Centro-Sul","Tocantins","0.622"
"389",171370,"Monte Santo do Tocantins","Norte",17007,"Cantão",1702,"Macrorregiao Centro-Sul","Tocantins","0.62"
"390",171380,"Palmeiras do Tocantins","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte","Tocantins","0.628"
"391",171395,"Muricilândia","Norte",17001,"Médio Norte Araguaia",1701,"Macrorregiao Norte","Tocantins","0.596"
"392",171420,"Natividade","Norte",17008,"Amor Perfeito",1702,"Macrorregiao Centro-Sul","Tocantins","0.673"
"393",171430,"Nazaré","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte","Tocantins","0.643"
"394",171488,"Nova Olinda","Norte",17001,"Médio Norte Araguaia",1701,"Macrorregiao Norte","Tocantins","0.631"
"395",171500,"Nova Rosalândia","Norte",17007,"Cantão",1702,"Macrorregiao Centro-Sul","Tocantins","0.661"
"396",171510,"Novo Acordo","Norte",17006,"Capim Dourado",1702,"Macrorregiao Centro-Sul","Tocantins","0.639"
"397",171515,"Novo Alegre","Norte",17003,"Sudeste",1702,"Macrorregiao Centro-Sul","Tocantins","0.699"
"398",171525,"Novo Jardim","Norte",17003,"Sudeste",1702,"Macrorregiao Centro-Sul","Tocantins","0.596"
"399",171550,"Oliveira de Fátima","Norte",17008,"Amor Perfeito",1702,"Macrorregiao Centro-Sul","Tocantins","0.675"
"400",171570,"Palmeirante","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte","Tocantins","0.571"
"401",171575,"Palmeirópolis","Norte",17005,"Ilha do Bananal",1702,"Macrorregiao Centro-Sul","Tocantins","0.673"
"402",171610,"Paraíso do Tocantins","Norte",17007,"Cantão",1702,"Macrorregiao Centro-Sul","Tocantins","0.764"
"403",171620,"Paranã","Norte",17003,"Sudeste",1702,"Macrorregiao Centro-Sul","Tocantins","0.595"
"404",171630,"Pau D'Arco","Norte",17001,"Médio Norte Araguaia",1701,"Macrorregiao Norte","Tocantins","0.661"
"405",171650,"Pedro Afonso","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte","Tocantins","0.732"
"406",171660,"Peixe","Norte",17005,"Ilha do Bananal",1702,"Macrorregiao Centro-Sul","Tocantins","0.674"
"407",171665,"Pequizeiro","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte","Tocantins","0.627"
"408",171670,"Colméia","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte","Tocantins","0.671"
"409",171700,"Pindorama do Tocantins","Norte",17008,"Amor Perfeito",1702,"Macrorregiao Centro-Sul","Tocantins","0.605"
"410",171720,"Piraquê","Norte",17001,"Médio Norte Araguaia",1701,"Macrorregiao Norte","Tocantins","0.621"
"411",171750,"Pium","Norte",17007,"Cantão",1702,"Macrorregiao Centro-Sul","Tocantins","0.65"
"412",171780,"Ponte Alta do Bom Jesus","Norte",17003,"Sudeste",1702,"Macrorregiao Centro-Sul","Tocantins","0.603"
"413",171790,"Ponte Alta do Tocantins","Norte",17008,"Amor Perfeito",1702,"Macrorregiao Centro-Sul","Tocantins","0.624"
"414",171800,"Porto Alegre do Tocantins","Norte",17003,"Sudeste",1702,"Macrorregiao Centro-Sul","Tocantins","0.645"
"415",171820,"Porto Nacional","Norte",17008,"Amor Perfeito",1702,"Macrorregiao Centro-Sul","Tocantins","0.74"
"416",171830,"Praia Norte","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte","Tocantins","0.583"
"417",171840,"Presidente Kennedy","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte","Tocantins","0.669"
"418",171845,"Pugmil","Norte",17007,"Cantão",1702,"Macrorregiao Centro-Sul","Tocantins","0.669"
"419",171850,"Recursolândia","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte","Tocantins","0.5"
"420",171855,"Riachinho","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte","Tocantins","0.572"
"421",171865,"Rio da Conceição","Norte",17003,"Sudeste",1702,"Macrorregiao Centro-Sul","Tocantins","0.608"
"422",171870,"Rio dos Bois","Norte",17006,"Capim Dourado",1702,"Macrorregiao Centro-Sul","Tocantins","0.616"
"423",171875,"Rio Sono","Norte",17006,"Capim Dourado",1702,"Macrorregiao Centro-Sul","Tocantins","0.6"
"424",171880,"Sampaio","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte","Tocantins","0.606"
"425",171884,"Sandolândia","Norte",17005,"Ilha do Bananal",1702,"Macrorregiao Centro-Sul","Tocantins","0.659"
"426",171886,"Santa Fé do Araguaia","Norte",17001,"Médio Norte Araguaia",1701,"Macrorregiao Norte","Tocantins","0.616"
"427",171888,"Santa Maria do Tocantins","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte","Tocantins","0.634"
"428",171889,"Santa Rita do Tocantins","Norte",17005,"Ilha do Bananal",1702,"Macrorregiao Centro-Sul","Tocantins","0.651"
"429",171890,"Santa Rosa do Tocantins","Norte",17008,"Amor Perfeito",1702,"Macrorregiao Centro-Sul","Tocantins","0.595"
"430",171900,"Santa Tereza do Tocantins","Norte",17006,"Capim Dourado",1702,"Macrorregiao Centro-Sul","Tocantins","0.662"
"431",172000,"Santa Terezinha do Tocantins","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte","Tocantins","0.637"
"432",172010,"São Bento do Tocantins","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte","Tocantins","0.605"
"433",172015,"São Félix do Tocantins","Norte",17006,"Capim Dourado",1702,"Macrorregiao Centro-Sul","Tocantins","0.574"
"434",172020,"São Miguel do Tocantins","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte","Tocantins","0.623"
"435",172025,"São Salvador do Tocantins","Norte",17005,"Ilha do Bananal",1702,"Macrorregiao Centro-Sul","Tocantins","0.605"
"436",172030,"São Sebastião do Tocantins","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte","Tocantins","0.573"
"437",172049,"São Valério","Norte",17005,"Ilha do Bananal",1702,"Macrorregiao Centro-Sul","Tocantins","0.643"
"438",172065,"Silvanópolis","Norte",17008,"Amor Perfeito",1702,"Macrorregiao Centro-Sul","Tocantins","0.675"
"439",172080,"Sítio Novo do Tocantins","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte","Tocantins","0.604"
